Date,Production,Plantation,Lag4_Plantation,Exchange_Rate,Lag3_Milho_Price
7/1/2018,0.0,0.0,0.0,3.822095238095238,175.6
8/1/2018,0.0,0.0,0.0,3.9333217391304345,179.09
9/1/2018,0.0,14.256002892019335,0.0,4.108747368421053,165.07
10/1/2018,0.0,906.84576141155,0.0,3.761113636363637,156.46
11/1/2018,0.0,4078.1883591666356,0.0,3.78595,162.37
12/1/2018,0.0,622.8691426038198,0.0,3.883355555555556,154.8
1/1/2019,0.0,93.6823935965462,14.256002892019335,3.735565,160.26
2/1/2019,377.74164924080424,0.0,906.84576141155,3.724433333333333,160.69
3/1/2019,6734.510290340079,0.0,4078.1883591666356,3.73586320775015,167.44
4/1/2019,3665.5263755709666,0.21668819170990802,622.8691426038198,3.6957914372487797,166.74
5/1/2019,0.0,0.278793802210153,93.6823935965462,3.72510284512667,169.52
