Date,Production,Plantation,Lag3_Plantation,Exchange_Rate
1/1/2012,0.0,50.45909222318586,220.1152941762959,1.785035
2/1/2012,194.7820327802442,0.0,349.32,1.7168
3/1/2012,1314.7814667713653,0.0,12.764705823704162,1.7953
4/1/2012,87.99330044839054,0.0,50.45909222318586,1.8522476190476191
5/1/2012,0.0,0.0,0.0,1.9810227272727277
6/1/2012,0.0,0.0,0.0,2.048195238095238
7/1/2012,0.0,0.0,0.0,2.029552380952381
8/1/2012,0.0,0.0,0.0,2.0279434782608696
9/1/2012,0.0,29.32704538884071,0.0,2.026857894736842
10/1/2012,0.0,261.53853737569267,0.0,2.0297318181818182
11/1/2012,0.0,295.6753250122808,0.0,2.06622
12/1/2012,0.0,0.0,29.32704538884071,2.07746
1/1/2013,0.0,0.0,261.53853737569267,2.028109523809524
2/1/2013,489.9074434913562,0.0,295.6753250122808,1.9729315789473685
3/1/2013,1401.0896609481374,0.0,0.0,1.9842142857142857
4/1/2013,160.1428955605061,0.0,0.0,2.001109090909091
5/1/2013,0.0,0.0,0.0,2.0364727272727277
6/1/2013,0.0,0.0,0.0,2.17336
7/1/2013,0.0,0.0,0.0,2.2518318181818184
8/1/2013,0.0,0.0,0.0,2.340790909090909
9/1/2013,0.0,15.034,0.0,2.264105
10/1/2013,0.0,532.2600706043968,0.0,2.1882227272727275
11/1/2013,0.0,204.4059293956033,0.0,2.295936842105263
12/1/2013,0.0,0.0,15.034,2.347095238095238
1/1/2014,0.0,0.0,532.2600706043968,2.3857809523809523
2/1/2014,538.8846064947095,0.0,204.4059293956033,2.3792
3/1/2014,980.6017735052909,0.0,0.0,2.3250523809523806
4/1/2014,168.8318199999999,0.0,0.0,2.2324727272727274
5/1/2014,0.0,0.0,0.0,2.219509523809524
6/1/2014,0.0,0.0,0.0,2.236019047619048
7/1/2014,0.0,0.0,0.0,2.2242136363636362
8/1/2014,0.0,0.0,0.0,2.268519047619048
9/1/2014,0.0,16.916092665511115,0.0,2.3378809523809525
10/1/2014,0.0,204.65413899826663,0.0,2.449531818181818
11/1/2014,0.0,569.7129993879414,0.0,2.5527277777777777
12/1/2014,0.0,5.516768948280742,16.916092665511115,2.6418857142857144
1/1/2015,10.774883695632573,57.85541826445114,204.65413899826663,2.63462
2/1/2015,489.1001515209354,0.0,569.7129993879414,2.8169894736842105
3/1/2015,1166.3984511810652,0.0,5.516768948280742,3.1413727272727274
4/1/2015,700.2225136023669,0.0,57.85541826445114,3.0420909090909087
5/1/2015,0.0,0.0,0.0,3.056205
6/1/2015,0.0,0.0,0.0,3.1116909090909086
7/1/2015,0.0,0.0,0.0,3.228809090909091
8/1/2015,0.0,0.0,0.0,3.515433333333333
9/1/2015,0.0,28.06041306759486,0.0,3.903219047619048
10/1/2015,0.0,472.4600054335649,0.0,3.875238095238095
11/1/2015,0.0,212.03396447374658,0.0,3.785768421052632
12/1/2015,0.0,87.1901987606425,28.06041306759486,3.880836363636364
1/1/2016,402.87189333333345,51.68540991336122,472.4600054335649,4.05558947368421
2/1/2016,1019.0289066666666,0.0,212.03396447374658,3.964385
3/1/2016,1401.5879314285712,0.0,87.1901987606425,3.6980217391304344
4/1/2016,20.312868571428677,0.0,51.68540991336122,3.5634476190476194
5/1/2016,0.0,0.0,0.0,3.5403047619047614
6/1/2016,0.0,0.0,0.0,3.4234454545454542
7/1/2016,0.0,0.0,0.0,3.27814
8/1/2016,0.0,0.0,0.0,3.2085521739130436
9/1/2016,0.0,42.180729504331936,0.0,3.2531809523809523
10/1/2016,0.0,623.6699689098713,0.0,3.185395
11/1/2016,0.0,177.76389167243562,0.0,3.33689
12/1/2016,0.0,0.0,42.180729504331936,3.353966666666667
1/1/2017,150.01673885151664,62.023620974803045,623.6699689098713,3.190084210526316
2/1/2017,1055.8161269792329,0.0,177.76389167243562,3.1057263157894734
3/1/2017,1125.8704038303288,0.0,0.0,3.1275304347826087
4/1/2017,752.6052303389215,0.0,62.023620974803045,3.138995
5/1/2017,0.0,0.0,0.0,3.2042772727272726
6/1/2017,0.0,0.0,0.0,3.2953954545454542
7/1/2017,0.0,0.0,0.0,3.19941
8/1/2017,0.0,0.0,0.0,3.147791304347826
9/1/2017,0.0,54.27429230740065,0.0,3.132515
10/1/2017,0.0,504.3334344361086,0.0,3.192266666666667
11/1/2017,0.0,296.2537571081588,0.0,3.26293
12/1/2017,0.0,44.714895173528795,54.27429230740065,3.29496
1/1/2018,52.82553370874189,56.6715976331361,504.3334344361086,3.211523809523809
2/1/2018,401.1384502446898,0.0,296.2537571081588,3.2506526315789475
3/1/2018,2663.598164617997,0.0,44.714895173528795,3.2789681818181817
4/1/2018,292.2714514285717,0.0,56.6715976331361,3.4088857142857143
5/1/2018,0.0,0.0,0.0,3.6316
6/1/2018,0.0,0.0,0.0,3.771047619047619
7/1/2018,0.0,0.0,0.0,3.822095238095238
8/1/2018,0.0,0.0,0.0,3.9333217391304345
9/1/2018,0.0,165.31477051820735,0.0,4.108747368421053
10/1/2018,0.0,437.1548955924382,0.0,3.761113636363637
11/1/2018,0.0,362.4587362562184,0.0,3.78595
12/1/2018,0.0,0.0,165.31477051820735,3.883355555555556
1/1/2019,290.8128923821825,11.6079884392734,437.1548955924382,3.735565
2/1/2019,1236.1884133201277,0.0,362.4587362562184,3.724433333333333
3/1/2019,1623.4793705106397,0.31010091471427603,0.0,3.73586320775015
4/1/2019,92.82560997814197,0.0,11.6079884392734,3.6957914372487797
5/1/2019,0.0,0.0,0.0,3.72510284512667
