Date,Production,Lag2_Plantation,Lag3_Plantation,Plantation,Lag4_Plantation,Exchange_Rate,Interest_Rate
7/1/2018,0.0,0.0,0.0,0.0,0.0,3.822095238095238,6.9472
8/1/2018,0.0,0.0,0.0,0.0,0.0,3.9333217391304345,8.1955
9/1/2018,0.0,0.0,0.0,951.6218950344916,0.0,4.108747368421053,7.8964
10/1/2018,0.0,0.0,0.0,6799.065144115936,0.0,3.761113636363637,7.1172
11/1/2018,0.0,951.6218950344916,0.0,1784.385523583162,0.0,3.78595,6.4022
12/1/2018,0.0,6799.065144115936,951.6218950344916,0.0,0.0,3.883355555555556,6.3324
1/1/2019,12600.041386820947,1784.385523583162,6799.065144115936,23.444878493585602,951.6218950344916,3.735565,6.4995
2/1/2019,17030.651350376393,0.0,1784.385523583162,0.0,6799.065144115936,3.724433333333333,6.5843
3/1/2019,3422.383196082079,23.444878493585602,0.0,0.28516077473517304,1784.385523583162,3.73586320775015,5.910311887362631
4/1/2019,55.243266720593965,0.0,23.444878493585602,0.0,0.0,3.6957914372487797,6.411489078073469
5/1/2019,0.0,0.28516077473517304,0.0,0.0,23.444878493585602,3.72510284512667,5.983559877051059
6/1/2019,0.0,0.0,0.28516077473517304,0.0,0.0,3.74957636594419,6.74214324047129
7/1/2019,0.0,0.0,0.0,0.0,0.28516077473517304,3.73523662312877,5.840935944235441
8/1/2019,0.0,0.0,0.0,0.0,0.0,3.77093790800061,5.96477314473763
9/1/2019,0.0,0.0,0.0,618.334773328838,0.0,3.83131351086432,5.55932386833838
10/1/2019,0.0,0.0,0.0,4679.79476668466,0.0,3.8273876875422994,5.4527880737359
11/1/2019,0.0,618.334773328838,0.0,1991.7978400741397,0.0,3.85857162691347,5.78982606652536
12/1/2019,0.0,4679.79476668466,618.334773328838,25.35438617285,0.0,3.8943019394206804,5.56342277491543
