Produto,UF,Type,Years,Month,Percentage,Yearly_value,Monthly_Value
Milho 1 Safra,TO,Producao,2018,5,0.25,234.98440000000005,58.74610000000001
Milho 1 Safra,TO,Producao,2018,6,0.0,234.98440000000005,0.0
Milho 1 Safra,TO,Producao,2018,7,0.0,234.98440000000005,0.0
Milho 1 Safra,TO,Producao,2018,8,0.0,234.98440000000005,0.0
Milho 1 Safra,TO,Producao,2018,9,0.0,234.98440000000005,0.0
Milho 1 Safra,TO,Producao,2018,10,0.0,234.98440000000005,0.0
Milho 1 Safra,TO,Producao,2018,11,0.0,234.98440000000005,0.0
Milho 1 Safra,TO,Producao,2018,12,0.0,234.98440000000005,0.0
Milho 1 Safra,AC,Producao,2019,1,0.0,79.019,0.0
Milho 1 Safra,AC,Producao,2019,2,0.25,79.019,19.75475
Milho 1 Safra,AC,Producao,2019,3,0.25,79.019,19.75475
Milho 1 Safra,AC,Producao,2019,4,0.25,79.019,19.75475
Milho 1 Safra,AC,Producao,2019,5,0.25,79.019,19.75475
Milho 1 Safra,AC,Producao,2019,6,0.0,79.019,0.0
Milho 1 Safra,AC,Producao,2019,7,0.0,79.019,0.0
Milho 1 Safra,AC,Producao,2019,8,0.0,79.019,0.0
Milho 1 Safra,AC,Producao,2019,9,0.0,79.019,0.0
Milho 1 Safra,AC,Producao,2019,10,0.0,79.019,0.0
Milho 1 Safra,AC,Producao,2019,11,0.0,79.019,0.0
Milho 1 Safra,AC,Producao,2019,12,0.0,79.019,0.0
Milho 1 Safra,AM,Producao,2019,1,0.0,17.763299999999997,0.0
Milho 1 Safra,AM,Producao,2019,2,0.25,17.763299999999997,4.440824999999999
Milho 1 Safra,AM,Producao,2019,3,0.25,17.763299999999997,4.440824999999999
Milho 1 Safra,AM,Producao,2019,4,0.25,17.763299999999997,4.440824999999999
Milho 1 Safra,AM,Producao,2019,5,0.25,17.763299999999997,4.440824999999999
Milho 1 Safra,AM,Producao,2019,6,0.0,17.763299999999997,0.0
Milho 1 Safra,AM,Producao,2019,7,0.0,17.763299999999997,0.0
Milho 1 Safra,AM,Producao,2019,8,0.0,17.763299999999997,0.0
Milho 1 Safra,AM,Producao,2019,9,0.0,17.763299999999997,0.0
Milho 1 Safra,AM,Producao,2019,10,0.0,17.763299999999997,0.0
Milho 1 Safra,AM,Producao,2019,11,0.0,17.763299999999997,0.0
Milho 1 Safra,AM,Producao,2019,12,0.0,17.763299999999997,0.0
Milho 1 Safra,AP,Producao,2019,1,0.0,1.5231999999999999,0.0
Milho 1 Safra,AP,Producao,2019,2,0.25,1.5231999999999999,0.38079999999999997
Milho 1 Safra,AP,Producao,2019,3,0.25,1.5231999999999999,0.38079999999999997
Milho 1 Safra,AP,Producao,2019,4,0.25,1.5231999999999999,0.38079999999999997
Milho 1 Safra,AP,Producao,2019,5,0.25,1.5231999999999999,0.38079999999999997
Milho 1 Safra,AP,Producao,2019,6,0.0,1.5231999999999999,0.0
Milho 1 Safra,AP,Producao,2019,7,0.0,1.5231999999999999,0.0
Milho 1 Safra,AP,Producao,2019,8,0.0,1.5231999999999999,0.0
Milho 1 Safra,AP,Producao,2019,9,0.0,1.5231999999999999,0.0
Milho 1 Safra,AP,Producao,2019,10,0.0,1.5231999999999999,0.0
Milho 1 Safra,AP,Producao,2019,11,0.0,1.5231999999999999,0.0
Milho 1 Safra,AP,Producao,2019,12,0.0,1.5231999999999999,0.0
Milho 1 Safra,CE,Producao,2019,1,0.0,359.05210000000005,0.0
Milho 1 Safra,CE,Producao,2019,2,0.25,359.05210000000005,89.76302500000001
Milho 1 Safra,CE,Producao,2019,3,0.25,359.05210000000005,89.76302500000001
Milho 1 Safra,CE,Producao,2019,4,0.25,359.05210000000005,89.76302500000001
Milho 1 Safra,CE,Producao,2019,5,0.25,359.05210000000005,89.76302500000001
Milho 1 Safra,CE,Producao,2019,6,0.0,359.05210000000005,0.0
Milho 1 Safra,CE,Producao,2019,7,0.0,359.05210000000005,0.0
Milho 1 Safra,CE,Producao,2019,8,0.0,359.05210000000005,0.0
Milho 1 Safra,CE,Producao,2019,9,0.0,359.05210000000005,0.0
Milho 1 Safra,CE,Producao,2019,10,0.0,359.05210000000005,0.0
Milho 1 Safra,CE,Producao,2019,11,0.0,359.05210000000005,0.0
Milho 1 Safra,CE,Producao,2019,12,0.0,359.05210000000005,0.0
Milho 1 Safra,DF,Producao,2019,1,0.0,208.79399999999998,0.0
Milho 1 Safra,DF,Producao,2019,2,0.25,208.79399999999998,52.198499999999996
Milho 1 Safra,DF,Producao,2019,3,0.25,208.79399999999998,52.198499999999996
Milho 1 Safra,DF,Producao,2019,4,0.25,208.79399999999998,52.198499999999996
Milho 1 Safra,DF,Producao,2019,5,0.25,208.79399999999998,52.198499999999996
Milho 1 Safra,DF,Producao,2019,6,0.0,208.79399999999998,0.0
Milho 1 Safra,DF,Producao,2019,7,0.0,208.79399999999998,0.0
Milho 1 Safra,DF,Producao,2019,8,0.0,208.79399999999998,0.0
Milho 1 Safra,DF,Producao,2019,9,0.0,208.79399999999998,0.0
Milho 1 Safra,DF,Producao,2019,10,0.0,208.79399999999998,0.0
Milho 1 Safra,DF,Producao,2019,11,0.0,208.79399999999998,0.0
Milho 1 Safra,DF,Producao,2019,12,0.0,208.79399999999998,0.0
Milho 1 Safra,ES,Producao,2019,1,0.0,37.9622,0.0
Milho 1 Safra,ES,Producao,2019,2,0.25,37.9622,9.49055
Milho 1 Safra,ES,Producao,2019,3,0.25,37.9622,9.49055
Milho 1 Safra,ES,Producao,2019,4,0.25,37.9622,9.49055
Milho 1 Safra,ES,Producao,2019,5,0.25,37.9622,9.49055
Milho 1 Safra,ES,Producao,2019,6,0.0,37.9622,0.0
Milho 1 Safra,ES,Producao,2019,7,0.0,37.9622,0.0
Milho 1 Safra,ES,Producao,2019,8,0.0,37.9622,0.0
Milho 1 Safra,ES,Producao,2019,9,0.0,37.9622,0.0
Milho 1 Safra,ES,Producao,2019,10,0.0,37.9622,0.0
Milho 1 Safra,ES,Producao,2019,11,0.0,37.9622,0.0
Milho 1 Safra,ES,Producao,2019,12,0.0,37.9622,0.0
Milho 1 Safra,MS,Producao,2019,1,0.0,144.5,0.0
Milho 1 Safra,MS,Producao,2019,2,0.25,144.5,36.125
Milho 1 Safra,MS,Producao,2019,3,0.25,144.5,36.125
Milho 1 Safra,MS,Producao,2019,4,0.25,144.5,36.125
Milho 1 Safra,MS,Producao,2019,5,0.25,144.5,36.125
Milho 1 Safra,MS,Producao,2019,6,0.0,144.5,0.0
Milho 1 Safra,MS,Producao,2019,7,0.0,144.5,0.0
Milho 1 Safra,MS,Producao,2019,8,0.0,144.5,0.0
Milho 1 Safra,MS,Producao,2019,9,0.0,144.5,0.0
Milho 1 Safra,MS,Producao,2019,10,0.0,144.5,0.0
Milho 1 Safra,MS,Producao,2019,11,0.0,144.5,0.0
Milho 1 Safra,MS,Producao,2019,12,0.0,144.5,0.0
Milho 1 Safra,MT,Producao,2019,1,0.0,281.9599999999999,0.0
Milho 1 Safra,MT,Producao,2019,2,0.25,281.9599999999999,70.48999999999998
Milho 1 Safra,MT,Producao,2019,3,0.25,281.9599999999999,70.48999999999998
Milho 1 Safra,MT,Producao,2019,4,0.25,281.9599999999999,70.48999999999998
Milho 1 Safra,MT,Producao,2019,5,0.25,281.9599999999999,70.48999999999998
Milho 1 Safra,MT,Producao,2019,6,0.0,281.9599999999999,0.0
Milho 1 Safra,MT,Producao,2019,7,0.0,281.9599999999999,0.0
Milho 1 Safra,MT,Producao,2019,8,0.0,281.9599999999999,0.0
Milho 1 Safra,MT,Producao,2019,9,0.0,281.9599999999999,0.0
Milho 1 Safra,MT,Producao,2019,10,0.0,281.9599999999999,0.0
Milho 1 Safra,MT,Producao,2019,11,0.0,281.9599999999999,0.0
Milho 1 Safra,MT,Producao,2019,12,0.0,281.9599999999999,0.0
Milho 1 Safra,PA,Producao,2019,1,0.0,532.5407999999999,0.0
Milho 1 Safra,PA,Producao,2019,2,0.25,532.5407999999999,133.13519999999997
Milho 1 Safra,PA,Producao,2019,3,0.25,532.5407999999999,133.13519999999997
Milho 1 Safra,PA,Producao,2019,4,0.25,532.5407999999999,133.13519999999997
Milho 1 Safra,PA,Producao,2019,5,0.25,532.5407999999999,133.13519999999997
Milho 1 Safra,PA,Producao,2019,6,0.0,532.5407999999999,0.0
Milho 1 Safra,PA,Producao,2019,7,0.0,532.5407999999999,0.0
Milho 1 Safra,PA,Producao,2019,8,0.0,532.5407999999999,0.0
Milho 1 Safra,PA,Producao,2019,9,0.0,532.5407999999999,0.0
Milho 1 Safra,PA,Producao,2019,10,0.0,532.5407999999999,0.0
Milho 1 Safra,PA,Producao,2019,11,0.0,532.5407999999999,0.0
Milho 1 Safra,PA,Producao,2019,12,0.0,532.5407999999999,0.0
Milho 1 Safra,PB,Producao,2019,1,0.0,45.144000000000005,0.0
Milho 1 Safra,PB,Producao,2019,2,0.25,45.144000000000005,11.286000000000001
Milho 1 Safra,PB,Producao,2019,3,0.25,45.144000000000005,11.286000000000001
Milho 1 Safra,PB,Producao,2019,4,0.25,45.144000000000005,11.286000000000001
Milho 1 Safra,PB,Producao,2019,5,0.25,45.144000000000005,11.286000000000001
Milho 1 Safra,PB,Producao,2019,6,0.0,45.144000000000005,0.0
Milho 1 Safra,PB,Producao,2019,7,0.0,45.144000000000005,0.0
Milho 1 Safra,PB,Producao,2019,8,0.0,45.144000000000005,0.0
Milho 1 Safra,PB,Producao,2019,9,0.0,45.144000000000005,0.0
Milho 1 Safra,PB,Producao,2019,10,0.0,45.144000000000005,0.0
Milho 1 Safra,PB,Producao,2019,11,0.0,45.144000000000005,0.0
Milho 1 Safra,PB,Producao,2019,12,0.0,45.144000000000005,0.0
Milho 1 Safra,PE,Producao,2019,1,0.0,60.656000000000006,0.0
Milho 1 Safra,PE,Producao,2019,2,0.25,60.656000000000006,15.164000000000001
Milho 1 Safra,PE,Producao,2019,3,0.25,60.656000000000006,15.164000000000001
Milho 1 Safra,PE,Producao,2019,4,0.25,60.656000000000006,15.164000000000001
Milho 1 Safra,PE,Producao,2019,5,0.25,60.656000000000006,15.164000000000001
Milho 1 Safra,PE,Producao,2019,6,0.0,60.656000000000006,0.0
Milho 1 Safra,PE,Producao,2019,7,0.0,60.656000000000006,0.0
Milho 1 Safra,PE,Producao,2019,8,0.0,60.656000000000006,0.0
Milho 1 Safra,PE,Producao,2019,9,0.0,60.656000000000006,0.0
Milho 1 Safra,PE,Producao,2019,10,0.0,60.656000000000006,0.0
Milho 1 Safra,PE,Producao,2019,11,0.0,60.656000000000006,0.0
Milho 1 Safra,PE,Producao,2019,12,0.0,60.656000000000006,0.0
Milho 1 Safra,PI,Producao,2019,1,0.0,1284.1457,0.0
Milho 1 Safra,PI,Producao,2019,2,0.25,1284.1457,321.036425
Milho 1 Safra,PI,Producao,2019,3,0.25,1284.1457,321.036425
Milho 1 Safra,PI,Producao,2019,4,0.25,1284.1457,321.036425
Milho 1 Safra,PI,Producao,2019,5,0.25,1284.1457,321.036425
Milho 1 Safra,PI,Producao,2019,6,0.0,1284.1457,0.0
Milho 1 Safra,PI,Producao,2019,7,0.0,1284.1457,0.0
Milho 1 Safra,PI,Producao,2019,8,0.0,1284.1457,0.0
Milho 1 Safra,PI,Producao,2019,9,0.0,1284.1457,0.0
Milho 1 Safra,PI,Producao,2019,10,0.0,1284.1457,0.0
Milho 1 Safra,PI,Producao,2019,11,0.0,1284.1457,0.0
Milho 1 Safra,PI,Producao,2019,12,0.0,1284.1457,0.0
Milho 1 Safra,RJ,Producao,2019,1,0.0,2.707,0.0
Milho 1 Safra,RJ,Producao,2019,2,0.25,2.707,0.67675
Milho 1 Safra,RJ,Producao,2019,3,0.25,2.707,0.67675
Milho 1 Safra,RJ,Producao,2019,4,0.25,2.707,0.67675
Milho 1 Safra,RJ,Producao,2019,5,0.25,2.707,0.67675
Milho 1 Safra,RJ,Producao,2019,6,0.0,2.707,0.0
Milho 1 Safra,RJ,Producao,2019,7,0.0,2.707,0.0
Milho 1 Safra,RJ,Producao,2019,8,0.0,2.707,0.0
Milho 1 Safra,RJ,Producao,2019,9,0.0,2.707,0.0
Milho 1 Safra,RJ,Producao,2019,10,0.0,2.707,0.0
Milho 1 Safra,RJ,Producao,2019,11,0.0,2.707,0.0
Milho 1 Safra,RJ,Producao,2019,12,0.0,2.707,0.0
Milho 1 Safra,RN,Producao,2019,1,0.0,18.568599999999996,0.0
Milho 1 Safra,RN,Producao,2019,2,0.25,18.568599999999996,4.642149999999999
Milho 1 Safra,RN,Producao,2019,3,0.25,18.568599999999996,4.642149999999999
Milho 1 Safra,RN,Producao,2019,4,0.25,18.568599999999996,4.642149999999999
Milho 1 Safra,RN,Producao,2019,5,0.25,18.568599999999996,4.642149999999999
Milho 1 Safra,RN,Producao,2019,6,0.0,18.568599999999996,0.0
Milho 1 Safra,RN,Producao,2019,7,0.0,18.568599999999996,0.0
Milho 1 Safra,RN,Producao,2019,8,0.0,18.568599999999996,0.0
Milho 1 Safra,RN,Producao,2019,9,0.0,18.568599999999996,0.0
Milho 1 Safra,RN,Producao,2019,10,0.0,18.568599999999996,0.0
Milho 1 Safra,RN,Producao,2019,11,0.0,18.568599999999996,0.0
Milho 1 Safra,RN,Producao,2019,12,0.0,18.568599999999996,0.0
Milho 1 Safra,RO,Producao,2019,1,0.0,46.7019,0.0
Milho 1 Safra,RO,Producao,2019,2,0.25,46.7019,11.675475
Milho 1 Safra,RO,Producao,2019,3,0.25,46.7019,11.675475
Milho 1 Safra,RO,Producao,2019,4,0.25,46.7019,11.675475
Milho 1 Safra,RO,Producao,2019,5,0.25,46.7019,11.675475
Milho 1 Safra,RO,Producao,2019,6,0.0,46.7019,0.0
Milho 1 Safra,RO,Producao,2019,7,0.0,46.7019,0.0
Milho 1 Safra,RO,Producao,2019,8,0.0,46.7019,0.0
Milho 1 Safra,RO,Producao,2019,9,0.0,46.7019,0.0
Milho 1 Safra,RO,Producao,2019,10,0.0,46.7019,0.0
Milho 1 Safra,RO,Producao,2019,11,0.0,46.7019,0.0
Milho 1 Safra,RO,Producao,2019,12,0.0,46.7019,0.0
Milho 1 Safra,RR,Producao,2019,1,0.0,0.0,0.0
Milho 1 Safra,RR,Producao,2019,2,0.25,0.0,0.0
Milho 1 Safra,RR,Producao,2019,3,0.25,0.0,0.0
Milho 1 Safra,RR,Producao,2019,4,0.25,0.0,0.0
Milho 1 Safra,RR,Producao,2019,5,0.25,0.0,0.0
Milho 1 Safra,RR,Producao,2019,6,0.0,0.0,0.0
Milho 1 Safra,RR,Producao,2019,7,0.0,0.0,0.0
Milho 1 Safra,RR,Producao,2019,8,0.0,0.0,0.0
Milho 1 Safra,RR,Producao,2019,9,0.0,0.0,0.0
Milho 1 Safra,RR,Producao,2019,10,0.0,0.0,0.0
Milho 1 Safra,RR,Producao,2019,11,0.0,0.0,0.0
Milho 1 Safra,RR,Producao,2019,12,0.0,0.0,0.0
Milho 1 Safra,TO,Producao,2019,1,0.0,177.15200000000002,0.0
Milho 1 Safra,TO,Producao,2019,2,0.25,177.15200000000002,44.288000000000004
Milho 1 Safra,TO,Producao,2019,3,0.25,177.15200000000002,44.288000000000004
Milho 1 Safra,TO,Producao,2019,4,0.25,177.15200000000002,44.288000000000004
Milho 1 Safra,TO,Producao,2019,5,0.25,177.15200000000002,44.288000000000004
Milho 1 Safra,TO,Producao,2019,6,0.0,177.15200000000002,0.0
Milho 1 Safra,TO,Producao,2019,7,0.0,177.15200000000002,0.0
Milho 1 Safra,TO,Producao,2019,8,0.0,177.15200000000002,0.0
Milho 1 Safra,TO,Producao,2019,9,0.0,177.15200000000002,0.0
Milho 1 Safra,TO,Producao,2019,10,0.0,177.15200000000002,0.0
Milho 1 Safra,TO,Producao,2019,11,0.0,177.15200000000002,0.0
Milho 1 Safra,TO,Producao,2019,12,0.0,177.15200000000002,0.0
Milho 1 Safra,AC,Producao,2020,1,0.0,84.91898666666668,0.0
Milho 1 Safra,AC,Producao,2020,2,0.25,84.91898666666668,21.22974666666667
Milho 1 Safra,AC,Producao,2020,3,0.25,84.91898666666668,21.22974666666667
Milho 1 Safra,AC,Producao,2020,4,0.25,84.91898666666668,21.22974666666667
Milho 1 Safra,AC,Producao,2020,5,0.25,84.91898666666668,21.22974666666667
Milho 1 Safra,AC,Producao,2020,6,0.0,84.91898666666668,0.0
Milho 1 Safra,AC,Producao,2020,7,0.0,84.91898666666668,0.0
Milho 1 Safra,AC,Producao,2020,8,0.0,84.91898666666668,0.0
Milho 1 Safra,AC,Producao,2020,9,0.0,84.91898666666668,0.0
Milho 1 Safra,AC,Producao,2020,10,0.0,84.91898666666668,0.0
Milho 1 Safra,AC,Producao,2020,11,0.0,84.91898666666668,0.0
Milho 1 Safra,AC,Producao,2020,12,0.0,84.91898666666668,0.0
Milho 1 Safra,AM,Producao,2020,1,0.0,20.971580000000003,0.0
Milho 1 Safra,AM,Producao,2020,2,0.25,20.971580000000003,5.242895000000001
Milho 1 Safra,AM,Producao,2020,3,0.25,20.971580000000003,5.242895000000001
Milho 1 Safra,AM,Producao,2020,4,0.25,20.971580000000003,5.242895000000001
Milho 1 Safra,AM,Producao,2020,5,0.25,20.971580000000003,5.242895000000001
Milho 1 Safra,AM,Producao,2020,6,0.0,20.971580000000003,0.0
Milho 1 Safra,AM,Producao,2020,7,0.0,20.971580000000003,0.0
Milho 1 Safra,AM,Producao,2020,8,0.0,20.971580000000003,0.0
Milho 1 Safra,AM,Producao,2020,9,0.0,20.971580000000003,0.0
Milho 1 Safra,AM,Producao,2020,10,0.0,20.971580000000003,0.0
Milho 1 Safra,AM,Producao,2020,11,0.0,20.971580000000003,0.0
Milho 1 Safra,AM,Producao,2020,12,0.0,20.971580000000003,0.0
Milho 1 Safra,AP,Producao,2020,1,0.0,1.6732842424242427,0.0
Milho 1 Safra,AP,Producao,2020,2,0.25,1.6732842424242427,0.41832106060606067
Milho 1 Safra,AP,Producao,2020,3,0.25,1.6732842424242427,0.41832106060606067
Milho 1 Safra,AP,Producao,2020,4,0.25,1.6732842424242427,0.41832106060606067
Milho 1 Safra,AP,Producao,2020,5,0.25,1.6732842424242427,0.41832106060606067
Milho 1 Safra,AP,Producao,2020,6,0.0,1.6732842424242427,0.0
Milho 1 Safra,AP,Producao,2020,7,0.0,1.6732842424242427,0.0
Milho 1 Safra,AP,Producao,2020,8,0.0,1.6732842424242427,0.0
Milho 1 Safra,AP,Producao,2020,9,0.0,1.6732842424242427,0.0
Milho 1 Safra,AP,Producao,2020,10,0.0,1.6732842424242427,0.0
Milho 1 Safra,AP,Producao,2020,11,0.0,1.6732842424242427,0.0
Milho 1 Safra,AP,Producao,2020,12,0.0,1.6732842424242427,0.0
Milho 1 Safra,CE,Producao,2020,1,0.0,416.3078000000001,0.0
Milho 1 Safra,CE,Producao,2020,2,0.25,416.3078000000001,104.07695000000002
Milho 1 Safra,CE,Producao,2020,3,0.25,416.3078000000001,104.07695000000002
Milho 1 Safra,CE,Producao,2020,4,0.25,416.3078000000001,104.07695000000002
Milho 1 Safra,CE,Producao,2020,5,0.25,416.3078000000001,104.07695000000002
Milho 1 Safra,CE,Producao,2020,6,0.0,416.3078000000001,0.0
Milho 1 Safra,CE,Producao,2020,7,0.0,416.3078000000001,0.0
Milho 1 Safra,CE,Producao,2020,8,0.0,416.3078000000001,0.0
Milho 1 Safra,CE,Producao,2020,9,0.0,416.3078000000001,0.0
Milho 1 Safra,CE,Producao,2020,10,0.0,416.3078000000001,0.0
Milho 1 Safra,CE,Producao,2020,11,0.0,416.3078000000001,0.0
Milho 1 Safra,CE,Producao,2020,12,0.0,416.3078000000001,0.0
Milho 1 Safra,DF,Producao,2020,1,0.0,208.40273939393944,0.0
Milho 1 Safra,DF,Producao,2020,2,0.25,208.40273939393944,52.10068484848486
Milho 1 Safra,DF,Producao,2020,3,0.25,208.40273939393944,52.10068484848486
Milho 1 Safra,DF,Producao,2020,4,0.25,208.40273939393944,52.10068484848486
Milho 1 Safra,DF,Producao,2020,5,0.25,208.40273939393944,52.10068484848486
Milho 1 Safra,DF,Producao,2020,6,0.0,208.40273939393944,0.0
Milho 1 Safra,DF,Producao,2020,7,0.0,208.40273939393944,0.0
Milho 1 Safra,DF,Producao,2020,8,0.0,208.40273939393944,0.0
Milho 1 Safra,DF,Producao,2020,9,0.0,208.40273939393944,0.0
Milho 1 Safra,DF,Producao,2020,10,0.0,208.40273939393944,0.0
Milho 1 Safra,DF,Producao,2020,11,0.0,208.40273939393944,0.0
Milho 1 Safra,DF,Producao,2020,12,0.0,208.40273939393944,0.0
Milho 1 Safra,ES,Producao,2020,1,0.0,40.133,0.0
Milho 1 Safra,ES,Producao,2020,2,0.25,40.133,10.03325
Milho 1 Safra,ES,Producao,2020,3,0.25,40.133,10.03325
Milho 1 Safra,ES,Producao,2020,4,0.25,40.133,10.03325
Milho 1 Safra,ES,Producao,2020,5,0.25,40.133,10.03325
Milho 1 Safra,ES,Producao,2020,6,0.0,40.133,0.0
Milho 1 Safra,ES,Producao,2020,7,0.0,40.133,0.0
Milho 1 Safra,ES,Producao,2020,8,0.0,40.133,0.0
Milho 1 Safra,ES,Producao,2020,9,0.0,40.133,0.0
Milho 1 Safra,ES,Producao,2020,10,0.0,40.133,0.0
Milho 1 Safra,ES,Producao,2020,11,0.0,40.133,0.0
Milho 1 Safra,ES,Producao,2020,12,0.0,40.133,0.0
Milho 1 Safra,MS,Producao,2020,1,0.0,150.32700000000006,0.0
Milho 1 Safra,MS,Producao,2020,2,0.25,150.32700000000006,37.581750000000014
Milho 1 Safra,MS,Producao,2020,3,0.25,150.32700000000006,37.581750000000014
Milho 1 Safra,MS,Producao,2020,4,0.25,150.32700000000006,37.581750000000014
Milho 1 Safra,MS,Producao,2020,5,0.25,150.32700000000006,37.581750000000014
Milho 1 Safra,MS,Producao,2020,6,0.0,150.32700000000006,0.0
Milho 1 Safra,MS,Producao,2020,7,0.0,150.32700000000006,0.0
Milho 1 Safra,MS,Producao,2020,8,0.0,150.32700000000006,0.0
Milho 1 Safra,MS,Producao,2020,9,0.0,150.32700000000006,0.0
Milho 1 Safra,MS,Producao,2020,10,0.0,150.32700000000006,0.0
Milho 1 Safra,MS,Producao,2020,11,0.0,150.32700000000006,0.0
Milho 1 Safra,MS,Producao,2020,12,0.0,150.32700000000006,0.0
Milho 1 Safra,MT,Producao,2020,1,0.0,304.1650536363638,0.0
Milho 1 Safra,MT,Producao,2020,2,0.25,304.1650536363638,76.04126340909094
Milho 1 Safra,MT,Producao,2020,3,0.25,304.1650536363638,76.04126340909094
Milho 1 Safra,MT,Producao,2020,4,0.25,304.1650536363638,76.04126340909094
Milho 1 Safra,MT,Producao,2020,5,0.25,304.1650536363638,76.04126340909094
Milho 1 Safra,MT,Producao,2020,6,0.0,304.1650536363638,0.0
Milho 1 Safra,MT,Producao,2020,7,0.0,304.1650536363638,0.0
Milho 1 Safra,MT,Producao,2020,8,0.0,304.1650536363638,0.0
Milho 1 Safra,MT,Producao,2020,9,0.0,304.1650536363638,0.0
Milho 1 Safra,MT,Producao,2020,10,0.0,304.1650536363638,0.0
Milho 1 Safra,MT,Producao,2020,11,0.0,304.1650536363638,0.0
Milho 1 Safra,MT,Producao,2020,12,0.0,304.1650536363638,0.0
Milho 1 Safra,PA,Producao,2020,1,0.0,572.2809406060607,0.0
Milho 1 Safra,PA,Producao,2020,2,0.25,572.2809406060607,143.07023515151516
Milho 1 Safra,PA,Producao,2020,3,0.25,572.2809406060607,143.07023515151516
Milho 1 Safra,PA,Producao,2020,4,0.25,572.2809406060607,143.07023515151516
Milho 1 Safra,PA,Producao,2020,5,0.25,572.2809406060607,143.07023515151516
Milho 1 Safra,PA,Producao,2020,6,0.0,572.2809406060607,0.0
Milho 1 Safra,PA,Producao,2020,7,0.0,572.2809406060607,0.0
Milho 1 Safra,PA,Producao,2020,8,0.0,572.2809406060607,0.0
Milho 1 Safra,PA,Producao,2020,9,0.0,572.2809406060607,0.0
Milho 1 Safra,PA,Producao,2020,10,0.0,572.2809406060607,0.0
Milho 1 Safra,PA,Producao,2020,11,0.0,572.2809406060607,0.0
Milho 1 Safra,PA,Producao,2020,12,0.0,572.2809406060607,0.0
Milho 1 Safra,PB,Producao,2020,1,0.0,61.6,0.0
Milho 1 Safra,PB,Producao,2020,2,0.25,61.6,15.4
Milho 1 Safra,PB,Producao,2020,3,0.25,61.6,15.4
Milho 1 Safra,PB,Producao,2020,4,0.25,61.6,15.4
Milho 1 Safra,PB,Producao,2020,5,0.25,61.6,15.4
Milho 1 Safra,PB,Producao,2020,6,0.0,61.6,0.0
Milho 1 Safra,PB,Producao,2020,7,0.0,61.6,0.0
Milho 1 Safra,PB,Producao,2020,8,0.0,61.6,0.0
Milho 1 Safra,PB,Producao,2020,9,0.0,61.6,0.0
Milho 1 Safra,PB,Producao,2020,10,0.0,61.6,0.0
Milho 1 Safra,PB,Producao,2020,11,0.0,61.6,0.0
Milho 1 Safra,PB,Producao,2020,12,0.0,61.6,0.0
Milho 1 Safra,PE,Producao,2020,1,0.0,54.4,0.0
Milho 1 Safra,PE,Producao,2020,2,0.25,54.4,13.6
Milho 1 Safra,PE,Producao,2020,3,0.25,54.4,13.6
Milho 1 Safra,PE,Producao,2020,4,0.25,54.4,13.6
Milho 1 Safra,PE,Producao,2020,5,0.25,54.4,13.6
Milho 1 Safra,PE,Producao,2020,6,0.0,54.4,0.0
Milho 1 Safra,PE,Producao,2020,7,0.0,54.4,0.0
Milho 1 Safra,PE,Producao,2020,8,0.0,54.4,0.0
Milho 1 Safra,PE,Producao,2020,9,0.0,54.4,0.0
Milho 1 Safra,PE,Producao,2020,10,0.0,54.4,0.0
Milho 1 Safra,PE,Producao,2020,11,0.0,54.4,0.0
Milho 1 Safra,PE,Producao,2020,12,0.0,54.4,0.0
Milho 1 Safra,PI,Producao,2020,1,0.0,1182.5746624242431,0.0
Milho 1 Safra,PI,Producao,2020,2,0.25,1182.5746624242431,295.6436656060608
Milho 1 Safra,PI,Producao,2020,3,0.25,1182.5746624242431,295.6436656060608
Milho 1 Safra,PI,Producao,2020,4,0.25,1182.5746624242431,295.6436656060608
Milho 1 Safra,PI,Producao,2020,5,0.25,1182.5746624242431,295.6436656060608
Milho 1 Safra,PI,Producao,2020,6,0.0,1182.5746624242431,0.0
Milho 1 Safra,PI,Producao,2020,7,0.0,1182.5746624242431,0.0
Milho 1 Safra,PI,Producao,2020,8,0.0,1182.5746624242431,0.0
Milho 1 Safra,PI,Producao,2020,9,0.0,1182.5746624242431,0.0
Milho 1 Safra,PI,Producao,2020,10,0.0,1182.5746624242431,0.0
Milho 1 Safra,PI,Producao,2020,11,0.0,1182.5746624242431,0.0
Milho 1 Safra,PI,Producao,2020,12,0.0,1182.5746624242431,0.0
Milho 1 Safra,RJ,Producao,2020,1,0.0,2.689395636363636,0.0
Milho 1 Safra,RJ,Producao,2020,2,0.25,2.689395636363636,0.672348909090909
Milho 1 Safra,RJ,Producao,2020,3,0.25,2.689395636363636,0.672348909090909
Milho 1 Safra,RJ,Producao,2020,4,0.25,2.689395636363636,0.672348909090909
Milho 1 Safra,RJ,Producao,2020,5,0.25,2.689395636363636,0.672348909090909
Milho 1 Safra,RJ,Producao,2020,6,0.0,2.689395636363636,0.0
Milho 1 Safra,RJ,Producao,2020,7,0.0,2.689395636363636,0.0
Milho 1 Safra,RJ,Producao,2020,8,0.0,2.689395636363636,0.0
Milho 1 Safra,RJ,Producao,2020,9,0.0,2.689395636363636,0.0
Milho 1 Safra,RJ,Producao,2020,10,0.0,2.689395636363636,0.0
Milho 1 Safra,RJ,Producao,2020,11,0.0,2.689395636363636,0.0
