Produto,UF,Type,Years,Month,Percentage,Yearly_value,Cumulative_Prod,Monthly_Value
Milho 1 Safra,PR,Area Plantada,2015,10,0.9511745707501851,414.1,393.8813897476516,140.95691748593418
Milho 1 Safra,PR,Area Plantada,2015,11,1.0,414.1,414.1,20.218610252348405
Milho 1 Safra,PR,Area Plantada,2015,12,1.0,414.1,414.1,0.0
Milho 1 Safra,PR,Area Plantada,2016,1,1.0,507.7,428.670031598204,79.0299684017961
Milho 1 Safra,PR,Area Plantada,2016,2,0.0,507.7,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2016,3,0.0,507.7,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2016,4,0.0,507.7,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2016,5,0.0,507.7,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2016,6,0.0,507.7,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2016,7,0.0,507.7,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2016,8,0.03583978717818759,507.7,15.363442702146582,15.363442702146582
Milho 1 Safra,PR,Area Plantada,2016,9,0.5968903757909417,507.7,255.86901625096687,240.50557354882028
Milho 1 Safra,PR,Area Plantada,2016,10,0.9809871351131656,507.7,420.51978620639227,164.65076995542537
Milho 1 Safra,PR,Area Plantada,2016,11,1.0,507.7,428.670031598204,8.150245391811739
Milho 1 Safra,PR,Area Plantada,2016,12,1.0,507.7,428.670031598204,0.0
Milho 1 Safra,PR,Area Plantada,2017,1,1.0,330.0,330.0,0.0
Milho 1 Safra,PR,Area Plantada,2017,2,0.0,330.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2017,3,0.0,330.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2017,4,0.0,330.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2017,5,0.0,330.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2017,6,0.0,330.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2017,7,0.0,330.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2017,8,0.0288324535141938,330.0,9.514709659683954,9.514709659683954
Milho 1 Safra,PR,Area Plantada,2017,9,0.2754683636817796,330.0,90.90456001498724,81.3898503553033
Milho 1 Safra,PR,Area Plantada,2017,10,0.9597842474432268,330.0,316.72880165626486,225.82424164127758
Milho 1 Safra,PR,Area Plantada,2017,11,1.0,330.0,330.0,13.271198343735135
Milho 1 Safra,PR,Area Plantada,2017,12,1.0,330.0,330.0,0.0
Milho 1 Safra,PR,Area Plantada,2018,1,0.0,352.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2018,2,0.0,352.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2018,3,0.0,352.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2018,4,0.0,352.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2018,5,0.0,352.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2018,6,0.0,352.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2018,7,0.0,352.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2018,8,0.0,352.0,0.0,0.0
Milho 1 Safra,PR,Area Plantada,2018,9,0.6725848715274477,352.0,236.7498747776616,236.7498747776616
Milho 1 Safra,PR,Area Plantada,2018,10,0.94308766788288,352.0,331.96685909477384,95.21698431711218
Milho 1 Safra,PR,Area Plantada,2018,11,1.0,352.0,352.0,20.03314090522622
Milho 1 Safra,PR,Area Plantada,2018,12,1.0,352.0,352.0,0.0
Milho 1 Safra,PR,Producao,2012,1,0.0,6578.9433,0.0,0.0
Milho 1 Safra,PR,Producao,2012,2,0.27833296684924985,6578.9433,1831.1368074219947,1831.1368074219947
Milho 1 Safra,PR,Producao,2012,3,0.7290419349683421,6578.9433,4796.32555347901,2965.188746057016
Milho 1 Safra,PR,Producao,2012,4,1.0,6578.9433,6578.9433,1782.6177465209894
Milho 1 Safra,PR,Producao,2012,5,1.0,6578.9433,6578.9433,0.0
Milho 1 Safra,PR,Producao,2012,6,0.0,6578.9433,0.0,0.0
Milho 1 Safra,PR,Producao,2012,7,0.0,6578.9433,0.0,0.0
Milho 1 Safra,PR,Producao,2012,8,0.0,6578.9433,0.0,0.0
Milho 1 Safra,PR,Producao,2012,9,0.0,6578.9433,0.0,0.0
Milho 1 Safra,PR,Producao,2012,10,0.0,6578.9433,0.0,0.0
Milho 1 Safra,PR,Producao,2012,11,0.0,6578.9433,0.0,0.0
Milho 1 Safra,PR,Producao,2012,12,0.0,6578.9433,0.0,0.0
Milho 1 Safra,PR,Producao,2013,1,0.06093315930461023,7156.515,436.06906856083276,436.06906856083276
Milho 1 Safra,PR,Producao,2013,2,0.42662506989735377,7156.515,3053.148712096461,2617.079643535628
Milho 1 Safra,PR,Producao,2013,3,0.9602311876763124,7156.515,6871.908898073345,3818.7601859768843
Milho 1 Safra,PR,Producao,2013,4,1.0,7156.515,7156.515,284.6061019266554
Milho 1 Safra,PR,Producao,2013,5,1.0,7156.515,7156.515,0.0
Milho 1 Safra,PR,Producao,2013,6,0.0,7156.515,0.0,0.0
Milho 1 Safra,PR,Producao,2013,7,0.0,7156.515,0.0,0.0
Milho 1 Safra,PR,Producao,2013,8,0.0,7156.515,0.0,0.0
Milho 1 Safra,PR,Producao,2013,9,0.0,7156.515,0.0,0.0
Milho 1 Safra,PR,Producao,2013,10,0.0,7156.515,0.0,0.0
Milho 1 Safra,PR,Producao,2013,11,0.0,7156.515,0.0,0.0
Milho 1 Safra,PR,Producao,2013,12,0.0,7156.515,0.0,0.0
Milho 1 Safra,PR,Producao,2014,1,0.03186653725864204,5425.371200000001,172.8877934867635,172.8877934867635
Milho 1 Safra,PR,Producao,2014,2,0.5363340074185089,5425.371200000001,2909.8110774289653,2736.923283942202
Milho 1 Safra,PR,Producao,2014,3,0.9425805572607548,5425.371200000001,5113.849409042452,2204.0383316134858
Milho 1 Safra,PR,Producao,2014,4,1.0,5425.371200000001,5425.371200000002,311.5217909575504
Milho 1 Safra,PR,Producao,2014,5,1.0,5425.371200000001,5425.371200000002,0.0
Milho 1 Safra,PR,Producao,2014,6,1.0,5425.371200000001,5425.371200000002,0.0
Milho 1 Safra,PR,Producao,2014,7,0.0,5425.371200000001,0.0,0.0
Milho 1 Safra,PR,Producao,2014,8,0.0,5425.371200000001,0.0,0.0
Milho 1 Safra,PR,Producao,2014,9,0.0,5425.371200000001,0.0,0.0
Milho 1 Safra,PR,Producao,2014,10,0.0,5425.371200000001,0.0,0.0
Milho 1 Safra,PR,Producao,2014,11,0.0,5425.371200000001,0.0,0.0
Milho 1 Safra,PR,Producao,2014,12,0.0,5425.371200000001,0.0,0.0
Milho 1 Safra,PR,Producao,2015,1,0.04476862253339603,4683.4025,209.66947869446332,209.66947869446332
Milho 1 Safra,PR,Producao,2015,2,0.3082886856770162,4683.4025,1443.840001221452,1234.1705225269886
Milho 1 Safra,PR,Producao,2015,3,0.7735060821570585,4683.4025,3622.640318939573,2178.8003177181213
Milho 1 Safra,PR,Producao,2015,4,1.0,4683.4025,4683.4025,1060.7621810604269
Milho 1 Safra,PR,Producao,2015,5,1.0,4683.4025,4683.4025,0.0
Milho 1 Safra,PR,Producao,2015,6,1.0,4683.4025,4683.4025,0.0
Milho 1 Safra,PR,Producao,2015,7,0.0,4683.4025,0.0,0.0
Milho 1 Safra,PR,Producao,2015,8,0.0,4683.4025,0.0,0.0
Milho 1 Safra,PR,Producao,2015,9,0.0,4683.4025,0.0,0.0
Milho 1 Safra,PR,Producao,2015,10,0.0,4683.4025,0.0,0.0
Milho 1 Safra,PR,Producao,2015,11,0.0,4683.4025,0.0,0.0
Milho 1 Safra,PR,Producao,2015,12,0.0,4683.4025,0.0,0.0
Milho 1 Safra,PR,Producao,2016,1,0.06533341318589185,3293.337300000001,215.1649665814096,215.1649665814096
Milho 1 Safra,PR,Producao,2016,2,0.4555676231414234,3293.337300000001,1500.3378459639935,1285.1728793825837
Milho 1 Safra,PR,Producao,2016,3,0.9297526169974096,3293.337300000001,3061.9889733301843,1561.6511273661908
Milho 1 Safra,PR,Producao,2016,4,1.0,3293.337300000001,3293.337300000002,231.3483266698168
Milho 1 Safra,PR,Producao,2016,5,1.0,3293.337300000001,3293.337300000002,0.0
Milho 1 Safra,PR,Producao,2016,6,1.0,3293.337300000001,3293.337300000002,0.0
Milho 1 Safra,PR,Producao,2016,7,0.0,3293.337300000001,0.0,0.0
Milho 1 Safra,PR,Producao,2016,8,0.0,3293.337300000001,0.0,0.0
Milho 1 Safra,PR,Producao,2016,9,0.0,3293.337300000001,0.0,0.0
Milho 1 Safra,PR,Producao,2016,10,0.0,3293.337300000001,0.0,0.0
Milho 1 Safra,PR,Producao,2016,11,0.0,3293.337300000001,0.0,0.0
Milho 1 Safra,PR,Producao,2016,12,0.0,3293.337300000001,0.0,0.0
Milho 1 Safra,PR,Producao,2017,1,0.017672572099786437,4692.671100000001,82.93156835533414,82.93156835533414
Milho 1 Safra,PR,Producao,2017,2,0.2682065895617072,4692.671100000001,1258.6053116657852,1175.673743310451
Milho 1 Safra,PR,Producao,2017,3,0.8629592229670212,4692.671100000001,4049.583806095797,2790.9784944300122
Milho 1 Safra,PR,Producao,2017,4,0.9917597578380669,4692.671100000001,4654.002353749696,604.4185476538993
Milho 1 Safra,PR,Producao,2017,5,1.0,4692.671100000001,4692.671100000001,38.66874625030414
Milho 1 Safra,PR,Producao,2017,6,1.0,4692.671100000001,4692.671100000001,0.0
Milho 1 Safra,PR,Producao,2017,7,0.0,4692.671100000001,0.0,0.0
Milho 1 Safra,PR,Producao,2017,8,0.0,4692.671100000001,0.0,0.0
Milho 1 Safra,PR,Producao,2017,9,0.0,4692.671100000001,0.0,0.0
Milho 1 Safra,PR,Producao,2017,10,0.0,4692.671100000001,0.0,0.0
Milho 1 Safra,PR,Producao,2017,11,0.0,4692.671100000001,0.0,0.0
Milho 1 Safra,PR,Producao,2017,12,0.0,4692.671100000001,0.0,0.0
Milho 1 Safra,PR,Producao,2018,1,0.028180449545343263,2886.84,81.54267270483201,81.54267270483201
Milho 1 Safra,PR,Producao,2018,2,0.1384686851679245,2886.84,400.671630747009,319.128958042177
Milho 1 Safra,PR,Producao,2018,3,0.5721590289202064,2886.84,1655.5937603225555,1254.9221295755465
Milho 1 Safra,PR,Producao,2018,4,0.9493955062646844,2886.84,2747.16153517048,1091.5677748479243
Milho 1 Safra,PR,Producao,2018,5,0.9976671878288584,2886.84,2886.8399999999997,139.6784648295202
Milho 1 Safra,PR,Producao,2018,6,0.9976671878288584,2886.84,2886.8399999999997,0.0
Milho 1 Safra,PR,Producao,2018,7,0.0,2886.84,0.0,0.0
Milho 1 Safra,PR,Producao,2018,8,0.0,2886.84,0.0,0.0
Milho 1 Safra,PR,Producao,2018,9,0.0,2886.84,0.0,0.0
Milho 1 Safra,PR,Producao,2018,10,0.0,2886.84,0.0,0.0
Milho 1 Safra,PR,Producao,2018,11,0.0,2886.84,0.0,0.0
Milho 1 Safra,PR,Producao,2018,12,0.0,2886.84,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2011,1,0.0,1113.5,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2011,2,0.0,1113.5,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2011,3,0.0,1113.5,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2011,4,0.0,1113.5,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2011,5,0.0,1113.5,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2011,6,0.0,1113.5,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2011,7,0.0,1113.5,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2011,8,0.0,1113.5,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2011,9,0.7231807518818768,1113.5,805.2617672204698,805.2617672204698
Milho 1 Safra,RS,Area Plantada,2011,10,0.9177725433030768,1113.5,1021.9397269679761,216.6779597475063
Milho 1 Safra,RS,Area Plantada,2011,11,1.0,1113.5,1113.5,91.56027303202393
Milho 1 Safra,RS,Area Plantada,2011,12,1.0,1113.5,1113.5,0.0
Milho 1 Safra,RS,Area Plantada,2012,1,0.0,1033.3,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2012,2,0.0,1033.3,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2012,3,0.0,1033.3,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2012,4,0.0,1033.3,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2012,5,0.0,1033.3,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2012,6,0.0,1033.3,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2012,7,0.0,1033.3,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2012,8,0.0,1033.3,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2012,9,0.7646914916677957,1033.3,790.1557183403332,790.1557183403332
Milho 1 Safra,RS,Area Plantada,2012,10,0.9409329991419412,1033.3,972.2660680133677,182.1103496730344
Milho 1 Safra,RS,Area Plantada,2012,11,1.0,1033.3,1033.3,61.0339319866323
Milho 1 Safra,RS,Area Plantada,2012,12,1.0,1033.3,1033.3,0.0
Milho 1 Safra,RS,Area Plantada,2013,1,0.0,1031.2,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2013,2,0.0,1031.2,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2013,3,0.0,1031.2,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2013,4,0.0,1031.2,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2013,5,0.0,1031.2,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2013,6,0.0,1031.2,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2013,7,0.0,1031.2,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2013,8,0.0,1031.2,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2013,9,0.6453569586181248,1031.2,665.4920957270103,665.4920957270103
Milho 1 Safra,RS,Area Plantada,2013,10,0.8928312714922799,1031.2,920.6876071628394,255.1955114358288
Milho 1 Safra,RS,Area Plantada,2013,11,1.0,1031.2,1031.2000000000003,110.51239283716097
Milho 1 Safra,RS,Area Plantada,2013,12,1.0,1031.2,1031.2000000000003,0.0
Milho 1 Safra,RS,Area Plantada,2014,1,0.0,941.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2014,2,0.0,941.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2014,3,0.0,941.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2014,4,0.0,941.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2014,5,0.0,941.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2014,6,0.0,941.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2014,7,0.0,941.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2014,8,0.0,941.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2014,9,0.7172240043285859,941.0,674.9077880731994,674.9077880731994
Milho 1 Safra,RS,Area Plantada,2014,10,0.9523693694564146,941.0,896.1795766584862,221.27178858528669
Milho 1 Safra,RS,Area Plantada,2014,11,1.0,941.0,941.0,44.8204233415139
Milho 1 Safra,RS,Area Plantada,2014,12,1.0,941.0,941.0,0.0
Milho 1 Safra,RS,Area Plantada,2015,1,0.0,823.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2015,2,0.0,823.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2015,3,0.0,823.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2015,4,0.0,823.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2015,5,0.0,823.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2015,6,0.0,823.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2015,7,0.0,823.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2015,8,0.0,823.0,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2015,9,0.7361228679326609,823.0,605.82912030858,605.82912030858
Milho 1 Safra,RS,Area Plantada,2015,10,0.9694460415221277,823.0,797.8540921727108,192.02497186413095
Milho 1 Safra,RS,Area Plantada,2015,11,1.0,823.0,822.9999999999999,25.145907827289072
Milho 1 Safra,RS,Area Plantada,2015,12,1.0,823.0,822.9999999999999,0.0
Milho 1 Safra,RS,Area Plantada,2016,1,1.0,804.9,804.9,0.0
Milho 1 Safra,RS,Area Plantada,2016,2,0.0,804.9,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2016,3,0.0,804.9,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2016,4,0.0,804.9,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2016,5,0.0,804.9,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2016,6,0.0,804.9,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2016,7,0.0,804.9,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2016,8,0.1393365561770521,804.9,112.15199406690924,112.15199406690924
Milho 1 Safra,RS,Area Plantada,2016,9,0.5834750717928928,804.9,469.6390852860994,357.48709121919023
Milho 1 Safra,RS,Area Plantada,2016,10,0.9808738667188932,804.9,789.5053753220373,319.8662900359378
Milho 1 Safra,RS,Area Plantada,2016,11,1.0,804.9,804.9,15.394624677962724
Milho 1 Safra,RS,Area Plantada,2016,12,1.0,804.9,804.9,0.0
Milho 1 Safra,RS,Area Plantada,2017,1,1.0,728.4,728.4,0.0
Milho 1 Safra,RS,Area Plantada,2017,2,0.0,728.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2017,3,0.0,728.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2017,4,0.0,728.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2017,5,0.0,728.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2017,6,0.0,728.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2017,7,0.0,728.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2017,8,0.16716578331348414,728.4,121.76355656554186,121.76355656554186
Milho 1 Safra,RS,Area Plantada,2017,9,0.7484326761709816,728.4,545.1583613229429,423.3948047574012
Milho 1 Safra,RS,Area Plantada,2017,10,0.9694314231989309,728.4,706.1338486581012,160.97548733515828
Milho 1 Safra,RS,Area Plantada,2017,11,1.0,728.4,728.4,22.266151341898645
Milho 1 Safra,RS,Area Plantada,2017,12,1.0,728.4,728.4,0.0
Milho 1 Safra,RS,Area Plantada,2018,1,0.0,754.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2018,2,0.0,754.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2018,3,0.0,754.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2018,4,0.0,754.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2018,5,0.0,754.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2018,6,0.0,754.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2018,7,0.0,754.4,0.0,0.0
Milho 1 Safra,RS,Area Plantada,2018,8,0.21684022519402585,754.4,163.5842658863731,163.5842658863731
Milho 1 Safra,RS,Area Plantada,2018,9,0.7551129650888236,754.4,569.6572208630085,406.07295497663546
Milho 1 Safra,RS,Area Plantada,2018,10,0.9861243646623816,754.4,743.9322207013008,174.27499983829216
Milho 1 Safra,RS,Area Plantada,2018,11,1.0,754.4,754.4,10.46777929869927
Milho 1 Safra,RS,Area Plantada,2018,12,1.0,754.4,754.4,0.0
Milho 1 Safra,RS,Producao,2012,1,0.0,3342.7269999999994,0.0,0.0
Milho 1 Safra,RS,Producao,2012,2,0.6442302140865945,3342.7269999999994,2153.4857308430396,2153.4857308430396
Milho 1 Safra,RS,Producao,2012,3,0.9719230370234472,3342.7269999999994,3248.873377780275,1095.3876469372356
Milho 1 Safra,RS,Producao,2012,4,1.0,3342.7269999999994,3342.726999999999,93.85362221972399
Milho 1 Safra,RS,Producao,2012,5,1.0,3342.7269999999994,3342.726999999999,0.0
Milho 1 Safra,RS,Producao,2012,6,0.0,3342.7269999999994,0.0,0.0
Milho 1 Safra,RS,Producao,2012,7,0.0,3342.7269999999994,0.0,0.0
Milho 1 Safra,RS,Producao,2012,8,0.0,3342.7269999999994,0.0,0.0
Milho 1 Safra,RS,Producao,2012,9,0.0,3342.7269999999994,0.0,0.0
Milho 1 Safra,RS,Producao,2012,10,0.0,3342.7269999999994,0.0,0.0
Milho 1 Safra,RS,Producao,2012,11,0.0,3342.7269999999994,0.0,0.0
Milho 1 Safra,RS,Producao,2012,12,0.0,3342.7269999999994,0.0,0.0
Milho 1 Safra,RS,Producao,2013,1,0.39098649234521066,5383.493,2104.8730446349955,2104.8730446349955
Milho 1 Safra,RS,Producao,2013,2,0.8168892020051484,5383.493,4397.717300770302,2292.8442561353068
Milho 1 Safra,RS,Producao,2013,3,0.9978549383552364,5383.493,5371.945075650847,974.2277748805446
Milho 1 Safra,RS,Producao,2013,4,1.0,5383.493,5383.493000000001,11.547924349153618
Milho 1 Safra,RS,Producao,2013,5,1.0,5383.493,5383.493000000001,0.0
Milho 1 Safra,RS,Producao,2013,6,0.0,5383.493,0.0,0.0
Milho 1 Safra,RS,Producao,2013,7,0.0,5383.493,0.0,0.0
Milho 1 Safra,RS,Producao,2013,8,0.0,5383.493,0.0,0.0
Milho 1 Safra,RS,Producao,2013,9,0.0,5383.493,0.0,0.0
Milho 1 Safra,RS,Producao,2013,10,0.0,5383.493,0.0,0.0
Milho 1 Safra,RS,Producao,2013,11,0.0,5383.493,0.0,0.0
Milho 1 Safra,RS,Producao,2013,12,0.0,5383.493,0.0,0.0
Milho 1 Safra,RS,Producao,2014,1,0.24556965380047316,5716.9728,1403.9150312827217,1403.9150312827217
Milho 1 Safra,RS,Producao,2014,2,0.6810798681206982,5716.9728,3893.7150806736186,2489.800049390897
Milho 1 Safra,RS,Producao,2014,3,1.0,5716.9728,5716.9728,1823.257719326381
Milho 1 Safra,RS,Producao,2014,4,1.0,5716.9728,5716.9728,0.0
Milho 1 Safra,RS,Producao,2014,5,1.0,5716.9728,5716.9728,0.0
Milho 1 Safra,RS,Producao,2014,6,1.0,5716.9728,5716.9728,0.0
Milho 1 Safra,RS,Producao,2014,7,0.0,5716.9728,0.0,0.0
Milho 1 Safra,RS,Producao,2014,8,0.0,5716.9728,0.0,0.0
Milho 1 Safra,RS,Producao,2014,9,0.0,5716.9728,0.0,0.0
Milho 1 Safra,RS,Producao,2014,10,0.0,5716.9728,0.0,0.0
Milho 1 Safra,RS,Producao,2014,11,0.0,5716.9728,0.0,0.0
Milho 1 Safra,RS,Producao,2014,12,0.0,5716.9728,0.0,0.0
Milho 1 Safra,RS,Producao,2015,1,0.15881804996921955,6172.96,980.3774697379936,980.3774697379936
Milho 1 Safra,RS,Producao,2015,2,0.4994030573054551,6172.96,3082.7950966242825,2102.4176268862884
Milho 1 Safra,RS,Producao,2015,3,0.8287671794209964,6172.96,5115.946647878634,2033.1515512543524
Milho 1 Safra,RS,Producao,2015,4,0.9761846847282074,6172.96,6025.949011439835,910.0023635612006
Milho 1 Safra,RS,Producao,2015,5,1.0,6172.96,6172.96,147.01098856016506
Milho 1 Safra,RS,Producao,2015,6,1.0,6172.96,6172.96,0.0
Milho 1 Safra,RS,Producao,2015,7,0.0,6172.96,0.0,0.0
Milho 1 Safra,RS,Producao,2015,8,0.0,6172.96,0.0,0.0
Milho 1 Safra,RS,Producao,2015,9,0.0,6172.96,0.0,0.0
Milho 1 Safra,RS,Producao,2015,10,0.0,6172.96,0.0,0.0
Milho 1 Safra,RS,Producao,2015,11,0.0,6172.96,0.0,0.0
Milho 1 Safra,RS,Producao,2015,12,0.0,6172.96,0.0,0.0
Milho 1 Safra,RS,Producao,2016,1,0.16557323396584595,5892.68,975.8064322643392,975.8064322643392
Milho 1 Safra,RS,Producao,2016,2,0.5193007749834803,5892.68,3060.5009298378795,2084.6944975735396
Milho 1 Safra,RS,Producao,2016,3,0.8359696318781756,5892.68,4926.789943190006,1866.289013352126
Milho 1 Safra,RS,Producao,2016,4,0.9374016460453344,5892.68,5524.579872703961,597.7899295139563
Milho 1 Safra,RS,Producao,2016,5,0.99621658300274,5892.68,5871.205908939364,346.62603623540343
Milho 1 Safra,RS,Producao,2016,6,0.9998602715313512,5892.68,5892.680000000001,21.47409106063622
Milho 1 Safra,RS,Producao,2016,7,0.0,5892.68,0.0,0.0
Milho 1 Safra,RS,Producao,2016,8,0.0,5892.68,0.0,0.0
Milho 1 Safra,RS,Producao,2016,9,0.0,5892.68,0.0,0.0
Milho 1 Safra,RS,Producao,2016,10,0.0,5892.68,0.0,0.0
Milho 1 Safra,RS,Producao,2016,11,0.0,5892.68,0.0,0.0
Milho 1 Safra,RS,Producao,2016,12,0.0,5892.68,0.0,0.0
Milho 1 Safra,RS,Producao,2017,1,0.1431194641285319,6036.75,863.976425077915,863.976425077915
Milho 1 Safra,RS,Producao,2017,2,0.4994867739261517,6036.75,3015.2767824986963,2151.300357420781
Milho 1 Safra,RS,Producao,2017,3,0.7915843141028845,6036.75,4778.5966081605875,1763.3198256618923
Milho 1 Safra,RS,Producao,2017,4,0.9102767937210464,6036.75,5495.113434495526,716.5168263349377
Milho 1 Safra,RS,Producao,2017,5,0.993559251393734,6036.75,5997.868810851124,502.755376355598
Milho 1 Safra,RS,Producao,2017,6,1.0,6036.75,6036.75,38.88118914887582
Milho 1 Safra,RS,Producao,2017,7,0.0,6036.75,0.0,0.0
Milho 1 Safra,RS,Producao,2017,8,0.0,6036.75,0.0,0.0
Milho 1 Safra,RS,Producao,2017,9,0.0,6036.75,0.0,0.0
Milho 1 Safra,RS,Producao,2017,10,0.0,6036.75,0.0,0.0
Milho 1 Safra,RS,Producao,2017,11,0.0,6036.75,0.0,0.0
Milho 1 Safra,RS,Producao,2017,12,0.0,6036.75,0.0,0.0
Milho 1 Safra,RS,Producao,2018,1,0.22194561647933891,4827.8352,1071.5168597246527,1071.5168597246527
Milho 1 Safra,RS,Producao,2018,2,0.5661226734221204,4827.8352,2733.1469702654176,1661.6301105407651
Milho 1 Safra,RS,Producao,2018,3,0.8075938406455202,4827.8352,3898.9299711716335,1165.7830009062159
Milho 1 Safra,RS,Producao,2018,4,0.932749131037648,4827.8352,4503.1590875929705,604.2291164213361
Milho 1 Safra,RS,Producao,2018,5,1.0,4827.8352,4827.8352,324.6761124070308
Milho 1 Safra,RS,Producao,2018,6,1.0,4827.8352,4827.8352,0.0
Milho 1 Safra,RS,Producao,2018,7,0.0,4827.8352,0.0,0.0
Milho 1 Safra,RS,Producao,2018,8,0.0,4827.8352,0.0,0.0
Milho 1 Safra,RS,Producao,2018,9,0.0,4827.8352,0.0,0.0
Milho 1 Safra,RS,Producao,2018,10,0.0,4827.8352,0.0,0.0
Milho 1 Safra,RS,Producao,2018,11,0.0,4827.8352,0.0,0.0
Milho 1 Safra,RS,Producao,2018,12,0.0,4827.8352,0.0,0.0
Milho 1 Safra,SC,Area Plantada,2011,1,0.0,536.7,0.0,0.0
Milho 1 Safra,SC,Area Plantada,2011,2,0.0,536.7,0.0,0.0
Milho 1 Safra,SC,Area Plantada,2011,3,0.0,536.7,0.0,0.0
Milho 1 Safra,SC,Area Plantada,2011,4,0.0,536.7,0.0,0.0
Milho 1 Safra,SC,Area Plantada,2011,5,0.0,536.7,0.0,0.0
Milho 1 Safra,SC,Area Plantada,2011,6,0.0,536.7,0.0,0.0
Milho 1 Safra,SC,Area Plantada,2011,7,0.0,536.7,0.0,0.0
Milho 1 Safra,SC,Area Plantada,2011,8,0.0,536.7,0.0,0.0
