Produto,Mês,Ano,Estado,UF,Microrregião,Produção Mín (Kt),Produção Med (Kt),Produção Max (Kt),Tipo,Tipo Ajustado,%Confiança
Soja,1,2016,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,2,2016,BAHIA,BA,BA_Outros,0.0,0.307,0.0,Real,Real/Calculada,0
Soja,3,2016,BAHIA,BA,BA_Outros,0.0,5.555,0.0,Real,Real/Calculada,0
Soja,4,2016,BAHIA,BA,BA_Outros,0.0,8.812000000000003,0.0,Real,Real/Calculada,0
Soja,5,2016,BAHIA,BA,BA_Outros,0.0,0.691,0.0,Real,Real/Calculada,0
Soja,6,2016,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2016,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2016,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2016,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2016,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2016,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2016,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2017,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,2,2017,BAHIA,BA,BA_Outros,0.0,0.636,0.0,Real,Real/Calculada,0
Soja,3,2017,BAHIA,BA,BA_Outros,0.0,3.956,0.0,Real,Real/Calculada,0
Soja,4,2017,BAHIA,BA,BA_Outros,0.0,6.401,0.0,Real,Real/Calculada,0
Soja,5,2017,BAHIA,BA,BA_Outros,0.0,0.934,0.0,Real,Real/Calculada,0
Soja,6,2017,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2017,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2017,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2017,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2017,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2017,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2017,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2018,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,2,2018,BAHIA,BA,BA_Outros,0.0,0.276,0.0,Real,Real/Calculada,0
Soja,3,2018,BAHIA,BA,BA_Outros,0.0,4.756,0.0,Real,Real/Calculada,0
Soja,4,2018,BAHIA,BA,BA_Outros,0.0,9.48,0.0,Real,Real/Calculada,0
Soja,5,2018,BAHIA,BA,BA_Outros,0.0,0.757,0.0,Real,Real/Calculada,0
Soja,6,2018,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2018,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2018,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2018,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2018,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2018,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2018,BAHIA,BA,BA_Outros,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2015,GOIÁS,GO,GO_Leste,0.0,278.407,0.0,Real,Real/Calculada,0
Soja,2,2015,GOIÁS,GO,GO_Leste,0.0,1240.79,0.0,Real,Real/Calculada,0
Soja,3,2015,GOIÁS,GO,GO_Leste,0.0,1110.078,0.0,Real,Real/Calculada,0
Soja,4,2015,GOIÁS,GO,GO_Leste,0.0,592.936,0.0,Real,Real/Calculada,0
Soja,5,2015,GOIÁS,GO,GO_Leste,0.0,75.012,0.0,Real,Real/Calculada,0
Soja,6,2015,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2015,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2015,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2015,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2015,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2015,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2015,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2016,GOIÁS,GO,GO_Leste,0.0,105.003,0.0,Real,Real/Calculada,0
Soja,2,2016,GOIÁS,GO,GO_Leste,0.0,1697.316,0.0,Real,Real/Calculada,0
Soja,3,2016,GOIÁS,GO,GO_Leste,0.0,1382.549,0.0,Real,Real/Calculada,0
Soja,4,2016,GOIÁS,GO,GO_Leste,0.0,521.1080000000002,0.0,Real,Real/Calculada,0
Soja,5,2016,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,6,2016,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2016,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2016,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2016,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2016,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2016,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2016,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2017,GOIÁS,GO,GO_Leste,0.0,372.226,0.0,Real,Real/Calculada,0
Soja,2,2017,GOIÁS,GO,GO_Leste,0.0,1975.361,0.0,Real,Real/Calculada,0
Soja,3,2017,GOIÁS,GO,GO_Leste,0.0,1148.525,0.0,Real,Real/Calculada,0
Soja,4,2017,GOIÁS,GO,GO_Leste,0.0,361.321,0.0,Real,Real/Calculada,0
Soja,5,2017,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,6,2017,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2017,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2017,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2017,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2017,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2017,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2017,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2018,GOIÁS,GO,GO_Leste,0.0,113.947,0.0,Real,Real/Calculada,0
Soja,2,2018,GOIÁS,GO,GO_Leste,0.0,1250.622,0.0,Real,Real/Calculada,0
Soja,3,2018,GOIÁS,GO,GO_Leste,0.0,2220.981,0.0,Real,Real/Calculada,0
Soja,4,2018,GOIÁS,GO,GO_Leste,0.0,636.9,0.0,Real,Real/Calculada,0
Soja,5,2018,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,6,2018,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2018,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2018,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2018,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2018,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2018,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2018,GOIÁS,GO,GO_Leste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2015,GOIÁS,GO,GO_Noroeste,0.0,55.039,0.0,Real,Real/Calculada,0
Soja,2,2015,GOIÁS,GO,GO_Noroeste,0.0,245.297,0.0,Real,Real/Calculada,0
Soja,3,2015,GOIÁS,GO,GO_Noroeste,0.0,219.456,0.0,Real,Real/Calculada,0
Soja,4,2015,GOIÁS,GO,GO_Noroeste,0.0,117.22,0.0,Real,Real/Calculada,0
Soja,5,2015,GOIÁS,GO,GO_Noroeste,0.0,14.829,0.0,Real,Real/Calculada,0
Soja,6,2015,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2015,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2015,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2015,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2015,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2015,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2015,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2016,GOIÁS,GO,GO_Noroeste,0.0,18.269,0.0,Real,Real/Calculada,0
Soja,2,2016,GOIÁS,GO,GO_Noroeste,0.0,295.308,0.0,Real,Real/Calculada,0
Soja,3,2016,GOIÁS,GO,GO_Noroeste,0.0,240.543,0.0,Real,Real/Calculada,0
Soja,4,2016,GOIÁS,GO,GO_Noroeste,0.0,90.665,0.0,Real,Real/Calculada,0
Soja,5,2016,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,6,2016,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2016,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2016,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2016,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2016,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2016,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2016,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2017,GOIÁS,GO,GO_Noroeste,0.0,74.15,0.0,Real,Real/Calculada,0
Soja,2,2017,GOIÁS,GO,GO_Noroeste,0.0,393.506,0.0,Real,Real/Calculada,0
Soja,3,2017,GOIÁS,GO,GO_Noroeste,0.0,228.794,0.0,Real,Real/Calculada,0
Soja,4,2017,GOIÁS,GO,GO_Noroeste,0.0,71.97800000000002,0.0,Real,Real/Calculada,0
Soja,5,2017,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,6,2017,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2017,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2017,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2017,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2017,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2017,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2017,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2018,GOIÁS,GO,GO_Noroeste,0.0,24.932,0.0,Real,Real/Calculada,0
Soja,2,2018,GOIÁS,GO,GO_Noroeste,0.0,273.638,0.0,Real,Real/Calculada,0
Soja,3,2018,GOIÁS,GO,GO_Noroeste,0.0,485.954,0.0,Real,Real/Calculada,0
Soja,4,2018,GOIÁS,GO,GO_Noroeste,0.0,139.355,0.0,Real,Real/Calculada,0
Soja,5,2018,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,6,2018,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2018,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2018,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2018,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2018,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2018,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2018,GOIÁS,GO,GO_Noroeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2015,GOIÁS,GO,GO_Sudoeste,0.0,394.825,0.0,Real,Real/Calculada,0
Soja,2,2015,GOIÁS,GO,GO_Sudoeste,0.0,1759.638,0.0,Real,Real/Calculada,0
Soja,3,2015,GOIÁS,GO,GO_Sudoeste,0.0,1574.267,0.0,Real,Real/Calculada,0
Soja,4,2015,GOIÁS,GO,GO_Sudoeste,0.0,840.878,0.0,Real,Real/Calculada,0
Soja,5,2015,GOIÁS,GO,GO_Sudoeste,0.0,106.378,0.0,Real,Real/Calculada,0
Soja,6,2015,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2015,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2015,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2015,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2015,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,11,2015,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,12,2015,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,1,2016,GOIÁS,GO,GO_Sudoeste,0.0,167.13099999999997,0.0,Real,Real/Calculada,0
Soja,2,2016,GOIÁS,GO,GO_Sudoeste,0.0,2701.595,0.0,Real,Real/Calculada,0
Soja,3,2016,GOIÁS,GO,GO_Sudoeste,0.0,2200.584,0.0,Real,Real/Calculada,0
Soja,4,2016,GOIÁS,GO,GO_Sudoeste,0.0,829.44,0.0,Real,Real/Calculada,0
Soja,5,2016,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,6,2016,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,7,2016,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,8,2016,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,9,2016,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
Soja,10,2016,GOIÁS,GO,GO_Sudoeste,0.0,0.0,0.0,Real,Real/Calculada,0
