Ano,Mes,UF,Produto,Plantation,Lag1_Plantation,Lag2_Plantation,Lag3_Plantation,Lag4_Plantation
2012,3,MG,Soja,0.0,0.0,0.0,0.0,0.0
2012,4,MG,Soja,0.0,0.0,0.0,0.0,0.0
2012,5,MG,Soja,0.0,0.0,0.0,0.0,0.0
2012,6,MG,Soja,0.0,0.0,0.0,0.0,0.0
2012,7,MG,Soja,0.0,0.0,0.0,0.0,0.0
2012,8,MG,Soja,0.0,0.0,0.0,0.0,0.0
2012,9,MG,Soja,0.0,0.0,0.0,0.0,0.0
2012,10,MG,Soja,264.1378588177129,0.0,0.0,0.0,0.0
2012,11,MG,Soja,546.9242823645743,264.1378588177129,0.0,0.0,0.0
2012,12,MG,Soja,212.93785881771282,546.9242823645743,264.1378588177129,0.0,0.0
2013,1,MG,Soja,97.20000000000005,212.93785881771282,546.9242823645743,264.1378588177129,0.0
2013,2,MG,Soja,0.0,97.20000000000005,212.93785881771282,546.9242823645743,264.1378588177129
2013,3,MG,Soja,0.0,0.0,97.20000000000005,212.93785881771282,546.9242823645743
2013,4,MG,Soja,0.0,0.0,0.0,97.20000000000005,212.93785881771282
2013,5,MG,Soja,0.0,0.0,0.0,0.0,97.20000000000005
2013,6,MG,Soja,0.0,0.0,0.0,0.0,0.0
2013,7,MG,Soja,0.0,0.0,0.0,0.0,0.0
2013,8,MG,Soja,0.0,0.0,0.0,0.0,0.0
2013,9,MG,Soja,0.0,0.0,0.0,0.0,0.0
2013,10,MG,Soja,200.28152961273437,0.0,0.0,0.0,0.0
2013,11,MG,Soja,439.95332317771476,200.28152961273437,0.0,0.0,0.0
2013,12,MG,Soja,480.9651472095509,439.95332317771476,200.28152961273437,0.0,0.0
2014,1,MG,Soja,0.0,480.9651472095509,439.95332317771476,200.28152961273437,0.0
2014,2,MG,Soja,0.0,0.0,480.9651472095509,439.95332317771476,200.28152961273437
2014,3,MG,Soja,0.0,0.0,0.0,480.9651472095509,439.95332317771476
2014,4,MG,Soja,0.0,0.0,0.0,0.0,480.9651472095509
2014,5,MG,Soja,0.0,0.0,0.0,0.0,0.0
2014,6,MG,Soja,0.0,0.0,0.0,0.0,0.0
2014,7,MG,Soja,0.0,0.0,0.0,0.0,0.0
2014,8,MG,Soja,0.0,0.0,0.0,0.0,0.0
2014,9,MG,Soja,0.0,0.0,0.0,0.0,0.0
2014,10,MG,Soja,273.6749475690319,0.0,0.0,0.0,0.0
2014,11,MG,Soja,677.1031323952955,273.6749475690319,0.0,0.0,0.0
2014,12,MG,Soja,287.42192003567266,677.1031323952955,273.6749475690319,0.0,0.0
2015,1,MG,Soja,0.0,287.42192003567266,677.1031323952955,273.6749475690319,0.0
2015,2,MG,Soja,0.0,0.0,287.42192003567266,677.1031323952955,273.6749475690319
2015,3,MG,Soja,0.0,0.0,0.0,287.42192003567266,677.1031323952955
2015,4,MG,Soja,0.0,0.0,0.0,0.0,287.42192003567266
2015,5,MG,Soja,0.0,0.0,0.0,0.0,0.0
2015,6,MG,Soja,0.0,0.0,0.0,0.0,0.0
2015,7,MG,Soja,0.0,0.0,0.0,0.0,0.0
2015,8,MG,Soja,0.0,0.0,0.0,0.0,0.0
2015,9,MG,Soja,0.0,0.0,0.0,0.0,0.0
2015,10,MG,Soja,70.77564348347283,0.0,0.0,0.0,0.0
2015,11,MG,Soja,1013.5674779674564,70.77564348347283,0.0,0.0,0.0
2015,12,MG,Soja,235.05687854907092,1013.5674779674564,70.77564348347283,0.0,0.0
2016,1,MG,Soja,149.89999999999986,235.05687854907092,1013.5674779674564,70.77564348347283,0.0
2016,2,MG,Soja,0.0,149.89999999999986,235.05687854907092,1013.5674779674564,70.77564348347283
2016,3,MG,Soja,0.0,0.0,149.89999999999986,235.05687854907092,1013.5674779674564
2016,4,MG,Soja,0.0,0.0,0.0,149.89999999999986,235.05687854907092
2016,5,MG,Soja,0.0,0.0,0.0,0.0,149.89999999999986
2016,6,MG,Soja,0.0,0.0,0.0,0.0,0.0
2016,7,MG,Soja,0.0,0.0,0.0,0.0,0.0
2016,8,MG,Soja,0.0,0.0,0.0,0.0,0.0
2016,9,MG,Soja,0.0,0.0,0.0,0.0,0.0
2016,10,MG,Soja,113.0635848692154,0.0,0.0,0.0,0.0
2016,11,MG,Soja,899.34860544875,113.0635848692154,0.0,0.0,0.0
2016,12,MG,Soja,412.02632959103084,899.34860544875,113.0635848692154,0.0,0.0
2017,1,MG,Soja,31.66148009100357,412.02632959103084,899.34860544875,113.0635848692154,0.0
2017,2,MG,Soja,0.0,31.66148009100357,412.02632959103084,899.34860544875,113.0635848692154
2017,3,MG,Soja,0.0,0.0,31.66148009100357,412.02632959103084,899.34860544875
2017,4,MG,Soja,0.0,0.0,0.0,31.66148009100357,412.02632959103084
2017,5,MG,Soja,0.0,0.0,0.0,0.0,31.66148009100357
2017,6,MG,Soja,0.0,0.0,0.0,0.0,0.0
2017,7,MG,Soja,0.0,0.0,0.0,0.0,0.0
2017,8,MG,Soja,0.0,0.0,0.0,0.0,0.0
2017,9,MG,Soja,6.255812201928128,0.0,0.0,0.0,0.0
2017,10,MG,Soja,323.33853077117266,6.255812201928128,0.0,0.0,0.0
2017,11,MG,Soja,1013.6361629339976,323.33853077117266,6.255812201928128,0.0,0.0
2017,12,MG,Soja,112.8694940929015,1013.6361629339976,323.33853077117266,6.255812201928128,0.0
2018,1,MG,Soja,52.40000000000009,112.8694940929015,1013.6361629339976,323.33853077117266,6.255812201928128
2018,2,MG,Soja,0.0,52.40000000000009,112.8694940929015,1013.6361629339976,323.33853077117266
2018,3,MG,Soja,0.0,0.0,52.40000000000009,112.8694940929015,1013.6361629339976
2018,4,MG,Soja,0.0,0.0,0.0,52.40000000000009,112.8694940929015
2018,5,MG,Soja,0.0,0.0,0.0,0.0,52.40000000000009
2018,6,MG,Soja,0.0,0.0,0.0,0.0,0.0
2018,7,MG,Soja,0.0,0.0,0.0,0.0,0.0
