"Year","Point.Forecast","Lo.70","Hi.70","Lo.75","Hi.75","Lo.80","Hi.80","Lo.85","Hi.85","Lo.90","Hi.90","Lo.95","Hi.95"
"Apr 2019",122.124041278307,51.5310359374697,281.046297132244,46.7168999867678,307.721013506265,41.6790247126061,341.541316441281,36.2611602174948,387.154469238257,30.1505409084273,455.527116453413,22.4899376693014,584.35952209505
"May 2019",0.319159418082432,0,7.41878398780243,0,8.6390538541122,0,10.1951699344862,0,12.3082585137914,0,15.503052321015,0,21.5981035214018
"Jun 2019",0.159359981014942,0,7.18930395807929,0,8.404849402207,0,9.95721175118201,0,12.0688518169066,0,15.2684195205281,0,21.391825719643
"Jul 2019",0.0849510483183882,0,7.04956273104253,0,8.255686918299,0,9.79660471353091,0,11.8936211049188,0,15.0728341269767,0,21.1622750795959
"Aug 2019",0,0,6.29453382029373,0,7.42550768827404,0,8.87055944585575,0,10.8373450164422,0,13.8195630793992,0,19.5329088527775
"Sep 2019",0.097973371643788,0,7.09356772018445,0,8.30568120166955,0,9.85444612896117,0,11.9624556747989,0,15.158935084118,0,21.2831091138076
"Oct 2019",0,0,6.68114003362004,0,7.8516086017732,0,9.34717249394914,0,11.3827871730111,0,14.4695223084868,0,20.3835235722195
"Nov 2019",0,0,5.4696948047869,0,6.51760919587419,0,7.85658215462153,0,9.67906453163557,0,12.4426207187215,0,17.7374509143464
"Dec 2019",1.64456375275962,0,10.8117124487668,0,12.4001465344468,0,14.4297696761652,0,17.1923008095718,0,21.3813209639469,0,29.4072743308247
