Year,Month,Estado,UF,Tonnes
2015,1,RIO GRANDE DO SUL,RS,320374.527
2015,1,RONDÔNIA,RO,180.0
2015,1,SANTA CATARINA,SC,2674.765
2015,1,SÃO PAULO,SP,25953.416
2015,2,BAHIA,BA,48835.42
2015,2,GOIÁS,GO,41162.176
2015,2,MATO GROSSO,MT,261244.407
2015,2,MATO GROSSO DO SUL,MS,12662.726999999999
2015,2,MINAS GERAIS,MG,11724.805
2015,2,PARANÁ,PR,145676.973
2015,2,PIAUÍ,PI,11474.83
2015,2,RIO GRANDE DO SUL,RS,124843.192
2015,2,RONDÔNIA,RO,87.0
2015,2,SANTA CATARINA,SC,633.85
2015,2,SÃO PAULO,SP,27160.962
2015,3,BAHIA,BA,57360.037
2015,3,GOIÁS,GO,129622.90000000001
2015,3,MATO GROSSO,MT,510787.496
2015,3,MATO GROSSO DO SUL,MS,45805.985
2015,3,MINAS GERAIS,MG,14489.474
2015,3,PARANÁ,PR,353810.915
2015,3,PIAUÍ,PI,128.645
2015,3,RIO GRANDE DO SUL,RS,135942.16
2015,3,RIO DE JANEIRO,RJ,5598.408
2015,3,RONDÔNIA,RO,322.8
2015,3,SANTA CATARINA,SC,17950.318
2015,3,SÃO PAULO,SP,63672.674
2015,4,BAHIA,BA,59027.128
2015,4,GOIÁS,GO,82157.909
2015,4,MATO GROSSO,MT,329496.26999999996
2015,4,MATO GROSSO DO SUL,MS,22080.701
2015,4,MINAS GERAIS,MG,7602.455
2015,4,PARANÁ,PR,334586.551
2015,4,RIO GRANDE DO SUL,RS,254374.281
2015,4,SANTA CATARINA,SC,3944.693
2015,4,SÃO PAULO,SP,104366.10100000001
2015,5,BAHIA,BA,96563.074
2015,5,GOIÁS,GO,112882.502
2015,5,MATO GROSSO,MT,627687.0
2015,5,MATO GROSSO DO SUL,MS,74095.865
2015,5,MINAS GERAIS,MG,23687.286
2015,5,PARANÁ,PR,300222.314
2015,5,RIO GRANDE DO SUL,RS,263797.816
2015,5,RONDÔNIA,RO,249.0
2015,5,SANTA CATARINA,SC,13129.219
2015,5,SÃO PAULO,SP,76636.852
2015,6,BAHIA,BA,59084.374
2015,6,GOIÁS,GO,218634.74
2015,6,MATO GROSSO,MT,446887.455
2015,6,MATO GROSSO DO SUL,MS,90079.938
2015,6,MINAS GERAIS,MG,45226.371999999996
2015,6,PARANÁ,PR,406119.04600000003
2015,6,PARÁ,PA,28.1
2015,6,RIO GRANDE DO SUL,RS,245044.14500000002
2015,6,RONDÔNIA,RO,173.9
2015,6,SANTA CATARINA,SC,10834.284
2015,6,SÃO PAULO,SP,100656.11
2015,7,BAHIA,BA,93519.324
2015,7,GOIÁS,GO,139820.962
2015,7,MARANHÃO,MA,31.08
