Year,Month,Estado,UF,Tonnes
2013,12,RIO GRANDE DO NORTE,RN,0.0
2014,1,RIO GRANDE DO NORTE,RN,0.0
2014,2,RIO GRANDE DO NORTE,RN,0.0
2014,3,RIO GRANDE DO NORTE,RN,0.0
2014,4,RIO GRANDE DO NORTE,RN,0.0
2014,5,RIO GRANDE DO NORTE,RN,0.0
2014,6,RIO GRANDE DO NORTE,RN,0.0
2014,7,RIO GRANDE DO NORTE,RN,0.0
2014,8,RIO GRANDE DO NORTE,RN,0.0
2014,9,RIO GRANDE DO NORTE,RN,0.0
2014,10,RIO GRANDE DO NORTE,RN,0.0
2014,11,RIO GRANDE DO NORTE,RN,0.0
2014,12,RIO GRANDE DO NORTE,RN,0.0
2015,1,RIO GRANDE DO NORTE,RN,0.0
2015,2,RIO GRANDE DO NORTE,RN,0.0
2015,3,RIO GRANDE DO NORTE,RN,0.0
2015,4,RIO GRANDE DO NORTE,RN,0.0
2015,5,RIO GRANDE DO NORTE,RN,0.0
2015,6,RIO GRANDE DO NORTE,RN,0.0
2015,7,RIO GRANDE DO NORTE,RN,0.0
2015,8,RIO GRANDE DO NORTE,RN,0.0
2015,9,RIO GRANDE DO NORTE,RN,0.0
2015,10,RIO GRANDE DO NORTE,RN,0.0
2015,11,RIO GRANDE DO NORTE,RN,0.0
2015,12,RIO GRANDE DO NORTE,RN,0.0
2016,1,RIO GRANDE DO NORTE,RN,0.0
2016,2,RIO GRANDE DO NORTE,RN,0.0
2016,3,RIO GRANDE DO NORTE,RN,0.0
2016,4,RIO GRANDE DO NORTE,RN,0.0
2016,5,RIO GRANDE DO NORTE,RN,0.0
2016,6,RIO GRANDE DO NORTE,RN,0.0
2016,7,RIO GRANDE DO NORTE,RN,0.0
2016,8,RIO GRANDE DO NORTE,RN,0.0
2016,9,RIO GRANDE DO NORTE,RN,0.0
2016,10,RIO GRANDE DO NORTE,RN,0.0
2016,11,RIO GRANDE DO NORTE,RN,0.0
2016,12,RIO GRANDE DO NORTE,RN,0.0
2017,1,RIO GRANDE DO NORTE,RN,0.0
2017,2,RIO GRANDE DO NORTE,RN,0.0
2017,3,RIO GRANDE DO NORTE,RN,0.0
2017,4,RIO GRANDE DO NORTE,RN,0.0
2017,5,RIO GRANDE DO NORTE,RN,0.0
2017,6,RIO GRANDE DO NORTE,RN,0.0
2017,7,RIO GRANDE DO NORTE,RN,0.0
2017,8,RIO GRANDE DO NORTE,RN,0.0
2017,9,RIO GRANDE DO NORTE,RN,0.0
2017,10,RIO GRANDE DO NORTE,RN,0.0
2017,11,RIO GRANDE DO NORTE,RN,0.0
2017,12,RIO GRANDE DO NORTE,RN,0.0
2018,1,RIO GRANDE DO NORTE,RN,0.0
2018,2,RIO GRANDE DO NORTE,RN,0.0
2018,3,RIO GRANDE DO NORTE,RN,0.0
2018,4,RIO GRANDE DO NORTE,RN,0.0
2018,5,RIO GRANDE DO NORTE,RN,0.0
2018,6,RIO GRANDE DO NORTE,RN,0.0
2018,7,RIO GRANDE DO NORTE,RN,0.0
2018,8,RIO GRANDE DO NORTE,RN,0.0
2018,9,RIO GRANDE DO NORTE,RN,0.0
2018,10,RIO GRANDE DO NORTE,RN,0.0
2018,11,RIO GRANDE DO NORTE,RN,0.0
2018,12,RIO GRANDE DO NORTE,RN,0.0
2019,1,RIO GRANDE DO NORTE,RN,0.0
2019,2,RIO GRANDE DO NORTE,RN,0.0
2019,3,RIO GRANDE DO NORTE,RN,0.0
2019,4,RIO GRANDE DO NORTE,RN,0.0
2019,5,RIO GRANDE DO NORTE,RN,0.0
2019,6,RIO GRANDE DO NORTE,RN,0.0
2019,7,RIO GRANDE DO NORTE,RN,0.0
2019,8,RIO GRANDE DO NORTE,RN,0.0
2019,9,RIO GRANDE DO NORTE,RN,0.0
2019,10,RIO GRANDE DO NORTE,RN,0.0
2019,11,RIO GRANDE DO NORTE,RN,0.0
2019,12,RIO GRANDE DO NORTE,RN,0.0
2012,1,RONDÔNIA,RO,3.2513217574861056e-06
2012,2,RONDÔNIA,RO,0.0
2012,3,RONDÔNIA,RO,3.9015861089833263e-07
2012,4,RONDÔNIA,RO,0.0
2012,5,RONDÔNIA,RO,0.0
2012,6,RONDÔNIA,RO,0.0
2012,7,RONDÔNIA,RO,0.0
2012,8,RONDÔNIA,RO,0.0
2012,9,RONDÔNIA,RO,0.0
2012,10,RONDÔNIA,RO,0.0
2012,11,RONDÔNIA,RO,0.0
2012,12,RONDÔNIA,RO,0.0
2013,1,RONDÔNIA,RO,0.0
2013,2,RONDÔNIA,RO,0.0
2013,3,RONDÔNIA,RO,0.0
2013,4,RONDÔNIA,RO,2.601057405988884e-07
2013,5,RONDÔNIA,RO,0.0
2013,6,RONDÔNIA,RO,0.0001300528702994442
2013,7,RONDÔNIA,RO,0.0
2013,8,RONDÔNIA,RO,0.0
2013,9,RONDÔNIA,RO,0.0
2013,10,RONDÔNIA,RO,0.0
2013,11,RONDÔNIA,RO,0.0
2013,12,RONDÔNIA,RO,0.0
2014,1,RONDÔNIA,RO,0.0
2014,2,RONDÔNIA,RO,0.0
2014,3,RONDÔNIA,RO,0.0
2014,4,RONDÔNIA,RO,0.0
2014,5,RONDÔNIA,RO,0.0
2014,6,RONDÔNIA,RO,0.0
2014,7,RONDÔNIA,RO,0.0
2014,8,RONDÔNIA,RO,0.0
2014,9,RONDÔNIA,RO,0.0
2014,10,RONDÔNIA,RO,0.0001300528702994442
2014,11,RONDÔNIA,RO,0.0
2014,12,RONDÔNIA,RO,0.0
2015,1,RONDÔNIA,RO,0.0
2015,2,RONDÔNIA,RO,0.0
2015,3,RONDÔNIA,RO,0.0
2015,4,RONDÔNIA,RO,0.0
2015,5,RONDÔNIA,RO,0.0
2015,6,RONDÔNIA,RO,0.0
2015,7,RONDÔNIA,RO,0.0
2015,8,RONDÔNIA,RO,0.0
2015,9,RONDÔNIA,RO,0.0
2015,10,RONDÔNIA,RO,0.0
2015,11,RONDÔNIA,RO,0.0
2015,12,RONDÔNIA,RO,0.0
2016,1,RONDÔNIA,RO,0.0
2016,2,RONDÔNIA,RO,0.0
2016,3,RONDÔNIA,RO,0.0
2016,4,RONDÔNIA,RO,0.0
2016,5,RONDÔNIA,RO,0.0
2016,6,RONDÔNIA,RO,0.0
2016,7,RONDÔNIA,RO,0.0
2016,8,RONDÔNIA,RO,0.0
2016,9,RONDÔNIA,RO,0.0
2016,10,RONDÔNIA,RO,0.0
2016,11,RONDÔNIA,RO,0.0
2016,12,RONDÔNIA,RO,0.0
2017,1,RONDÔNIA,RO,0.0
2017,2,RONDÔNIA,RO,0.0
2017,3,RONDÔNIA,RO,0.0
2017,4,RONDÔNIA,RO,0.0
2017,5,RONDÔNIA,RO,0.0
2017,6,RONDÔNIA,RO,0.0
2017,7,RONDÔNIA,RO,0.0
2017,8,RONDÔNIA,RO,0.0
2017,9,RONDÔNIA,RO,0.0
2017,10,RONDÔNIA,RO,0.0
2017,11,RONDÔNIA,RO,0.0
2017,12,RONDÔNIA,RO,0.0
2018,1,RONDÔNIA,RO,0.0
2018,2,RONDÔNIA,RO,0.0
2018,3,RONDÔNIA,RO,0.0
2018,4,RONDÔNIA,RO,0.0
2018,5,RONDÔNIA,RO,0.0
2018,6,RONDÔNIA,RO,0.0
2018,7,RONDÔNIA,RO,0.0
2018,8,RONDÔNIA,RO,0.0
2018,9,RONDÔNIA,RO,0.0
2018,10,RONDÔNIA,RO,0.0
2018,11,RONDÔNIA,RO,0.0
2018,12,RONDÔNIA,RO,0.0
2019,1,RONDÔNIA,RO,0.0
2019,2,RONDÔNIA,RO,0.0
2019,3,RONDÔNIA,RO,0.0
2019,4,RONDÔNIA,RO,0.0
2019,5,RONDÔNIA,RO,0.0
2019,6,RONDÔNIA,RO,0.0
2019,7,RONDÔNIA,RO,0.0
2019,8,RONDÔNIA,RO,0.0
2019,9,RONDÔNIA,RO,0.0
2019,10,RONDÔNIA,RO,0.0
2019,11,RONDÔNIA,RO,0.0
2019,12,RONDÔNIA,RO,0.0
2012,1,RORAIMA,RR,0.0
2012,2,RORAIMA,RR,0.0
2012,3,RORAIMA,RR,0.0
2012,4,RORAIMA,RR,0.0
2012,5,RORAIMA,RR,0.0
2012,6,RORAIMA,RR,0.0
2012,7,RORAIMA,RR,0.0
2012,8,RORAIMA,RR,0.0
2012,9,RORAIMA,RR,0.0
2012,10,RORAIMA,RR,0.0
2012,11,RORAIMA,RR,0.0
2012,12,RORAIMA,RR,0.0
2013,1,RORAIMA,RR,0.0
2013,2,RORAIMA,RR,0.0
2013,3,RORAIMA,RR,0.0
2013,4,RORAIMA,RR,0.0
2013,5,RORAIMA,RR,0.0
2013,6,RORAIMA,RR,0.0
2013,7,RORAIMA,RR,0.0
2013,8,RORAIMA,RR,0.0
2013,9,RORAIMA,RR,0.0
2013,10,RORAIMA,RR,0.0
2013,11,RORAIMA,RR,0.0
2013,12,RORAIMA,RR,0.0
2014,1,RORAIMA,RR,0.0
2014,2,RORAIMA,RR,0.0
2014,3,RORAIMA,RR,0.0
2014,4,RORAIMA,RR,0.0
2014,5,RORAIMA,RR,0.0
2014,6,RORAIMA,RR,0.0
2014,7,RORAIMA,RR,0.0
2014,8,RORAIMA,RR,0.0
2014,9,RORAIMA,RR,0.0
2014,10,RORAIMA,RR,0.0
2014,11,RORAIMA,RR,0.0
2014,12,RORAIMA,RR,0.0
2015,1,RORAIMA,RR,0.0
2015,2,RORAIMA,RR,0.0
2015,3,RORAIMA,RR,0.0
2015,4,RORAIMA,RR,0.0
2015,5,RORAIMA,RR,0.0
2015,6,RORAIMA,RR,0.0
2015,7,RORAIMA,RR,0.0
2015,8,RORAIMA,RR,0.0
2015,9,RORAIMA,RR,0.0
2015,10,RORAIMA,RR,0.0
2015,11,RORAIMA,RR,0.0
2015,12,RORAIMA,RR,0.0
2016,1,RORAIMA,RR,0.0
2016,2,RORAIMA,RR,0.0
2016,3,RORAIMA,RR,0.0
2016,4,RORAIMA,RR,0.0
2016,5,RORAIMA,RR,0.0
2016,6,RORAIMA,RR,0.0
2016,7,RORAIMA,RR,0.0
2016,8,RORAIMA,RR,0.0
2016,9,RORAIMA,RR,0.0
2016,10,RORAIMA,RR,0.0
2016,11,RORAIMA,RR,0.0
2016,12,RORAIMA,RR,0.0
2017,1,RORAIMA,RR,0.0
2017,2,RORAIMA,RR,0.0
2017,3,RORAIMA,RR,0.0
2017,4,RORAIMA,RR,0.0
2017,5,RORAIMA,RR,0.0
2017,6,RORAIMA,RR,0.0
2017,7,RORAIMA,RR,0.0
2017,8,RORAIMA,RR,0.0
2017,9,RORAIMA,RR,0.0
2017,10,RORAIMA,RR,0.0
2017,11,RORAIMA,RR,0.0
2017,12,RORAIMA,RR,0.0
2018,1,RORAIMA,RR,0.0
2018,2,RORAIMA,RR,0.0
2018,3,RORAIMA,RR,0.0
2018,4,RORAIMA,RR,0.0
2018,5,RORAIMA,RR,0.0
2018,6,RORAIMA,RR,0.0
2018,7,RORAIMA,RR,0.0
2018,8,RORAIMA,RR,0.0
2018,9,RORAIMA,RR,0.0
2018,10,RORAIMA,RR,0.0
2018,11,RORAIMA,RR,0.0
2018,12,RORAIMA,RR,0.0
2019,1,RORAIMA,RR,0.0
2019,2,RORAIMA,RR,0.0
2019,3,RORAIMA,RR,0.0
2019,4,RORAIMA,RR,0.0
2019,5,RORAIMA,RR,0.0
2019,6,RORAIMA,RR,0.0
2019,7,RORAIMA,RR,0.0
2019,8,RORAIMA,RR,0.0
2019,9,RORAIMA,RR,0.0
2019,10,RORAIMA,RR,0.0
2019,11,RORAIMA,RR,0.0
2019,12,RORAIMA,RR,0.0
2012,1,RIO GRANDE DO SUL,RS,0.004539845349661265
2012,2,RIO GRANDE DO SUL,RS,0.0
2012,3,RIO GRANDE DO SUL,RS,0.0005447814419593519
2012,4,RIO GRANDE DO SUL,RS,0.0
2012,5,RIO GRANDE DO SUL,RS,0.0
2012,6,RIO GRANDE DO SUL,RS,0.0
2012,7,RIO GRANDE DO SUL,RS,0.0
2012,8,RIO GRANDE DO SUL,RS,0.0
2012,9,RIO GRANDE DO SUL,RS,0.0
2012,10,RIO GRANDE DO SUL,RS,0.0
2012,11,RIO GRANDE DO SUL,RS,0.0
2012,12,RIO GRANDE DO SUL,RS,0.0
2013,1,RIO GRANDE DO SUL,RS,0.0
2013,2,RIO GRANDE DO SUL,RS,0.0
2013,3,RIO GRANDE DO SUL,RS,0.0
2013,4,RIO GRANDE DO SUL,RS,0.0003631876279729012
2013,5,RIO GRANDE DO SUL,RS,0.0
2013,6,RIO GRANDE DO SUL,RS,0.1815938139864506
2013,7,RIO GRANDE DO SUL,RS,0.0
2013,8,RIO GRANDE DO SUL,RS,0.0
2013,9,RIO GRANDE DO SUL,RS,0.0
2013,10,RIO GRANDE DO SUL,RS,0.0
2013,11,RIO GRANDE DO SUL,RS,0.0
2013,12,RIO GRANDE DO SUL,RS,0.0
2014,1,RIO GRANDE DO SUL,RS,0.0
2014,2,RIO GRANDE DO SUL,RS,0.0
2014,3,RIO GRANDE DO SUL,RS,0.0
2014,4,RIO GRANDE DO SUL,RS,0.0
2014,5,RIO GRANDE DO SUL,RS,0.0
2014,6,RIO GRANDE DO SUL,RS,0.0
2014,7,RIO GRANDE DO SUL,RS,0.0
2014,8,RIO GRANDE DO SUL,RS,0.0
2014,9,RIO GRANDE DO SUL,RS,0.0
2014,10,RIO GRANDE DO SUL,RS,0.1815938139864506
2014,11,RIO GRANDE DO SUL,RS,0.0
2014,12,RIO GRANDE DO SUL,RS,0.0
2015,1,RIO GRANDE DO SUL,RS,0.0
2015,2,RIO GRANDE DO SUL,RS,0.0
2015,3,RIO GRANDE DO SUL,RS,0.0
2015,4,RIO GRANDE DO SUL,RS,0.0
2015,5,RIO GRANDE DO SUL,RS,0.0
2015,6,RIO GRANDE DO SUL,RS,0.0
2015,7,RIO GRANDE DO SUL,RS,0.0
2015,8,RIO GRANDE DO SUL,RS,0.0
2015,9,RIO GRANDE DO SUL,RS,0.0
2015,10,RIO GRANDE DO SUL,RS,0.0
2015,11,RIO GRANDE DO SUL,RS,0.0
2015,12,RIO GRANDE DO SUL,RS,0.0
2016,1,RIO GRANDE DO SUL,RS,0.0
2016,2,RIO GRANDE DO SUL,RS,0.0
2016,3,RIO GRANDE DO SUL,RS,0.0
2016,4,RIO GRANDE DO SUL,RS,0.0
2016,5,RIO GRANDE DO SUL,RS,0.0
2016,6,RIO GRANDE DO SUL,RS,0.0
2016,7,RIO GRANDE DO SUL,RS,0.0
2016,8,RIO GRANDE DO SUL,RS,0.0
2016,9,RIO GRANDE DO SUL,RS,0.0
2016,10,RIO GRANDE DO SUL,RS,0.0
2016,11,RIO GRANDE DO SUL,RS,0.0
2016,12,RIO GRANDE DO SUL,RS,0.0
2017,1,RIO GRANDE DO SUL,RS,0.0
2017,2,RIO GRANDE DO SUL,RS,0.0
2017,3,RIO GRANDE DO SUL,RS,0.0
2017,4,RIO GRANDE DO SUL,RS,0.0
2017,5,RIO GRANDE DO SUL,RS,0.0
2017,6,RIO GRANDE DO SUL,RS,0.0
2017,7,RIO GRANDE DO SUL,RS,0.0
2017,8,RIO GRANDE DO SUL,RS,0.0
2017,9,RIO GRANDE DO SUL,RS,0.0
2017,10,RIO GRANDE DO SUL,RS,45.299576929485184
2017,11,RIO GRANDE DO SUL,RS,0.0
2017,12,RIO GRANDE DO SUL,RS,0.0
2018,1,RIO GRANDE DO SUL,RS,0.0
2018,2,RIO GRANDE DO SUL,RS,0.0
2018,3,RIO GRANDE DO SUL,RS,0.0
2018,4,RIO GRANDE DO SUL,RS,0.0
2018,5,RIO GRANDE DO SUL,RS,0.0
2018,6,RIO GRANDE DO SUL,RS,0.0
2018,7,RIO GRANDE DO SUL,RS,0.0
2018,8,RIO GRANDE DO SUL,RS,6098.15104553134
2018,9,RIO GRANDE DO SUL,RS,3391.1820008958152
2018,10,RIO GRANDE DO SUL,RS,8587.985154095773
2018,11,RIO GRANDE DO SUL,RS,8142.193750124636
2018,12,RIO GRANDE DO SUL,RS,34379.204061316734
2019,1,RIO GRANDE DO SUL,RS,0.0
2019,2,RIO GRANDE DO SUL,RS,8063.583643236504
2019,3,RIO GRANDE DO SUL,RS,59314.630843492734
2019,4,RIO GRANDE DO SUL,RS,0.0
2019,5,RIO GRANDE DO SUL,RS,0.0
2019,6,RIO GRANDE DO SUL,RS,0.0
2019,7,RIO GRANDE DO SUL,RS,0.0
2019,8,RIO GRANDE DO SUL,RS,0.0
2019,9,RIO GRANDE DO SUL,RS,0.0
2019,10,RIO GRANDE DO SUL,RS,0.0
2019,11,RIO GRANDE DO SUL,RS,0.0
2019,12,RIO GRANDE DO SUL,RS,0.0
2012,1,SANTA CATARINA,SC,0.00013327946801651542
2012,2,SANTA CATARINA,SC,0.0
2012,3,SANTA CATARINA,SC,1.599353616198185e-05
2012,4,SANTA CATARINA,SC,0.0
2012,5,SANTA CATARINA,SC,0.0
2012,6,SANTA CATARINA,SC,0.0
2012,7,SANTA CATARINA,SC,0.0
2012,8,SANTA CATARINA,SC,0.0
2012,9,SANTA CATARINA,SC,0.0
2012,10,SANTA CATARINA,SC,0.0
2012,11,SANTA CATARINA,SC,0.0
2012,12,SANTA CATARINA,SC,0.0
2013,1,SANTA CATARINA,SC,0.0
2013,2,SANTA CATARINA,SC,0.0
2013,3,SANTA CATARINA,SC,0.0
2013,4,SANTA CATARINA,SC,1.0662357441321234e-05
2013,5,SANTA CATARINA,SC,0.0
2013,6,SANTA CATARINA,SC,0.005331178720660617
2013,7,SANTA CATARINA,SC,0.0
2013,8,SANTA CATARINA,SC,0.0
2013,9,SANTA CATARINA,SC,0.0
2013,10,SANTA CATARINA,SC,0.0
2013,11,SANTA CATARINA,SC,0.0
2013,12,SANTA CATARINA,SC,0.0
2014,1,SANTA CATARINA,SC,0.0
2014,2,SANTA CATARINA,SC,0.0
2014,3,SANTA CATARINA,SC,0.0
2014,4,SANTA CATARINA,SC,0.0
2014,5,SANTA CATARINA,SC,0.0
2014,6,SANTA CATARINA,SC,0.0
2014,7,SANTA CATARINA,SC,0.0
2014,8,SANTA CATARINA,SC,0.0
2014,9,SANTA CATARINA,SC,0.0
2014,10,SANTA CATARINA,SC,0.005331178720660617
2014,11,SANTA CATARINA,SC,0.0
2014,12,SANTA CATARINA,SC,0.0
2015,1,SANTA CATARINA,SC,0.0
2015,2,SANTA CATARINA,SC,0.0
2015,3,SANTA CATARINA,SC,0.0
2015,4,SANTA CATARINA,SC,0.0
2015,5,SANTA CATARINA,SC,0.0
2015,6,SANTA CATARINA,SC,0.0
2015,7,SANTA CATARINA,SC,0.0
2015,8,SANTA CATARINA,SC,0.0
2015,9,SANTA CATARINA,SC,0.0
2015,10,SANTA CATARINA,SC,0.0
2015,11,SANTA CATARINA,SC,0.0
2015,12,SANTA CATARINA,SC,0.0
2016,1,SANTA CATARINA,SC,0.0
2016,2,SANTA CATARINA,SC,0.0
2016,3,SANTA CATARINA,SC,0.0
2016,4,SANTA CATARINA,SC,0.0
2016,5,SANTA CATARINA,SC,0.0
2016,6,SANTA CATARINA,SC,0.0
2016,7,SANTA CATARINA,SC,0.0
2016,8,SANTA CATARINA,SC,0.0
2016,9,SANTA CATARINA,SC,0.0
2016,10,SANTA CATARINA,SC,0.0
2016,11,SANTA CATARINA,SC,0.0
2016,12,SANTA CATARINA,SC,0.0
2017,1,SANTA CATARINA,SC,0.0
2017,2,SANTA CATARINA,SC,0.0
2017,3,SANTA CATARINA,SC,0.0
2017,4,SANTA CATARINA,SC,0.0
2017,5,SANTA CATARINA,SC,0.0
2017,6,SANTA CATARINA,SC,0.0
2017,7,SANTA CATARINA,SC,0.0
2017,8,SANTA CATARINA,SC,0.0
2017,9,SANTA CATARINA,SC,0.0
2017,10,SANTA CATARINA,SC,0.21069481070447718
2017,11,SANTA CATARINA,SC,0.0
2017,12,SANTA CATARINA,SC,0.0
2018,1,SANTA CATARINA,SC,0.0
2018,2,SANTA CATARINA,SC,0.0
2018,3,SANTA CATARINA,SC,0.0
2018,4,SANTA CATARINA,SC,0.0
2018,5,SANTA CATARINA,SC,0.0
2018,6,SANTA CATARINA,SC,0.0
2018,7,SANTA CATARINA,SC,0.0
2018,8,SANTA CATARINA,SC,28.363372624551737
2018,9,SANTA CATARINA,SC,15.77287246755958
2018,10,SANTA CATARINA,SC,39.94394714086866
2018,11,SANTA CATARINA,SC,37.87050756725873
2018,12,SANTA CATARINA,SC,159.90259474487422
2019,1,SANTA CATARINA,SC,0.0
2019,2,SANTA CATARINA,SC,37.504880717894636
2019,3,SANTA CATARINA,SC,275.88083078633014
2019,4,SANTA CATARINA,SC,0.0
2019,5,SANTA CATARINA,SC,0.0
2019,6,SANTA CATARINA,SC,0.0
2019,7,SANTA CATARINA,SC,0.0
2019,8,SANTA CATARINA,SC,0.0
2019,9,SANTA CATARINA,SC,0.0
2019,10,SANTA CATARINA,SC,0.0
2019,11,SANTA CATARINA,SC,0.0
2019,12,SANTA CATARINA,SC,0.0
2012,1,SERGIPE,SE,0.0
2012,2,SERGIPE,SE,0.0
2012,3,SERGIPE,SE,0.0
2012,4,SERGIPE,SE,0.0
2012,5,SERGIPE,SE,0.0
2012,6,SERGIPE,SE,0.0
2012,7,SERGIPE,SE,0.0
2012,8,SERGIPE,SE,0.0
2012,9,SERGIPE,SE,0.0
2012,10,SERGIPE,SE,0.0
2012,11,SERGIPE,SE,0.0
2012,12,SERGIPE,SE,0.0
2013,1,SERGIPE,SE,0.0
2013,2,SERGIPE,SE,0.0
2013,3,SERGIPE,SE,0.0
2013,4,SERGIPE,SE,0.0
2013,5,SERGIPE,SE,0.0
2013,6,SERGIPE,SE,0.0
2013,7,SERGIPE,SE,0.0
2013,8,SERGIPE,SE,0.0
2013,9,SERGIPE,SE,0.0
2013,10,SERGIPE,SE,0.0
2013,11,SERGIPE,SE,0.0
2013,12,SERGIPE,SE,0.0
2014,1,SERGIPE,SE,0.0
2014,2,SERGIPE,SE,0.0
2014,3,SERGIPE,SE,0.0
2014,4,SERGIPE,SE,0.0
2014,5,SERGIPE,SE,0.0
2014,6,SERGIPE,SE,0.0
2014,7,SERGIPE,SE,0.0
2014,8,SERGIPE,SE,0.0
2014,9,SERGIPE,SE,0.0
2014,10,SERGIPE,SE,0.0
2014,11,SERGIPE,SE,0.0
2014,12,SERGIPE,SE,0.0
2015,1,SERGIPE,SE,0.0
2015,2,SERGIPE,SE,0.0
2015,3,SERGIPE,SE,0.0
2015,4,SERGIPE,SE,0.0
2015,5,SERGIPE,SE,0.0
2015,6,SERGIPE,SE,0.0
2015,7,SERGIPE,SE,0.0
2015,8,SERGIPE,SE,0.0
2015,9,SERGIPE,SE,0.0
2015,10,SERGIPE,SE,0.0
2015,11,SERGIPE,SE,0.0
2015,12,SERGIPE,SE,0.0
2016,1,SERGIPE,SE,0.0
2016,2,SERGIPE,SE,0.0
2016,3,SERGIPE,SE,0.0
2016,4,SERGIPE,SE,0.0
2016,5,SERGIPE,SE,0.0
2016,6,SERGIPE,SE,0.0
2016,7,SERGIPE,SE,0.0
2016,8,SERGIPE,SE,0.0
2016,9,SERGIPE,SE,0.0
2016,10,SERGIPE,SE,0.0
2016,11,SERGIPE,SE,0.0
2016,12,SERGIPE,SE,0.0
2017,1,SERGIPE,SE,0.0
2017,2,SERGIPE,SE,0.0
2017,3,SERGIPE,SE,0.0
2017,4,SERGIPE,SE,0.0
2017,5,SERGIPE,SE,0.0
2017,6,SERGIPE,SE,0.0
2017,7,SERGIPE,SE,0.0
2017,8,SERGIPE,SE,0.0
2017,9,SERGIPE,SE,0.0
2017,10,SERGIPE,SE,0.0
2017,11,SERGIPE,SE,0.0
2017,12,SERGIPE,SE,0.0
2018,1,SERGIPE,SE,0.0
2018,2,SERGIPE,SE,0.0
2018,3,SERGIPE,SE,0.0
2018,4,SERGIPE,SE,0.0
2018,5,SERGIPE,SE,0.0
2018,6,SERGIPE,SE,0.0
2018,7,SERGIPE,SE,0.0
2018,8,SERGIPE,SE,0.0
2018,9,SERGIPE,SE,0.0
2018,10,SERGIPE,SE,0.0
2018,11,SERGIPE,SE,0.0
2018,12,SERGIPE,SE,0.0
2019,1,SERGIPE,SE,0.0
2019,2,SERGIPE,SE,0.0
2019,3,SERGIPE,SE,0.0
2019,4,SERGIPE,SE,0.0
2019,5,SERGIPE,SE,0.0
2019,6,SERGIPE,SE,0.0
2019,7,SERGIPE,SE,0.0
2019,8,SERGIPE,SE,0.0
2019,9,SERGIPE,SE,0.0
2019,10,SERGIPE,SE,0.0
2019,11,SERGIPE,SE,0.0
2019,12,SERGIPE,SE,0.0
2012,1,SÃO PAULO,SP,0.001210623597214298
2012,2,SÃO PAULO,SP,0.0
2012,3,SÃO PAULO,SP,0.00014527483166571577
2012,4,SÃO PAULO,SP,0.0
2012,5,SÃO PAULO,SP,0.0
2012,6,SÃO PAULO,SP,0.0
2012,7,SÃO PAULO,SP,0.0
2012,8,SÃO PAULO,SP,0.0
2012,9,SÃO PAULO,SP,0.0
2012,10,SÃO PAULO,SP,0.0
2012,11,SÃO PAULO,SP,0.0
2012,12,SÃO PAULO,SP,0.0
2013,1,SÃO PAULO,SP,0.0
2013,2,SÃO PAULO,SP,0.0
2013,3,SÃO PAULO,SP,0.0
2013,4,SÃO PAULO,SP,9.684988777714385e-05
2013,5,SÃO PAULO,SP,0.0
2013,6,SÃO PAULO,SP,0.04842494388857192
2013,7,SÃO PAULO,SP,0.0
2013,8,SÃO PAULO,SP,0.0
2013,9,SÃO PAULO,SP,0.0
2013,10,SÃO PAULO,SP,0.0
2013,11,SÃO PAULO,SP,0.0
2013,12,SÃO PAULO,SP,0.0
2014,1,SÃO PAULO,SP,0.0
2014,2,SÃO PAULO,SP,0.0
2014,3,SÃO PAULO,SP,0.0
2014,4,SÃO PAULO,SP,0.0
2014,5,SÃO PAULO,SP,0.0
2014,6,SÃO PAULO,SP,0.0
2014,7,SÃO PAULO,SP,0.0
2014,8,SÃO PAULO,SP,0.0
2014,9,SÃO PAULO,SP,0.0
2014,10,SÃO PAULO,SP,0.04842494388857192
2014,11,SÃO PAULO,SP,0.0
2014,12,SÃO PAULO,SP,0.0
2015,1,SÃO PAULO,SP,0.0
2015,2,SÃO PAULO,SP,0.0
2015,3,SÃO PAULO,SP,0.0
2015,4,SÃO PAULO,SP,0.0
2015,5,SÃO PAULO,SP,0.0
2015,6,SÃO PAULO,SP,0.0
2015,7,SÃO PAULO,SP,0.0
2015,8,SÃO PAULO,SP,0.0
2015,9,SÃO PAULO,SP,0.0
2015,10,SÃO PAULO,SP,0.0
2015,11,SÃO PAULO,SP,0.0
2015,12,SÃO PAULO,SP,0.0
2016,1,SÃO PAULO,SP,0.0
2016,2,SÃO PAULO,SP,0.0
2016,3,SÃO PAULO,SP,0.0
2016,4,SÃO PAULO,SP,0.0
2016,5,SÃO PAULO,SP,0.0
2016,6,SÃO PAULO,SP,0.0
2016,7,SÃO PAULO,SP,0.0
2016,8,SÃO PAULO,SP,0.0
2016,9,SÃO PAULO,SP,0.0
2016,10,SÃO PAULO,SP,0.0
2016,11,SÃO PAULO,SP,0.0
2016,12,SÃO PAULO,SP,0.0
2017,1,SÃO PAULO,SP,0.0
2017,2,SÃO PAULO,SP,0.0
2017,3,SÃO PAULO,SP,0.0
2017,4,SÃO PAULO,SP,0.0
2017,5,SÃO PAULO,SP,0.0
2017,6,SÃO PAULO,SP,0.0
2017,7,SÃO PAULO,SP,0.0
2017,8,SÃO PAULO,SP,0.0
2017,9,SÃO PAULO,SP,0.0
2017,10,SÃO PAULO,SP,3.011614768625945
2017,11,SÃO PAULO,SP,0.0
2017,12,SÃO PAULO,SP,0.0
2018,1,SÃO PAULO,SP,0.0
