Macrotrends Data Download

CBOT Soybean Meal Futures #1 (SM1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1963-03-15,62.0000
1963-03-18,60.5000
1963-03-19,60.3000
1963-03-20,59.9000
1963-03-21,60.2000
1963-03-22,60.2500
1963-03-25,60.1000
1963-03-26,59.6500
1963-03-27,59.4000
1963-03-28,60.0000
1963-03-29,59.9000
1963-04-01,59.4000
1963-04-02,59.2500
1963-04-03,59.5000
1963-04-04,59.4000
1963-04-05,59.5000
1963-04-08,59.5000
1963-04-09,59.5000
1963-04-10,59.6000
1963-04-11,60.0000
1963-04-15,60.1000
1963-04-16,60.2500
1963-04-17,60.1500
1963-04-18,60.5000
1963-04-19,60.7000
1963-04-22,60.6000
1963-04-23,61.1500
1963-04-24,61.2500
1963-04-25,62.2000
1963-04-26,61.7000
1963-04-29,61.7500
1963-04-30,61.5000
1963-05-01,61.4500
1963-05-02,61.4500
1963-05-03,61.9000
1963-05-06,62.2500
1963-05-07,62.6500
1963-05-08,62.6000
1963-05-09,63.3000
1963-05-10,63.2500
1963-05-13,62.9500
1963-05-14,62.4500
1963-05-15,62.2500
1963-05-16,62.0000
1963-05-17,61.7000
1963-05-20,61.9000
1963-05-21,61.8500
1963-05-22,62.4000
1963-05-23,62.6500
1963-05-24,62.7500
1963-05-27,62.3000
1963-05-28,62.7000
1963-05-29,62.6500
1963-05-31,62.9000
1963-06-03,63.5000
1963-06-04,63.3000
1963-06-05,63.1000
1963-06-06,63.5000
1963-06-07,63.5000
1963-06-10,63.6000
1963-06-11,63.9000
1963-06-12,65.2000
1963-06-13,65.2500
1963-06-14,65.7500
1963-06-17,65.4000
1963-06-18,64.9000
1963-06-19,64.3000
1963-06-20,64.7000
1963-06-21,64.1500
1963-06-24,65.0000
1963-06-25,65.3000
1963-06-26,65.8000
1963-06-27,66.2500
1963-06-28,66.5000
1963-07-01,70.7000
1963-07-02,69.2500
1963-07-03,68.1500
1963-07-05,69.6500
1963-07-08,67.9500
1963-07-09,68.1000
1963-07-10,68.2500
1963-07-11,68.3500
1963-07-12,67.5500
1963-07-15,65.3000
1963-07-16,65.7500
1963-07-17,65.5000
1963-07-18,65.9000
1963-07-19,65.2500
1963-07-22,65.2000
1963-07-23,65.6000
1963-07-24,66.6000
1963-07-25,67.5000
1963-07-26,66.9500
1963-07-29,67.4000
1963-07-30,66.8000
1963-07-31,66.7000
1963-08-01,66.7000
1963-08-02,67.5500
1963-08-05,68.5000
1963-08-06,68.1000
1963-08-07,67.3500
1963-08-08,67.0000
1963-08-09,66.7500
1963-08-12,66.0000
1963-08-13,66.4500
1963-08-14,66.1500
1963-08-15,66.6500
1963-08-16,66.5000
1963-08-19,66.8500
1963-08-20,67.6000
1963-08-21,66.9000
1963-08-22,67.8000
1963-08-23,68.0000
1963-08-26,68.3500
1963-08-27,69.4000
1963-08-28,68.8000
1963-08-29,68.3500
1963-08-30,68.4000
1963-09-03,68.5000
1963-09-04,68.6000
1963-09-05,68.0000
1963-09-06,67.8500
1963-09-09,67.7500
1963-09-10,68.3500
1963-09-11,69.9000
1963-09-12,70.0500
1963-09-13,69.8000
1963-09-16,70.5000
1963-09-17,71.6000
1963-09-18,70.7000
1963-09-19,70.4500
1963-09-20,71.2500
1963-09-23,72.3500
1963-09-24,73.2000
1963-09-25,73.6000
1963-09-26,72.5000
1963-09-27,71.0500
1963-09-30,72.8500
1963-10-01,73.5000
1963-10-02,72.8000
1963-10-03,73.2500
1963-10-04,73.4000
1963-10-07,74.8500
1963-10-08,74.4500
1963-10-09,75.7500
1963-10-10,75.4000
1963-10-11,72.0000
1963-10-14,72.5000
1963-10-15,74.1000
1963-10-16,72.6000
1963-10-17,72.0500
1963-10-18,72.0000
1963-10-21,71.8500
1963-10-22,72.3000
1963-10-23,71.7000
1963-10-24,71.9000
1963-10-25,74.0000
1963-10-28,74.1000
1963-10-29,73.5500
1963-10-30,74.0000
1963-10-31,74.6000
1963-11-01,74.7500
1963-11-04,74.6000
1963-11-05,74.3000
1963-11-06,74.2000
1963-11-07,74.5500
1963-11-08,75.0000
1963-11-11,74.5000
1963-11-12,73.9000
1963-11-13,73.7000
1963-11-14,72.5000
1963-11-15,72.5000
1963-11-18,72.0000
1963-11-19,72.8000
1963-11-20,73.9000
1963-11-21,73.4500
1963-11-22,72.6000
1963-11-26,73.2500
1963-11-27,72.5500
1963-11-29,73.0500
1963-12-02,72.9000
1963-12-03,72.2500
1963-12-04,71.9500
1963-12-05,72.0000
1963-12-06,73.8000
1963-12-09,73.4500
1963-12-10,73.9000
1963-12-11,74.5000
1963-12-12,74.0000
1963-12-13,73.6500
1963-12-16,73.5000
1963-12-17,73.4500
1963-12-18,73.7500
1963-12-19,78.8000
1963-12-20,75.3500
1963-12-23,75.2000
1963-12-24,75.0500
1963-12-26,75.9800
1963-12-27,76.5000
1963-12-30,75.4500
1963-12-31,75.8000
1964-01-02,75.2500
1964-01-03,75.5500
1964-01-06,76.4000
1964-01-07,75.6000
1964-01-08,74.7500
1964-01-09,75.5000
1964-01-10,74.9500
1964-01-13,75.2000
1964-01-14,75.5000
1964-01-15,75.9000
1964-01-16,76.0000
1964-01-17,75.4500
1964-01-20,75.3000
1964-01-21,73.9000
1964-01-22,73.1000
1964-01-23,73.4500
1964-01-24,73.9000
1964-01-27,71.6000
1964-01-28,72.1500
1964-01-29,71.7500
1964-01-30,72.0500
1964-01-31,72.4500
1964-02-03,72.2500
1964-02-04,71.1000
1964-02-05,71.2500
1964-02-06,71.1000
1964-02-07,71.7500
1964-02-10,71.0500
1964-02-11,70.8000
1964-02-12,70.2000
1964-02-13,69.5500
1964-02-14,69.5000
1964-02-17,68.5500
1964-02-18,68.3000
1964-02-19,68.0500
1964-02-20,68.3000
1964-02-24,68.3000
1964-02-25,69.5900
1964-02-26,69.3800
1964-02-27,69.3000
1964-02-28,69.6200
1964-03-02,70.1500
1964-03-03,70.7000
1964-03-04,70.8500
1964-03-05,70.3000
1964-03-06,70.5500
1964-03-09,69.9500
1964-03-10,69.3000
1964-03-11,69.0500
1964-03-12,69.5000
1964-03-13,69.6000
1964-03-16,68.9000
1964-03-17,68.6000
1964-03-18,67.8500
1964-03-19,67.5500
1964-03-20,67.4000
1964-03-23,66.4500
1964-03-24,65.6000
1964-03-25,65.9000
1964-03-26,66.3500
1964-03-30,65.9500
1964-03-31,65.1500
1964-04-01,66.6000
1964-04-02,66.7500
1964-04-03,66.8000
1964-04-06,66.0000
1964-04-07,66.2500
1964-04-08,66.7500
1964-04-09,66.9000
1964-04-10,67.0000
1964-04-13,66.3000
1964-04-14,66.7500
1964-04-15,66.2000
1964-04-16,65.9000
1964-04-17,65.5500
1964-04-20,64.3000
1964-04-21,64.9000
1964-04-22,65.2500
1964-04-23,64.4500
1964-04-24,64.5000
1964-04-27,63.9700
1964-04-28,63.5400
1964-04-29,62.7100
1964-04-30,62.8100
1964-05-01,62.9500
1964-05-04,62.9000
1964-05-05,62.7000
1964-05-06,61.8500
1964-05-07,61.9000
1964-05-08,61.3000
1964-05-11,60.9500
1964-05-12,61.2500
1964-05-13,60.8000
1964-05-14,60.8000
1964-05-15,60.7500
1964-05-18,61.2000
1964-05-19,60.9000
1964-05-20,60.6000
1964-05-21,61.1000
1964-05-22,62.0500
1964-05-25,62.2500
1964-05-26,61.6000
1964-05-27,61.1500
1964-05-28,60.9000
1964-06-01,61.2500
1964-06-02,61.4000
1964-06-03,60.7000
1964-06-04,61.0000
1964-06-05,61.9500
1964-06-08,61.7500
1964-06-09,61.8000
1964-06-10,62.6500
1964-06-11,62.7000
1964-06-12,62.7500
1964-06-15,62.4000
1964-06-16,61.6500
1964-06-17,61.7000
1964-06-18,62.2500
1964-06-19,63.0000
1964-06-22,63.1000
1964-06-23,63.0500
1964-06-24,63.1000
1964-06-25,62.7400
1964-06-26,63.2600
1964-06-29,62.9100
1964-06-30,63.3200
1964-07-01,62.9000
1964-07-02,63.0000
1964-07-06,63.0000
1964-07-07,62.3000
1964-07-08,62.4500
1964-07-09,62.2000
1964-07-10,61.7000
1964-07-13,60.6000
1964-07-14,60.9000
1964-07-15,60.8500
1964-07-16,60.7000
1964-07-17,60.9000
1964-07-20,60.7000
1964-07-21,60.3500
1964-07-22,60.2500
1964-07-23,60.0500
1964-07-24,59.9000
1964-07-27,59.8000
1964-07-28,59.5900
1964-07-29,59.7500
1964-07-30,59.4200
1964-07-31,59.5600
1964-08-03,60.8000
1964-08-04,60.4000
1964-08-05,61.7500
1964-08-06,60.9000
1964-08-07,61.2500
1964-08-10,60.2500
1964-08-11,60.0000
1964-08-12,60.8500
1964-08-13,60.4000
1964-08-14,60.4500
1964-08-17,62.0500
1964-08-18,62.5500
1964-08-19,61.7500
1964-08-20,61.9500
1964-08-21,61.7500
1964-08-24,62.7500
1964-08-25,63.1500
1964-08-26,64.6900
1964-08-27,64.0400
1964-08-28,64.5100
1964-08-31,63.9500
1964-09-01,62.9500
1964-09-02,63.4000
1964-09-03,63.7500
1964-09-04,64.0500
1964-09-08,63.1000
1964-09-09,63.1500
1964-09-10,63.7500
1964-09-11,67.5000
1964-09-14,67.9000
1964-09-15,68.4000
1964-09-16,68.3000
1964-09-17,68.8500
1964-09-18,68.3000
1964-09-21,67.6000
1964-09-22,67.8000
1964-09-23,67.2000
1964-09-24,67.5000
1964-09-25,67.0500
1964-09-28,67.5700
1964-09-29,66.6700
1964-09-30,65.8600
1964-10-01,67.5500
1964-10-02,68.3500
1964-10-05,68.8000
1964-10-06,67.8000
1964-10-07,68.0000
1964-10-08,67.7500
1964-10-09,67.8000
1964-10-12,65.8000
1964-10-13,66.2500
1964-10-14,66.2000
1964-10-15,65.8500
1964-10-16,65.7000
1964-10-19,65.2000
1964-10-20,65.1000
1964-10-21,64.9000
1964-10-22,64.6000
1964-10-23,64.5500
1964-10-26,64.6500
1964-10-27,64.7000
1964-10-28,64.1000
1964-10-29,64.2500
1964-10-30,64.4000
1964-11-02,64.6500
1964-11-04,64.3000
1964-11-05,64.4300
1964-11-06,64.0000
1964-11-09,63.4000
1964-11-10,63.5500
1964-11-11,62.8000
1964-11-12,63.4000
1964-11-13,63.3500
1964-11-16,63.3500
1964-11-17,63.2000
1964-11-18,62.8500
1964-11-19,62.8000
1964-11-20,63.2000
1964-11-23,63.6000
1964-11-24,64.0600
1964-11-25,64.6800
1964-11-27,65.3400
1964-11-30,65.5800
1964-12-01,64.6000
1964-12-02,65.0500
1964-12-03,66.0000
1964-12-04,66.1000
1964-12-07,66.4500
1964-12-08,66.1000
1964-12-09,66.4500
1964-12-10,66.3000
1964-12-11,65.8500
1964-12-14,65.7000
1964-12-15,64.9500
1964-12-16,65.0000
1964-12-17,65.9500
1964-12-18,66.0500
1964-12-21,65.9500
1964-12-22,65.3500
1964-12-23,64.7000
1964-12-24,64.4000
1964-12-28,63.6500
1964-12-29,63.0700
1964-12-30,63.8400
1964-12-31,64.0400
1965-01-04,64.2500
1965-01-05,65.2000
1965-01-06,65.1500
1965-01-07,65.6000
1965-01-08,65.6000
1965-01-11,65.5000
1965-01-12,65.9000
1965-01-13,66.0000
1965-01-14,66.2500
1965-01-15,66.9000
1965-01-18,67.7000
1965-01-19,67.4000
1965-01-20,67.2000
1965-01-21,67.4000
1965-01-22,67.8000
1965-01-25,68.1500
1965-01-26,67.6500
1965-01-27,68.5500
1965-01-28,68.6500
1965-01-29,68.2000
1965-02-01,68.5000
1965-02-02,68.5500
1965-02-03,68.7000
1965-02-04,68.9500
1965-02-05,69.2000
1965-02-08,69.5500
1965-02-09,67.4000
1965-02-10,67.7500
1965-02-11,67.9000
1965-02-12,67.2500
1965-02-15,65.7500
1965-02-16,66.0500
1965-02-17,65.7000
1965-02-18,66.6000
1965-02-19,66.8500
1965-02-23,66.9100
1965-02-24,66.9600
1965-02-25,67.5700
1965-02-26,67.8500
1965-03-01,68.1500
1965-03-02,68.0000
1965-03-03,68.7000
1965-03-04,68.8000
1965-03-05,68.7500
1965-03-08,68.1500
1965-03-09,68.0500
1965-03-10,68.1500
1965-03-11,68.3000
1965-03-12,68.1500
1965-03-15,66.8500
1965-03-16,66.6500
1965-03-17,66.9500
1965-03-18,65.5000
1965-03-19,65.1500
1965-03-22,65.3000
1965-03-23,64.4000
1965-03-24,65.2000
1965-03-25,65.7500
1965-03-26,66.0000
1965-03-29,65.9000
1965-03-30,65.8000
1965-03-31,65.9500
1965-04-01,66.9000
1965-04-02,66.8500
1965-04-05,67.2500
1965-04-06,67.0500
1965-04-07,67.2000
1965-04-08,67.1500
1965-04-09,67.3000
1965-04-12,66.6000
1965-04-13,66.2500
1965-04-14,66.5000
1965-04-15,66.7500
1965-04-19,66.5500
1965-04-20,66.8000
1965-04-21,66.9000
1965-04-22,66.2000
1965-04-23,65.8000
1965-04-26,65.1000
1965-04-27,65.2700
1965-04-28,66.1100
1965-04-29,66.0100
1965-04-30,66.4800
1965-05-03,66.2000
1965-05-04,66.2500
1965-05-05,66.5000
1965-05-06,66.0500
1965-05-07,66.0000
1965-05-10,66.8500
1965-05-11,67.2500
1965-05-12,67.2500
1965-05-13,67.0500
1965-05-14,68.3000
1965-05-17,67.6500
1965-05-18,67.6500
1965-05-19,67.5500
1965-05-20,67.0000
1965-05-21,66.4500
1965-05-24,65.3000
1965-05-25,66.1000
1965-05-26,66.5500
1965-05-27,67.3500
1965-05-28,68.0000
1965-06-01,68.7000
1965-06-02,68.0000
1965-06-03,68.6000
1965-06-04,69.8500
1965-06-07,70.7000
1965-06-08,70.6000
1965-06-09,70.9000
1965-06-10,72.5000
1965-06-11,72.0500
1965-06-14,71.2500
1965-06-15,72.2500
1965-06-16,72.7500
1965-06-17,72.2000
1965-06-18,73.4000
1965-06-21,73.3500
1965-06-22,73.5500
1965-06-23,73.1000
1965-06-24,73.0000
1965-06-25,72.8700
1965-06-28,72.2700
1965-06-29,71.0500
1965-06-30,71.3500
1965-07-01,71.9500
1965-07-02,71.8000
1965-07-06,70.3500
1965-07-07,70.7500
1965-07-08,70.2500
1965-07-09,70.2500
1965-07-12,69.9000
1965-07-13,69.8500
1965-07-14,69.4500
1965-07-15,68.5500
1965-07-16,67.6000
1965-07-19,67.8500
1965-07-20,68.1000
1965-07-21,68.8000
1965-07-22,70.4000
1965-07-23,70.0500
1965-07-26,71.2500
1965-07-27,71.1000
1965-07-28,68.7800
1965-07-29,68.0100
1965-07-30,67.2500
1965-08-02,65.2000
1965-08-03,65.0000
1965-08-04,64.9500
1965-08-05,64.9000
1965-08-06,65.0000
1965-08-09,64.7000
1965-08-10,64.3500
1965-08-11,64.5500
1965-08-12,64.0000
1965-08-13,63.7500
1965-08-16,62.8500
1965-08-17,61.7500
1965-08-18,62.2500
1965-08-19,62.3000
1965-08-20,61.6500
1965-08-23,61.2500
1965-08-24,61.9500
1965-08-25,62.5500
1965-08-26,62.7900
1965-08-27,63.2400
1965-08-30,63.5200
1965-08-31,62.0000
1965-09-01,61.7500
1965-09-02,61.0000
1965-09-03,61.1500
1965-09-07,61.1000
1965-09-08,61.8000
1965-09-09,61.0000
1965-09-10,61.1000
1965-09-13,60.4500
1965-09-14,60.4500
1965-09-15,60.9000
1965-09-16,62.2000
1965-09-17,62.1000
1965-09-20,62.5000
1965-09-21,64.2500
1965-09-22,68.8000
1965-09-23,65.1000
1965-09-24,63.5000
1965-09-27,63.7800
1965-09-28,61.8000
1965-09-29,61.1400
1965-09-30,60.9700
1965-10-01,59.8000
1965-10-04,59.5000
1965-10-05,59.9500
1965-10-06,59.5500
1965-10-07,59.7500
1965-10-08,60.5500
1965-10-11,59.9000
1965-10-12,59.7000
1965-10-13,60.2500
1965-10-14,60.5000
1965-10-15,60.7000
1965-10-18,60.0000
1965-10-19,60.5500
1965-10-20,60.5000
1965-10-21,61.5000
1965-10-22,62.4000
1965-10-25,62.8000
1965-10-26,62.9000
1965-10-27,63.3000
1965-10-28,64.0000
1965-10-29,63.9000
1965-11-01,63.9000
1965-11-02,64.4500
1965-11-03,63.3000
1965-11-04,63.4000
1965-11-05,63.4000
1965-11-08,64.0000
1965-11-09,63.9000
1965-11-10,63.5000
1965-11-11,63.1500
1965-11-12,63.8000
1965-11-15,64.1000
1965-11-16,63.7500
1965-11-17,63.1000
1965-11-18,62.8500
1965-11-19,63.1000
1965-11-22,63.4000
1965-11-23,64.0500
1965-11-24,63.2800
1965-11-26,62.7500
1965-11-29,62.3600
1965-11-30,62.5300
1965-12-01,63.0000
1965-12-02,64.3500
1965-12-03,64.2000
1965-12-06,65.2500
1965-12-07,65.5500
1965-12-08,65.8500
1965-12-09,65.4500
1965-12-10,65.1000
1965-12-13,65.6500
1965-12-14,65.1500
1965-12-15,64.1000
1965-12-16,63.6000
1965-12-17,64.0500
1965-12-20,63.6000
1965-12-21,63.3500
1965-12-22,64.1500
1965-12-23,64.0000
1965-12-27,64.2900
1965-12-28,64.7700
1965-12-29,64.3000
1965-12-30,64.3500
1966-01-03,65.1500
1966-01-04,65.0500
1966-01-05,66.2500
1966-01-06,66.1000
1966-01-07,66.3000
1966-01-10,66.0000
1966-01-11,67.1000
1966-01-12,68.2500
1966-01-13,69.3000
1966-01-14,69.1000
1966-01-17,67.7000
1966-01-18,69.3000
1966-01-19,70.2500
1966-01-20,70.5000
1966-01-21,69.5500
1966-01-24,69.8000
1966-01-25,69.6000
1966-01-26,68.4500
1966-01-27,67.6500
1966-01-28,69.2000
1966-01-31,68.7000
1966-02-01,68.1500
1966-02-02,68.1000
1966-02-03,67.8500
1966-02-04,68.8000
1966-02-07,70.2500
1966-02-08,70.3000
1966-02-09,71.5500
1966-02-10,70.6000
1966-02-11,70.9500
1966-02-14,71.0000
1966-02-15,71.5000
1966-02-16,70.6000
1966-02-17,70.4000
1966-02-18,69.7500
1966-02-21,69.3500
1966-02-23,69.3000
1966-02-24,68.2500
1966-02-25,67.5800
1966-02-28,66.9000
1966-03-01,67.1500
1966-03-02,67.8500
1966-03-03,67.2000
1966-03-04,67.6500
1966-03-07,67.8000
1966-03-08,66.6500
1966-03-09,66.9500
1966-03-10,67.9000
1966-03-11,68.8000
1966-03-14,68.3500
1966-03-15,67.9000
1966-03-16,67.7500
1966-03-17,67.7500
1966-03-18,68.3500
1966-03-21,67.6000
1966-03-22,67.0000
1966-03-23,67.4000
1966-03-24,67.3500
1966-03-25,67.2500
1966-03-28,66.8000
1966-03-29,66.6000
1966-03-30,66.7500
1966-03-31,66.5500
1966-04-01,67.6500
1966-04-04,67.3000
1966-04-05,68.2500
1966-04-06,68.8500
1966-04-07,69.2500
1966-04-11,69.6000
1966-04-12,70.0000
1966-04-13,70.3000
1966-04-14,71.4500
1966-04-15,71.6000
1966-04-18,72.6000
1966-04-19,72.7500
1966-04-20,72.3000
1966-04-21,73.0500
1966-04-22,73.2000
1966-04-25,73.0500
1966-04-26,75.5700
1966-04-27,75.0000
1966-04-28,76.3000
1966-04-29,75.7400
1966-05-02,74.9000
1966-05-03,75.1000
1966-05-04,74.5500
1966-05-05,75.3000
1966-05-06,74.5000
1966-05-09,74.5000
1966-05-10,74.9000
1966-05-11,75.5000
1966-05-12,75.6000
1966-05-13,75.9500
1966-05-16,76.2000
1966-05-17,76.4000
1966-05-18,76.0000
1966-05-19,75.1000
1966-05-20,75.8500
1966-05-23,76.6500
1966-05-24,76.6000
1966-05-25,77.4500
1966-05-26,77.5000
1966-05-27,78.9000
1966-05-31,79.7500
1966-06-01,80.2500
1966-06-02,81.4000
1966-06-03,82.2000
1966-06-06,81.7500
1966-06-07,80.9000
1966-06-08,81.0500
1966-06-09,81.4000
1966-06-10,81.4000
1966-06-13,82.5500
1966-06-14,84.6500
1966-06-15,87.3000
1966-06-16,88.2500
1966-06-17,88.2500
1966-06-20,90.5000
1966-06-21,89.0000
1966-06-22,89.0000
1966-06-23,92.6000
1966-06-24,92.7500
1966-06-27,95.9900
1966-06-28,95.2300
1966-06-29,95.9200
1966-06-30,95.2800
1966-07-01,93.8000
1966-07-05,94.2000
1966-07-06,92.0000
1966-07-07,87.0500
1966-07-08,87.2500
1966-07-11,88.8500
1966-07-12,91.6000
1966-07-13,92.1500
1966-07-14,89.9000
1966-07-15,88.7000
1966-07-18,90.0000
1966-07-19,89.0000
1966-07-20,87.7500
1966-07-21,85.5000
1966-07-22,84.8000
1966-07-25,88.9000
1966-07-26,84.3600
1966-07-27,82.2300
1966-07-28,83.3100
1966-07-29,83.4800
1966-08-01,83.0000
1966-08-02,84.7500
1966-08-03,86.1000
1966-08-04,86.6000
1966-08-05,87.1500
1966-08-08,87.9000
1966-08-09,88.2000
1966-08-10,87.6000
1966-08-11,92.0000
1966-08-12,91.1000
1966-08-15,91.3000
1966-08-16,93.9000
1966-08-17,96.4500
1966-08-18,93.1000
1966-08-19,92.0000
1966-08-22,94.3500
1966-08-23,96.4000
1966-08-24,97.0000
1966-08-25,95.2000
1966-08-26,94.2400
1966-08-29,92.3600
1966-08-30,88.7400
1966-08-31,86.2300
1966-09-01,84.7500
1966-09-02,84.6000
1966-09-06,83.8000
1966-09-07,82.1000
1966-09-08,81.7000
1966-09-09,83.0000
1966-09-12,78.0500
1966-09-13,79.0000
1966-09-14,79.7000
1966-09-15,78.3000
1966-09-16,77.5000
1966-09-19,76.5000
1966-09-20,77.9000
1966-09-21,77.1500
1966-09-22,76.7500
1966-09-23,75.6500
1966-09-26,76.6500
1966-09-27,77.3400
1966-09-28,77.2400
1966-09-29,78.2000
1966-09-30,77.3500
1966-10-03,75.7000
1966-10-04,74.8500
1966-10-05,74.4500
1966-10-06,75.1000
1966-10-07,76.5000
1966-10-10,76.4000
1966-10-11,76.2500
1966-10-12,74.9500
1966-10-13,75.3500
1966-10-14,76.3500
1966-10-17,77.7500
1966-10-18,77.4000
1966-10-19,76.9500
1966-10-20,77.3000
1966-10-21,76.2000
1966-10-24,74.9500
1966-10-25,75.3000
1966-10-26,75.5500
1966-10-27,74.7000
1966-10-28,74.0500
1966-10-31,74.4500
1966-11-01,73.4500
1966-11-02,74.3500
1966-11-03,75.0000
1966-11-04,74.9500
1966-11-07,75.1000
1966-11-09,74.4000
1966-11-10,74.4500
1966-11-11,76.0500
1966-11-14,76.0500
1966-11-15,75.6500
1966-11-16,74.9000
1966-11-17,75.3000
1966-11-18,75.8000
1966-11-21,76.1500
1966-11-22,75.6000
1966-11-23,75.4000
1966-11-25,74.7900
1966-11-28,75.3100
1966-11-29,75.0400
1966-11-30,75.3100
1966-12-01,76.3000
1966-12-02,76.8000
1966-12-05,77.0000
1966-12-06,76.4000
1966-12-07,76.7500
1966-12-08,77.2500
1966-12-09,77.5500
1966-12-12,78.0000
1966-12-13,77.3500
1966-12-14,76.8500
1966-12-15,77.3000
1966-12-16,78.5000
1966-12-19,78.6500
1966-12-20,78.1500
1966-12-21,77.5000
1966-12-22,78.4000
1966-12-23,78.0000
1966-12-27,78.1700
1966-12-28,78.3900
1966-12-29,77.2900
1966-12-30,76.4100
1967-01-03,74.5500
1967-01-04,74.7500
1967-01-05,74.6500
1967-01-06,75.0000
1967-01-09,74.6500
1967-01-10,74.2000
1967-01-11,74.4000
1967-01-12,74.5500
1967-01-13,75.0000
1967-01-16,74.4500
1967-01-17,74.0500
1967-01-18,73.9000
1967-01-19,74.4500
1967-01-20,74.6000
1967-01-23,75.1000
1967-01-24,74.9000
1967-01-25,75.4000
1967-01-26,75.6000
1967-01-30,75.9500
1967-01-31,75.9000
1967-02-01,76.4000
1967-02-02,75.9500
1967-02-03,75.5000
1967-02-06,75.3000
1967-02-07,75.4500
1967-02-08,74.8500
1967-02-09,74.8500
1967-02-10,74.4000
1967-02-13,74.4500
1967-02-14,73.7500
1967-02-15,73.6000
1967-02-16,74.4500
1967-02-17,74.4000
1967-02-20,74.4500
1967-02-21,74.4500
1967-02-23,73.9200
1967-02-24,73.6600
1967-02-27,73.5100
1967-02-28,73.9900
1967-03-01,74.2000
1967-03-02,74.3000
1967-03-03,74.0000
1967-03-06,74.2500
1967-03-07,73.9500
1967-03-08,73.2000
1967-03-09,72.9000
1967-03-10,72.8500
1967-03-13,73.1500
1967-03-14,73.0500
1967-03-15,73.3000
1967-03-16,73.8500
1967-03-17,73.8500
1967-03-20,73.5500
1967-03-21,72.7500
1967-03-22,72.5500
1967-03-23,72.7000
1967-03-27,72.3500
1967-03-28,72.2000
1967-03-29,72.3500
1967-03-30,72.6000
1967-03-31,72.5500
1967-04-03,72.1500
1967-04-04,71.9500
1967-04-05,71.8500
1967-04-06,72.0000
1967-04-07,71.9500
1967-04-10,72.2000
1967-04-11,72.1500
1967-04-12,71.9500
1967-04-13,71.7500
1967-04-14,71.6000
1967-04-17,71.3500
1967-04-18,71.4500
1967-04-19,71.1500
1967-04-20,71.1500
1967-04-21,71.0000
1967-04-24,70.5500
1967-04-25,70.4700
1967-04-26,69.6700
1967-04-27,69.2800
1967-04-28,70.4900
1967-05-01,70.6000
1967-05-02,70.0000
1967-05-03,70.0500
1967-05-04,70.1000
1967-05-05,71.1000
1967-05-08,70.6000
1967-05-09,70.4000
1967-05-10,70.3500
1967-05-11,70.7000
1967-05-12,70.6000
1967-05-15,70.5000
1967-05-16,70.4000
1967-05-17,70.7000
1967-05-18,70.5000
1967-05-19,71.8500
1967-05-22,71.6500
1967-05-23,73.7000
1967-05-24,73.4000
1967-05-25,72.2500
1967-05-26,72.5000
1967-05-29,73.0000
1967-05-31,74.4500
1967-06-01,74.2500
1967-06-02,73.9000
1967-06-05,75.4000
1967-06-06,74.1500
1967-06-07,73.4500
1967-06-08,74.2000
1967-06-09,73.7000
1967-06-12,73.0000
1967-06-13,73.2500
1967-06-14,74.1500
1967-06-15,74.9000
1967-06-16,75.5000
1967-06-19,74.7000
1967-06-20,76.3000
1967-06-21,77.1000
1967-06-22,76.5000
1967-06-23,76.3500
1967-06-26,75.9000
1967-06-27,75.8600
1967-06-28,75.1200
1967-06-29,74.3900
1967-06-30,74.9700
1967-07-03,74.5000
1967-07-05,74.8000
1967-07-06,75.3500
1967-07-07,74.1000
1967-07-10,73.3500
1967-07-11,73.1500
1967-07-12,74.4000
1967-07-13,74.8500
1967-07-14,75.3500
1967-07-17,76.0000
1967-07-18,74.8000
1967-07-19,74.5000
1967-07-20,75.0000
1967-07-21,75.5500
1967-07-24,74.1500
1967-07-25,74.2000
1967-07-26,74.0300
1967-07-27,73.6700
1967-07-28,73.2900
1967-07-31,72.6500
1967-08-01,72.3500
1967-08-02,72.6000
1967-08-03,72.4000
1967-08-04,72.8500
1967-08-07,72.1000
1967-08-08,71.5500
1967-08-09,71.7500
1967-08-10,71.9500
1967-08-11,72.3000
1967-08-14,72.2500
1967-08-15,73.5000
1967-08-16,74.1500
1967-08-17,74.6000
1967-08-18,75.3500
1967-08-21,76.5000
1967-08-22,79.1500
1967-08-23,80.0500
1967-08-24,79.6500
1967-08-25,79.0000
1967-08-28,76.3700
1967-08-29,77.2500
1967-08-30,77.3400
1967-08-31,75.4800
1967-09-01,73.8000
1967-09-05,73.6500
1967-09-06,74.0500
1967-09-07,73.2500
1967-09-08,73.7000
1967-09-11,73.6000
1967-09-12,73.1000
1967-09-13,73.6500
1967-09-14,73.5000
1967-09-15,73.5000
1967-09-18,73.4000
1967-09-19,74.4500
1967-09-20,74.1500
1967-09-21,73.9500
1967-09-22,72.8500
1967-09-25,71.8000
1967-09-26,72.2700
1967-09-27,72.0200
1967-09-28,71.2500
