Macrotrends Data Download

CBOT Soybean Meal Futures #1 (SM1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1992-11-10,177.5000
1992-11-11,179.2000
1992-11-12,178.8000
1992-11-13,179.2000
1992-11-16,178.7000
1992-11-17,182.4000
1992-11-18,182.8000
1992-11-19,182.2000
1992-11-20,182.0000
1992-11-23,182.8000
1992-11-24,182.9600
1992-11-25,182.2000
1992-11-27,181.8400
1992-11-30,181.2400
1992-12-01,179.1000
1992-12-02,178.9000
1992-12-03,180.8000
1992-12-04,179.6000
1992-12-07,179.9000
1992-12-08,181.4000
1992-12-09,183.7000
1992-12-10,184.3000
1992-12-11,185.5000
1992-12-14,186.1000
1992-12-15,185.8000
1992-12-16,185.6000
1992-12-17,186.8000
1992-12-18,187.9000
1992-12-21,188.4000
1992-12-22,189.2000
1992-12-23,188.4000
1992-12-24,189.4000
1992-12-28,187.0000
1992-12-29,186.1600
1992-12-30,185.7000
1992-12-31,185.6400
1993-01-04,182.4000
1993-01-05,182.6000
1993-01-06,182.7000
1993-01-07,183.8000
1993-01-08,183.8000
1993-01-11,183.3000
1993-01-12,184.1000
1993-01-13,183.4000
1993-01-14,182.9000
1993-01-15,183.8000
1993-01-18,185.1000
1993-01-19,185.2000
1993-01-20,185.0000
1993-01-21,184.1000
1993-01-22,183.6000
1993-01-25,183.7000
1993-01-26,183.3000
1993-01-27,183.7000
1993-01-28,181.5000
1993-01-29,181.2000
1993-02-01,179.8000
1993-02-02,179.2000
1993-02-03,180.5000
1993-02-04,179.5000
1993-02-05,177.6000
1993-02-08,177.1000
1993-02-09,178.2000
1993-02-10,177.7000
1993-02-11,177.4000
1993-02-12,177.4000
1993-02-16,177.2000
1993-02-17,177.8000
1993-02-18,177.6000
1993-02-19,176.9000
1993-02-22,176.5000
1993-02-23,177.1400
1993-02-24,177.9600
1993-02-25,178.1000
1993-02-26,178.2200
1993-03-01,180.6000
1993-03-02,181.6000
1993-03-03,179.9000
1993-03-04,179.5000
1993-03-05,178.1000
1993-03-08,177.4000
1993-03-09,178.1000
1993-03-10,179.7000
1993-03-11,179.4000
1993-03-12,178.9000
1993-03-15,180.7000
1993-03-16,181.1000
1993-03-17,182.4000
1993-03-18,183.4000
1993-03-19,183.3000
1993-03-22,183.1000
1993-03-23,184.3000
1993-03-24,185.0000
1993-03-25,185.2000
1993-03-26,185.8000
1993-03-29,186.1000
1993-03-30,186.0000
1993-03-31,186.4000
1993-04-01,187.8000
1993-04-02,187.6000
1993-04-05,186.1000
1993-04-06,184.9000
1993-04-07,185.8000
1993-04-08,185.6000
1993-04-12,186.4000
1993-04-13,186.0000
1993-04-14,185.4000
1993-04-15,183.9000
1993-04-16,183.0000
1993-04-19,183.6000
1993-04-20,184.9000
1993-04-21,184.2000
1993-04-22,184.8000
1993-04-23,184.9000
1993-04-26,185.5000
1993-04-27,185.7400
1993-04-28,185.5600
1993-04-29,185.5000
1993-04-30,186.5200
1993-05-03,187.7000
1993-05-04,187.6000
1993-05-05,189.3000
1993-05-06,191.2000
1993-05-07,193.1000
1993-05-10,191.8000
1993-05-11,191.8000
1993-05-12,190.7000
1993-05-13,190.5000
1993-05-14,191.1000
1993-05-17,190.3000
1993-05-18,191.7000
1993-05-19,190.9000
1993-05-20,191.8000
1993-05-21,193.0000
1993-05-24,192.1000
1993-05-25,192.1000
1993-05-26,192.9000
1993-05-27,192.0000
1993-05-28,191.8000
1993-06-01,186.6000
1993-06-02,186.9000
1993-06-03,187.8000
1993-06-04,187.4000
1993-06-07,188.8000
1993-06-08,188.3000
1993-06-09,188.8000
1993-06-10,187.6000
1993-06-11,187.5000
1993-06-14,186.4000
1993-06-15,186.1000
1993-06-16,184.9000
1993-06-17,189.2000
1993-06-18,190.0000
1993-06-21,195.0000
1993-06-22,194.3000
1993-06-23,197.6000
1993-06-24,196.9000
1993-06-25,194.9800
1993-06-28,194.6600
1993-06-29,198.2400
1993-06-30,203.3600
1993-07-01,203.2000
1993-07-02,205.9000
1993-07-06,215.9000
1993-07-07,220.9000
1993-07-08,220.5000
1993-07-09,220.7000
1993-07-12,221.2000
1993-07-13,219.2000
1993-07-14,223.9000
1993-07-15,227.0000
1993-07-16,231.5000
1993-07-19,237.7000
1993-07-20,234.8000
1993-07-21,231.8000
1993-07-22,235.6000
1993-07-23,235.3000
1993-07-26,233.9000
1993-07-27,229.6400
1993-07-28,225.4000
1993-07-29,226.3800
1993-07-30,223.1800
1993-08-02,227.3000
1993-08-03,225.2000
1993-08-04,224.4000
1993-08-05,218.4000
1993-08-06,216.9000
1993-08-09,213.1000
1993-08-10,213.7000
1993-08-11,216.9000
1993-08-12,210.6000
1993-08-13,211.1000
1993-08-16,211.0000
1993-08-17,213.0000
1993-08-18,213.3000
1993-08-19,213.4000
1993-08-20,214.7000
1993-08-23,216.3000
1993-08-24,215.1000
1993-08-25,213.9000
1993-08-26,211.2000
1993-08-27,211.3600
1993-08-30,210.9400
1993-08-31,208.6800
1993-09-02,206.4000
1993-09-03,206.4000
1993-09-07,201.1000
1993-09-08,201.3000
1993-09-09,201.1000
1993-09-10,195.0000
1993-09-13,198.1000
1993-09-14,196.5000
1993-09-15,197.2000
1993-09-16,195.4000
1993-09-17,196.2000
1993-09-20,198.1000
1993-09-21,196.4000
1993-09-22,197.2000
1993-09-23,198.6000
1993-09-24,197.7000
1993-09-27,195.8800
1993-09-28,192.3200
1993-09-29,192.0600
1993-09-30,193.3800
1993-10-01,191.0000
1993-10-04,187.2000
1993-10-05,187.5000
1993-10-06,188.4000
1993-10-07,189.5000
1993-10-08,189.7000
1993-10-11,192.1000
1993-10-12,190.6000
1993-10-13,191.2000
1993-10-14,192.0000
1993-10-15,192.2000
1993-10-18,192.4000
1993-10-19,190.7000
1993-10-20,190.5000
1993-10-21,193.4000
1993-10-22,193.1000
1993-10-25,193.9000
1993-10-26,192.6000
1993-10-27,192.8000
1993-10-28,191.9000
1993-10-29,192.7000
1993-11-01,193.4000
1993-11-02,197.8000
1993-11-03,198.8000
1993-11-04,201.3000
1993-11-05,204.0000
1993-11-08,202.1000
1993-11-09,200.7000
1993-11-10,210.7000
1993-11-11,213.6000
1993-11-12,213.2000
1993-11-15,211.5000
1993-11-16,210.1000
1993-11-17,213.3000
1993-11-18,211.7000
1993-11-19,211.3000
1993-11-22,208.4000
1993-11-23,208.3000
1993-11-24,206.8000
1993-11-26,206.6000
1993-11-29,206.3400
1993-11-30,203.6600
1993-12-01,203.6000
1993-12-02,204.9000
1993-12-03,204.6000
1993-12-06,205.1000
1993-12-07,204.6000
1993-12-08,205.4000
1993-12-09,204.6000
1993-12-10,203.4000
1993-12-13,199.7000
1993-12-14,199.5000
1993-12-15,199.0000
1993-12-16,198.1000
1993-12-17,198.4000
1993-12-20,198.2000
1993-12-21,198.1000
1993-12-22,200.8000
1993-12-23,201.3000
1993-12-27,203.0600
1993-12-28,203.5000
1993-12-29,203.5400
1993-12-30,203.5600
1994-01-03,202.0000
1994-01-04,201.0000
1994-01-05,200.9000
1994-01-06,201.1000
1994-01-07,200.9000
1994-01-10,198.2000
1994-01-11,196.2000
1994-01-12,197.3000
1994-01-13,200.6000
1994-01-14,200.0000
1994-01-17,197.7000
1994-01-18,197.5000
1994-01-19,195.9000
1994-01-20,193.7000
1994-01-21,194.2000
1994-01-24,195.2000
1994-01-25,196.1000
1994-01-26,196.9000
1994-01-27,195.6000
1994-01-28,194.5000
1994-01-31,195.1000
1994-02-01,194.7000
1994-02-02,194.1000
1994-02-03,195.1000
1994-02-04,194.3000
1994-02-07,194.9000
1994-02-08,195.9000
1994-02-09,196.2000
1994-02-10,196.1000
1994-02-11,198.0000
1994-02-14,198.4000
1994-02-15,196.8000
1994-02-16,196.2000
1994-02-17,193.8000
1994-02-18,194.0000
1994-02-22,195.1000
1994-02-23,195.4000
1994-02-24,195.2200
1994-02-25,194.5000
1994-02-28,193.2800
1994-03-01,192.7000
1994-03-02,193.1000
1994-03-03,191.1000
1994-03-04,191.8000
1994-03-07,191.5000
1994-03-08,191.1000
1994-03-09,192.7000
1994-03-10,192.1000
1994-03-11,193.1000
1994-03-14,198.6000
1994-03-15,198.1000
1994-03-16,197.1000
1994-03-17,196.5000
1994-03-18,196.4000
1994-03-21,194.5000
1994-03-22,194.1000
1994-03-23,194.9000
1994-03-24,195.2000
1994-03-25,194.7000
1994-03-28,196.3000
1994-03-29,196.1000
1994-03-30,195.7000
1994-03-31,193.7000
1994-04-04,185.7000
1994-04-05,187.7000
1994-04-06,187.8000
1994-04-07,187.4000
1994-04-08,188.8000
1994-04-11,187.1000
1994-04-12,187.7000
1994-04-13,188.8000
1994-04-14,187.4000
1994-04-15,187.2000
1994-04-18,187.8000
1994-04-19,187.3000
1994-04-20,188.5000
1994-04-21,189.3000
1994-04-22,188.3000
1994-04-25,190.3800
1994-04-26,189.1600
1994-04-28,190.5000
1994-04-29,190.8600
1994-05-02,189.4000
1994-05-03,188.4000
1994-05-04,189.9000
1994-05-05,186.4000
1994-05-06,189.2000
1994-05-09,187.6000
1994-05-10,186.7000
1994-05-11,187.7000
1994-05-12,186.9000
1994-05-13,186.3000
1994-05-16,188.4000
1994-05-17,188.9000
1994-05-18,194.2000
1994-05-19,194.0000
1994-05-20,197.3000
1994-05-23,207.3000
1994-05-24,197.4000
1994-05-25,193.7000
1994-05-26,193.2000
1994-05-27,194.2000
1994-05-31,202.6000
1994-06-01,202.3000
1994-06-02,201.3000
1994-06-03,198.4000
1994-06-06,192.4000
1994-06-07,190.9000
1994-06-08,193.1000
1994-06-09,194.1000
1994-06-10,197.2000
1994-06-13,200.2000
1994-06-14,200.2000
1994-06-15,205.7000
1994-06-16,204.3000
1994-06-17,206.0000
1994-06-20,196.7000
1994-06-21,194.7000
1994-06-22,192.4000
1994-06-23,191.8000
1994-06-24,194.1000
1994-06-27,192.3600
1994-06-28,197.9200
1994-06-29,193.3600
1994-06-30,191.8400
1994-07-01,188.4000
1994-07-05,181.9000
1994-07-06,184.6000
1994-07-07,184.4000
1994-07-08,186.3000
1994-07-11,186.6000
1994-07-12,184.1000
1994-07-13,184.7000
1994-07-14,183.1000
1994-07-15,181.9000
1994-07-18,181.6000
1994-07-19,179.1000
1994-07-20,176.2000
1994-07-21,174.9000
1994-07-22,175.6000
1994-07-25,176.8000
1994-07-26,176.7600
1994-07-27,176.4800
1994-07-28,177.0000
1994-07-29,176.8200
1994-08-01,175.7000
1994-08-02,174.6000
1994-08-03,174.3000
1994-08-04,172.2000
1994-08-05,172.7000
1994-08-08,173.3000
1994-08-09,173.0000
1994-08-10,172.2000
1994-08-11,171.9000
1994-08-12,171.9000
1994-08-15,171.8000
1994-08-16,172.7000
1994-08-17,175.2000
1994-08-18,175.7000
1994-08-19,176.9000
1994-08-22,175.1000
1994-08-23,175.4000
1994-08-24,175.9000
1994-08-25,175.2000
1994-08-26,172.2600
1994-08-29,170.4400
1994-08-30,170.7600
1994-08-31,172.0000
1994-09-01,171.5000
1994-09-02,171.9000
1994-09-06,173.8000
1994-09-07,172.3000
1994-09-08,169.7000
1994-09-09,170.2000
1994-09-12,170.2000
1994-09-13,168.2000
1994-09-14,167.2000
1994-09-15,165.5000
1994-09-16,165.4000
1994-09-19,166.2000
1994-09-20,166.4000
1994-09-21,166.9000
1994-09-22,165.8000
1994-09-23,165.1000
1994-09-26,164.6000
1994-09-27,165.4400
1994-09-28,164.7000
1994-09-29,163.2200
1994-09-30,161.8400
1994-10-03,163.1000
1994-10-04,163.0000
1994-10-05,162.7000
1994-10-06,161.1000
1994-10-07,160.5000
1994-10-10,161.4000
1994-10-11,161.6000
1994-10-12,162.9000
1994-10-13,161.9000
1994-10-14,163.6000
1994-10-17,164.1000
1994-10-18,164.2000
1994-10-19,163.0000
1994-10-20,164.6000
1994-10-21,163.7000
1994-10-24,164.7000
1994-10-25,163.8000
1994-10-26,162.9000
1994-10-27,163.1000
1994-10-28,160.1000
1994-10-31,160.8000
1994-11-01,160.3000
1994-11-02,159.6000
1994-11-03,158.5000
1994-11-04,159.3000
1994-11-07,160.3000
1994-11-08,160.0000
1994-11-09,159.5000
1994-11-10,159.4000
1994-11-11,158.8000
1994-11-14,159.1000
1994-11-15,159.2000
1994-11-16,158.8000
1994-11-17,158.4000
1994-11-18,159.3000
1994-11-21,158.9000
1994-11-22,159.4000
1994-11-23,159.9000
1994-11-25,160.3600
1994-11-28,160.7600
1994-11-29,158.5600
1994-11-30,158.2000
1994-12-01,157.2000
1994-12-02,156.8000
1994-12-05,156.2000
1994-12-06,156.0000
1994-12-07,156.7000
1994-12-08,159.1000
1994-12-09,160.5000
1994-12-12,160.7000
1994-12-13,159.0000
1994-12-14,157.4000
1994-12-15,157.3000
1994-12-16,157.5000
1994-12-19,157.7000
1994-12-20,158.6000
1994-12-21,162.7000
1994-12-22,161.0000
1994-12-23,159.9000
1994-12-27,159.5800
1994-12-28,160.1000
1994-12-29,159.1600
1994-12-30,156.0800
1995-01-03,156.8000
1995-01-04,156.8000
1995-01-05,156.5000
1995-01-06,157.2000
1995-01-09,158.1000
1995-01-10,158.9000
1995-01-11,158.8000
1995-01-12,157.8000
1995-01-13,157.9000
1995-01-16,158.5000
1995-01-17,160.2000
1995-01-18,158.6000
1995-01-19,158.5000
1995-01-20,160.8000
1995-01-23,158.9000
1995-01-24,159.9000
1995-01-25,159.7000
1995-01-26,159.6000
1995-01-27,158.4000
1995-01-30,157.1000
1995-01-31,156.2000
1995-02-01,154.5000
1995-02-02,154.5000
1995-02-03,154.4000
1995-02-06,155.0000
1995-02-07,154.8000
1995-02-08,155.1000
1995-02-09,154.4000
1995-02-10,154.9000
1995-02-13,154.2000
1995-02-14,154.2000
1995-02-15,153.4000
1995-02-16,153.1000
1995-02-17,153.8000
1995-02-21,154.6000
1995-02-22,155.0000
1995-02-23,157.8800
1995-02-24,156.5400
1995-02-27,156.2200
1995-02-28,156.8000
1995-03-01,156.2000
1995-03-02,155.9000
1995-03-03,156.7000
1995-03-06,157.9000
1995-03-07,160.8000
1995-03-08,159.4000
1995-03-09,159.3000
1995-03-10,159.1000
1995-03-13,160.5000
1995-03-14,163.3000
1995-03-15,166.0000
1995-03-16,166.5000
1995-03-17,169.6000
1995-03-20,169.1000
1995-03-21,167.0000
1995-03-22,167.4000
1995-03-23,166.3000
1995-03-24,166.5000
1995-03-27,165.5000
1995-03-28,165.9000
1995-03-29,165.8000
1995-03-30,166.2000
1995-03-31,167.4000
1995-04-03,172.5000
1995-04-04,172.4000
1995-04-05,171.5000
1995-04-06,170.3000
1995-04-07,170.4000
1995-04-10,170.4000
1995-04-11,171.4000
1995-04-12,170.8000
1995-04-13,167.4000
1995-04-17,166.7000
1995-04-18,165.3000
1995-04-19,163.3000
1995-04-20,164.7000
1995-04-21,163.5000
1995-04-24,164.0000
1995-04-25,164.0000
1995-04-26,164.3600
1995-04-27,164.4400
1995-04-28,166.2200
1995-05-01,168.4000
1995-05-02,168.8000
1995-05-03,168.4000
1995-05-04,168.0000
1995-05-05,167.2000
1995-05-08,167.2000
1995-05-09,167.4000
1995-05-10,168.3000
1995-05-11,167.8000
1995-05-12,167.9000
1995-05-15,167.9000
1995-05-16,169.2000
1995-05-17,170.1000
1995-05-18,173.9000
1995-05-19,172.5000
1995-05-22,179.5000
1995-05-23,179.3000
1995-05-24,178.0000
1995-05-25,177.5000
1995-05-26,178.4000
1995-05-30,168.9000
1995-05-31,170.2000
1995-06-01,173.3000
1995-06-02,172.9000
1995-06-05,172.1000
1995-06-06,173.4000
1995-06-07,172.4000
1995-06-08,173.1000
1995-06-09,172.0000
1995-06-12,170.2000
1995-06-13,171.2000
1995-06-14,173.0000
1995-06-15,173.9000
1995-06-16,172.2000
1995-06-19,176.4000
1995-06-20,175.3000
1995-06-21,174.1000
1995-06-22,174.1000
1995-06-23,174.1000
1995-06-26,167.1000
1995-06-27,169.5600
1995-06-28,171.0200
1995-06-29,170.9600
1995-06-30,171.3200
1995-07-03,174.4000
1995-07-05,173.8000
1995-07-06,175.9000
1995-07-07,175.2000
1995-07-10,175.5000
1995-07-11,176.1000
1995-07-12,179.1000
1995-07-13,179.0000
1995-07-14,180.8000
1995-07-17,189.1000
1995-07-18,188.2000
1995-07-19,184.6000
1995-07-20,184.2000
1995-07-21,187.8000
1995-07-24,186.2000
1995-07-25,188.0000
1995-07-26,188.1800
1995-07-27,186.7000
1995-07-28,186.3800
1995-07-31,180.4000
1995-08-01,181.2000
1995-08-02,178.4000
1995-08-03,177.9000
1995-08-04,174.5000
1995-08-07,175.1000
1995-08-08,176.8000
1995-08-09,176.3000
1995-08-10,176.4000
1995-08-11,175.2000
1995-08-14,177.1000
1995-08-15,175.5000
1995-08-16,175.0000
1995-08-17,175.5000
1995-08-18,176.3000
1995-08-21,178.5000
1995-08-22,178.3000
1995-08-23,178.1000
1995-08-24,178.1000
1995-08-25,178.2000
1995-08-28,180.9200
1995-08-29,180.0400
1995-08-30,181.9400
1995-08-31,184.7200
1995-09-01,186.9000
1995-09-05,187.2000
1995-09-06,186.9000
1995-09-07,188.1000
1995-09-08,188.3000
1995-09-11,187.3000
1995-09-12,186.7000
1995-09-13,185.3000
1995-09-14,186.9000
1995-09-15,189.4000
1995-09-18,199.4000
1995-09-19,197.0000
1995-09-20,197.6000
1995-09-21,199.7000
1995-09-22,193.6000
1995-09-25,191.7000
1995-09-26,193.9400
1995-09-27,193.7400
1995-09-28,194.8800
1995-09-29,195.6600
1995-10-02,192.9000
1995-10-03,192.9000
1995-10-04,194.2000
1995-10-05,193.6000
1995-10-06,193.6000
1995-10-09,194.4000
1995-10-10,196.7000
1995-10-11,199.9000
1995-10-12,198.7000
1995-10-13,200.6000
1995-10-16,201.5000
1995-10-17,200.3000
1995-10-18,201.6000
1995-10-19,204.7000
1995-10-20,208.9000
1995-10-23,207.4000
1995-10-24,207.9000
1995-10-25,207.3000
1995-10-26,206.3000
1995-10-27,205.2000
1995-10-30,206.3000
1995-10-31,208.3000
1995-11-01,210.8000
1995-11-02,210.9000
1995-11-03,208.6000
1995-11-06,210.5000
1995-11-07,209.4000
1995-11-08,210.1000
1995-11-09,208.1000
1995-11-10,209.6000
1995-11-13,207.4000
1995-11-14,206.5000
1995-11-15,206.5000
1995-11-16,209.6000
1995-11-17,211.2000
1995-11-20,209.1000
1995-11-21,208.2000
1995-11-22,209.4000
1995-11-24,209.0000
1995-11-27,208.5800
1995-11-28,208.5800
1995-11-29,210.6200
1995-11-30,213.3200
1995-12-01,216.0000
1995-12-04,216.9000
1995-12-05,220.2000
1995-12-06,222.9000
1995-12-07,220.8000
1995-12-08,225.6000
1995-12-11,227.0000
1995-12-12,227.0000
1995-12-13,229.3000
1995-12-14,230.3000
1995-12-15,229.7000
1995-12-18,233.9000
1995-12-19,234.7000
1995-12-20,233.2000
1995-12-21,228.8000
1995-12-22,232.1000
1995-12-26,232.6800
1995-12-27,229.6200
1995-12-28,230.5000
1995-12-29,235.9200
1996-01-02,241.1000
1996-01-03,242.9000
1996-01-04,241.0000
1996-01-05,239.3000
1996-01-08,234.3000
1996-01-09,238.2000
1996-01-10,237.2000
1996-01-11,235.4000
1996-01-12,236.5000
1996-01-15,238.7000
1996-01-16,235.8000
1996-01-17,235.3000
1996-01-18,237.5000
1996-01-19,240.4000
1996-01-22,235.9000
1996-01-23,236.8000
1996-01-24,235.2000
1996-01-25,230.1000
1996-01-26,230.6000
1996-01-29,233.1000
1996-01-30,234.6000
1996-01-31,235.3000
1996-02-01,235.3000
1996-02-02,233.4000
1996-02-05,229.1000
1996-02-06,230.6000
1996-02-07,227.7000
1996-02-08,226.2000
1996-02-09,225.5000
1996-02-12,224.3000
1996-02-13,225.9000
1996-02-14,231.1000
1996-02-15,231.4000
1996-02-16,231.2000
1996-02-20,229.6000
1996-02-21,229.6000
1996-02-22,227.1000
1996-02-23,230.9000
1996-02-26,234.5400
1996-02-27,234.3000
1996-02-28,237.1400
1996-02-29,237.1200
1996-03-01,236.7000
1996-03-04,233.2000
1996-03-05,230.1000
1996-03-06,231.6000
1996-03-07,233.3000
1996-03-08,230.9000
1996-03-11,232.9000
1996-03-12,232.1000
1996-03-13,232.3000
1996-03-14,231.1000
1996-03-15,228.7000
1996-03-18,228.4000
1996-03-19,224.4000
1996-03-20,225.6000
1996-03-21,226.6000
1996-03-22,228.8000
1996-03-25,228.5000
1996-03-26,230.6000
1996-03-27,230.9000
1996-03-28,230.7000
1996-03-29,238.6000
1996-04-01,241.8000
1996-04-02,238.3000
1996-04-03,240.7000
1996-04-04,243.2000
1996-04-08,248.7000
1996-04-09,245.8000
1996-04-10,250.1000
1996-04-11,249.4000
1996-04-12,252.9000
1996-04-15,249.9000
1996-04-16,245.2000
1996-04-17,248.8000
1996-04-18,255.9000
1996-04-19,252.9000
1996-04-22,256.9000
1996-04-23,256.9000
1996-04-24,255.3000
1996-04-25,257.6200
1996-04-26,255.8400
1996-04-29,245.7800
1996-04-30,244.6800
1996-05-01,252.1000
1996-05-02,249.3000
1996-05-03,251.0000
1996-05-06,250.4000
1996-05-07,250.7000
1996-05-08,253.1000
1996-05-09,252.3000
1996-05-10,251.4000
1996-05-13,252.2000
1996-05-14,252.8000
1996-05-15,252.7000
1996-05-16,255.3000
1996-05-17,251.9000
1996-05-20,247.9000
1996-05-21,245.5000
1996-05-22,245.4000
1996-05-23,248.2000
1996-05-24,247.4000
1996-05-28,245.9000
1996-05-29,236.1000
1996-05-30,238.9000
1996-05-31,240.7000
1996-06-03,234.1000
1996-06-04,237.9000
1996-06-05,236.6000
1996-06-06,236.2000
1996-06-07,238.1000
1996-06-10,241.6000
1996-06-11,237.7000
1996-06-12,233.9000
1996-06-13,234.9000
1996-06-14,235.8000
1996-06-17,238.2000
1996-06-18,244.9000
1996-06-19,242.2000
1996-06-20,243.2000
1996-06-21,246.8000
1996-06-24,243.8000
1996-06-25,243.0200
1996-06-26,241.4000
1996-06-27,238.4800
1996-06-28,241.8200
1996-07-01,243.5000
1996-07-02,240.1000
1996-07-03,242.3000
1996-07-05,238.9000
1996-07-08,240.3000
1996-07-09,243.3000
1996-07-10,246.8000
1996-07-11,255.4000
1996-07-12,259.7000
1996-07-15,258.3000
1996-07-16,254.0000
1996-07-17,250.3000
1996-07-18,244.5000
1996-07-19,245.2000
1996-07-22,243.8000
1996-07-23,246.7000
1996-07-24,243.9000
1996-07-25,243.8000
1996-07-26,241.2600
1996-07-29,242.1600
1996-07-30,239.5400
1996-07-31,239.6200
1996-08-01,240.5000
1996-08-02,239.9000
1996-08-05,239.0000
1996-08-06,238.4000
1996-08-07,238.8000
1996-08-08,243.6000
1996-08-09,246.2000
1996-08-12,251.3000
1996-08-13,250.4000
1996-08-14,253.5000
1996-08-15,252.4000
1996-08-16,252.0000
1996-08-19,251.4000
1996-08-20,254.5000
1996-08-21,255.7000
1996-08-22,259.1000
1996-08-23,258.1000
1996-08-26,261.0000
1996-08-27,261.0200
1996-08-28,259.1600
1996-08-29,261.5600
1996-08-30,259.1000
1996-09-03,257.2000
1996-09-04,252.5000
1996-09-05,257.2000
1996-09-06,258.3000
1996-09-09,257.0000
1996-09-10,262.9000
1996-09-11,263.6000
1996-09-12,265.5000
1996-09-13,261.6000
1996-09-16,259.7000
1996-09-17,261.9000
1996-09-18,261.5000
1996-09-19,258.7000
1996-09-20,259.0000
1996-09-23,260.8000
1996-09-24,260.0000
1996-09-25,262.2200
1996-09-26,262.2200
1996-09-27,258.9800
1996-09-30,250.6600
1996-10-01,245.8000
1996-10-02,243.9000
1996-10-03,244.6000
1996-10-04,241.4000
1996-10-07,243.1000
1996-10-08,244.8000
1996-10-09,245.2000
1996-10-10,243.5000
1996-10-11,233.5000
1996-10-14,229.5000
1996-10-15,230.1000
1996-10-16,230.1000
1996-10-17,227.4000
1996-10-18,224.1000
1996-10-21,221.8000
1996-10-22,225.2000
1996-10-23,228.2000
1996-10-24,227.2000
1996-10-25,228.7000
1996-10-28,230.0000
1996-10-29,228.9000
1996-10-30,226.6000
1996-10-31,219.5000
1996-11-01,216.2000
1996-11-04,218.5000
1996-11-05,220.4000
1996-11-06,224.9000
1996-11-07,227.8000
1996-11-08,229.6000
1996-11-11,226.7000
1996-11-12,230.7000
1996-11-13,232.5000
1996-11-14,231.3000
1996-11-15,234.3000
1996-11-18,238.9000
1996-11-19,236.4000
1996-11-20,240.0000
1996-11-21,238.2000
1996-11-22,237.7000
1996-11-25,235.0800
1996-11-26,234.0200
1996-11-27,233.2000
1996-11-29,231.3400
1996-12-02,227.6000
1996-12-03,226.1000
1996-12-04,223.8000
1996-12-05,223.7000
1996-12-06,222.7000
1996-12-09,219.1000
1996-12-10,218.4000
1996-12-11,222.1000
1996-12-12,226.1000
1996-12-13,226.8000
1996-12-16,231.3000
1996-12-17,228.9000
1996-12-18,228.1000
1996-12-19,230.1000
1996-12-20,230.0000
1996-12-23,230.5000
1996-12-24,232.9000
1996-12-26,228.9600
1996-12-27,227.2600
1996-12-30,223.1600
1996-12-31,219.5000
1997-01-02,221.2000
1997-01-03,220.9000
1997-01-06,221.3000
1997-01-07,222.2000
1997-01-08,220.2000
1997-01-09,220.1000
1997-01-10,229.5000
1997-01-13,232.3000
1997-01-14,230.8000
1997-01-15,234.8000
1997-01-16,235.3000
1997-01-17,236.7000
1997-01-20,236.7000
1997-01-21,238.1000
1997-01-22,236.3000
1997-01-23,235.9000
1997-01-24,238.1000
1997-01-27,238.1000
1997-01-28,236.9000
1997-01-29,240.4000
1997-01-30,237.5000
1997-01-31,236.9000
1997-02-03,236.2000
1997-02-04,235.6000
1997-02-05,235.9000
1997-02-06,232.5000
1997-02-07,235.3000
1997-02-10,236.7000
1997-02-11,242.1000
1997-02-12,247.2000
1997-02-13,248.8000
1997-02-14,248.2000
1997-02-18,255.6000
1997-02-19,253.4000
1997-02-20,259.4000
1997-02-21,257.6000
1997-02-24,256.4000
1997-02-25,260.1600
1997-02-26,254.2800
1997-02-27,253.0200
1997-02-28,255.6400
1997-03-03,258.6000
1997-03-04,258.1000
1997-03-05,256.7000
1997-03-06,262.7000
1997-03-07,265.7000
1997-03-10,275.7000
1997-03-11,273.8000
1997-03-12,266.0000
1997-03-13,266.0000
1997-03-14,274.7000
1997-03-17,267.9000
1997-03-18,269.5000
1997-03-19,274.2000
1997-03-20,280.3000
1997-03-21,277.4000
1997-03-24,274.4000
1997-03-25,277.2000
1997-03-26,276.7000
1997-03-27,282.7000
1997-03-31,283.0000
1997-04-01,292.2000
1997-04-02,294.9000
1997-04-03,291.5000
1997-04-04,281.5000
1997-04-07,287.4000
1997-04-08,282.8000
1997-04-09,279.6000
1997-04-10,284.0000
1997-04-11,274.8000
1997-04-14,275.7000
1997-04-15,275.0000
1997-04-16,273.3000
1997-04-17,276.2000
1997-04-18,275.8000
1997-04-21,270.8000
1997-04-22,272.5000
1997-04-23,272.4000
1997-04-24,273.0000
1997-04-25,280.9800
1997-04-28,280.5000
1997-04-29,280.7000
1997-04-30,287.9600
1997-05-01,283.9000
1997-05-02,287.6000
1997-05-05,289.8000
1997-05-06,292.5000
1997-05-07,293.8000
1997-05-08,291.9000
1997-05-09,294.3000
1997-05-12,285.8000
1997-05-13,290.7000
1997-05-14,288.9000
1997-05-15,286.7000
1997-05-16,288.8000
1997-05-19,291.8000
1997-05-20,285.3000
1997-05-21,284.8000
1997-05-22,283.8000
1997-05-23,280.2000
1997-05-27,277.1000
