Ano,Mes,Estado_Production,Biodiesel_Production (m3)
2018,4,RJ,10516.158
2018,4,RO,642.162
2018,4,RS,123263.074
2018,4,SC,11857.619
2018,4,SP,21709.602
2018,4,TO,7718.779
2018,5,BA,23887.336
2018,5,GO,46878.974
2018,5,MG,8299.148
2018,5,MS,23544.102
2018,5,MT,67661.077
2018,5,PR,43351.57
2018,5,RJ,6086.29
2018,5,RO,817.694
2018,5,RS,102049.183
2018,5,SC,6826.086
2018,5,SP,14598.681
2018,5,TO,4414.479
2018,6,BA,34343.528
2018,6,GO,70029.017
2018,6,MG,10573.087
2018,6,MS,29436.22
2018,6,MT,99747.977
2018,6,PR,53566.71
2018,6,RJ,10415.511
2018,6,RO,1645.487
2018,6,RS,140701.654
2018,6,SC,8603.018
2018,6,SP,21526.914
2018,6,TO,9425.884
2018,7,BA,27457.345
2018,7,GO,67749.273
2018,7,MG,9421.847
2018,7,MS,24250.43
2018,7,MT,0
2018,7,PR,53480.152
2018,7,RJ,9622.774
2018,7,RO,1608.554
2018,7,RS,144354.364
2018,7,SC,10525.739
2018,7,SP,20787.827
2018,7,TO,11436.075
2018,8,BA,11381.045
2018,8,GO,77012.394
2018,8,MG,0
2018,8,MS,22307.889
2018,8,MT,0
2018,8,PR,54552
2018,8,RJ,11691.9
2018,8,RO,1755
2018,8,RS,156680
2018,8,SC,11216
2018,8,SP,21317
2018,8,TO,12232
2018,9,BA,32898.334
2018,9,GO,71146.72
2018,9,MG,10556
2018,9,MS,26095
2018,9,MT,0
2018,9,PR,47204
2018,9,RJ,10364
2018,9,RO,1584
2018,9,RS,128515.131
2018,9,SC,12571.376
2018,9,SP,23738
2018,9,TO,1914
2018,10,BA,30226.934
2018,10,GO,74180.773
2018,10,MG,12009.686
2018,10,MS,29133
2018,10,MT,0
2018,10,PR,54873
2018,10,RJ,9404.612
2018,10,RO,1802.074
2018,10,RS,140819.861
2018,10,SC,11124.279
2018,10,SP,20749
2018,10,TO,11231
2018,11,BA,41860.004
2018,11,GO,72757.361
2018,11,MG,9755.278
2018,11,MS,29854.377
2018,11,MT,0
2018,11,PR,54916.237
2018,11,RJ,7945.861
2018,11,RO,1600.963
2018,11,RS,133741.629
2018,11,SC,12611.64
2018,11,SP,19934.176
2018,11,TO,5268.253
2017,1,CE,0
2017,2,CE,0
2017,3,CE,0
2017,4,CE,0
2017,5,CE,0
2017,6,CE,0
2017,7,CE,0
2017,8,CE,0
2017,9,CE,0
2017,10,CE,0
2017,11,CE,0
2017,12,CE,0
2018,1,CE,0
2018,2,CE,0
2018,3,CE,0
2018,4,CE,0
2018,5,CE,0
2018,6,CE,0
2018,7,CE,0
2018,8,CE,0
2018,9,CE,0
2018,10,CE,0
2018,11,CE,0
2016,1,MA,0
2016,2,MA,0
2016,3,MA,0
2016,4,MA,0
2016,5,MA,0
2016,6,MA,0
2016,7,MA,0
2016,8,MA,0
2016,9,MA,0
2016,10,MA,0
2016,11,MA,0
2016,12,MA,0
2017,1,MA,0
2017,2,MA,0
2017,3,MA,0
2017,4,MA,0
2017,5,MA,0
2017,6,MA,0
2017,7,MA,0
2017,8,MA,0
2017,9,MA,0
2017,10,MA,0
2017,11,MA,0
2017,12,MA,0
2018,1,MA,0
2018,2,MA,0
2018,3,MA,0
2018,4,MA,0
2018,5,MA,0
2018,6,MA,0
2018,7,MA,0
2018,8,MA,0
2018,9,MA,0
2018,10,MA,0
2018,11,MA,0
2016,1,PA,0
2016,2,PA,0
2016,3,PA,0
2016,4,PA,0
2016,5,PA,0
2016,6,PA,0
2016,7,PA,0
2016,8,PA,0
2016,9,PA,0
2016,10,PA,0
2016,11,PA,0
2016,12,PA,0
2017,1,PA,0
2017,2,PA,0
2017,3,PA,0
2017,4,PA,0
2017,5,PA,0
2017,6,PA,0
2017,7,PA,0
2017,8,PA,0
2017,9,PA,0
2017,10,PA,0
2017,11,PA,0
2017,12,PA,0
2018,1,PA,0
2018,2,PA,0
2018,3,PA,0
2018,4,PA,0
2018,5,PA,0
2018,6,PA,0
2018,7,PA,0
2018,8,PA,0
2018,9,PA,0
2018,10,PA,0
2018,11,PA,0
2016,1,PI,0
2016,2,PI,0
2016,3,PI,0
2016,4,PI,0
2016,5,PI,0
2016,6,PI,0
2016,7,PI,0
2016,8,PI,0
2016,9,PI,0
2016,10,PI,0
2016,11,PI,0
2016,12,PI,0
2017,1,PI,0
2017,2,PI,0
2017,3,PI,0
2017,4,PI,0
2017,5,PI,0
2017,6,PI,0
2017,7,PI,0
2017,8,PI,0
2017,9,PI,0
2017,10,PI,0
2017,11,PI,0
2017,12,PI,0
2018,1,PI,0
2018,2,PI,0
2018,3,PI,0
2018,4,PI,0
2018,5,PI,0
2018,6,PI,0
2018,7,PI,0
2018,8,PI,0
2018,9,PI,0
2018,10,PI,0
2018,11,PI,0
2016,1,RN,0
2016,2,RN,0
2016,3,RN,0
2016,4,RN,0
2016,5,RN,0
2016,6,RN,0
2016,7,RN,0
2016,8,RN,0
2016,9,RN,0
2016,10,RN,0
2016,11,RN,0
2016,12,RN,0
2017,1,RN,0
2017,2,RN,0
2017,3,RN,0
2017,4,RN,0
2017,5,RN,0
2017,6,RN,0
2017,7,RN,0
2017,8,RN,0
2017,9,RN,0
2017,10,RN,0
2017,11,RN,0
2017,12,RN,0
2018,1,RN,0
2018,2,RN,0
2018,3,RN,0
2018,4,RN,0
2018,5,RN,0
2018,6,RN,0
2018,7,RN,0
2018,8,RN,0
2018,9,RN,0
2018,10,RN,0
2018,11,RN,0
