%Confiança,Ano,Estado,Microrregião,Mês,Produto,Produção,Produção Max,Produção Mín,Tipo,Tipo Ajustado,UF
70,2019,goiás,GO_Noroeste,8,Soja,0.006774539920057491,0.09253553639506673,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Noroeste,9,Soja,0.006535588979728283,0.09206751288949183,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Noroeste,10,Soja,0.003889114442342647,0.08688397065820448,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Noroeste,11,Soja,0.005132088680772995,0.08931853383509802,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Noroeste,12,Soja,0.005276030798155885,0.08960046741646269,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,2,Soja,341.7278279390405,720.7492054469908,162.00008124876248,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,3,Soja,316.47265485945115,667.4894797446308,150.0243573998559,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,4,Soja,96.11074044728916,202.7761681449541,45.531173943935705,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,5,Soja,0.12496564695675227,0.35522170820716603,0.015780768461482575,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,6,Soja,0.00706117126125402,0.10657720219512937,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,7,Soja,0.007129422821719228,0.10672113545496864,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,8,Soja,0.006774539920057491,0.10597273567408416,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,9,Soja,0.006535588979728283,0.10546882063465203,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,10,Soja,0.003889114442342647,0.09988776571591376,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,11,Soja,0.005132088680772995,0.10250902935902062,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Noroeste,12,Soja,0.005276030798155885,0.10281258371062504,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,2,Soja,341.7278279390405,784.7789398505179,148.7772198762827,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,3,Soja,316.47265485945115,726.7882829317826,137.77848661182222,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,4,Soja,96.11074044728916,220.79562406700632,41.809953328475984,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,5,Soja,0.12496564695675227,0.39411986889562745,0.007747860138195072,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,6,Soja,0.00706117126125402,0.12338887933979342,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,7,Soja,0.007129422821719228,0.12354559783919257,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,8,Soja,0.006774539920057491,0.122730719535578,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,9,Soja,0.006535588979728283,0.12218204295524412,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,10,Soja,0.003889114442342647,0.1161052365735156,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,11,Soja,0.005132088680772995,0.11895934065716207,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Noroeste,12,Soja,0.005276030798155885,0.11928985899964198,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,2,Soja,341.7278279390405,869.4689363564177,134.2790066624936,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,3,Soja,316.47265485945115,805.2208343316403,124.35149523135391,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,4,Soja,96.11074044728916,244.6293580859427,37.72981905354776,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,5,Soja,0.12496564695675227,0.4455691701223109,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,6,Soja,0.00706117126125402,0.14562512460776286,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,7,Soja,0.007129422821719228,0.14579875371758153,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,8,Soja,0.006774539920057491,0.14489594648672371,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,9,Soja,0.006535588979728283,0.14428806530749808,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,10,Soja,0.003889114442342647,0.13755554498193515,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,11,Soja,0.005132088680772995,0.14071761935906124,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Noroeste,12,Soja,0.005276030798155885,0.14108380207394994,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,2,Soja,341.7278279390405,993.339274746457,117.52537239497023,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,3,Soja,316.47265485945115,919.9388303586861,108.83572790303197,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,4,Soja,96.11074044728916,279.4893512354077,33.01495685663088,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,5,Soja,0.12496564695675227,0.5208205884221868,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,6,Soja,0.00706117126125402,0.17814857884684274,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,7,Soja,0.007129422821719228,0.17834694196447068,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,8,Soja,0.006774539920057491,0.1773155270299735,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,9,Soja,0.006535588979728283,0.17662105128230132,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,10,Soja,0.003889114442342647,0.1689294624544272,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,11,Soja,0.005132088680772995,0.17254198418119593,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Noroeste,12,Soja,0.005276030798155885,0.17296033076503156,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,2,Soja,341.7278279390405,1218.6235041049115,95.7849063465647,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,3,Soja,316.47265485945115,1128.577602678211,88.70158820354851,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,4,Soja,96.11074044728916,342.8895711281632,26.896684255104155,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,5,Soja,0.12496564695675227,0.6576810991801215,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,6,Soja,0.00706117126125402,0.23729931194046794,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,7,Soja,0.007129422821719228,0.23754265904668226,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,8,Soja,0.006774539920057491,0.2362773439890368,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,9,Soja,0.006535588979728283,0.2354253778294345,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,10,Soja,0.003889114442342647,0.2259895214775209,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,11,Soja,0.005132088680772995,0.2304212763261977,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Noroeste,12,Soja,0.005276030798155885,0.2309344938627461,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,2,Soja,2274.1886203550957,4454.888436512198,1160.8251558293698,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,3,Soja,2106.11618806566,4125.6917870148245,1075.0152226516884,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,4,Soja,639.6141442075292,1253.3137727086614,326.2877801184781,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,5,Soja,0.8316426963479688,2.156421139556761,0.15527270432442045,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,6,Soja,0.046991886571166035,0.6195574547431983,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,7,Soja,0.047446098693917534,0.6204471015873254,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,8,Soja,0.0450843634457665,0.6158212666416377,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,9,Soja,0.043494151982459005,0.6127065840099761,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,10,Soja,0.025881941957656574,0.5782102632783012,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,11,Soja,0.0341538988699192,0.5944122094464503,0.0,Prevista,Prevista,GO
70,2019,goiás,GO_Sudoeste,12,Soja,0.035111829417502176,0.5962884691186648,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,2,Soja,2274.1886203550957,4796.564713629114,1078.1057647381801,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,3,Soja,2106.11618806566,4442.122809245643,998.4076755835657,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,4,Soja,639.6141442075292,1349.469420900451,303.0086202788796,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,5,Soja,0.8316426963479688,2.363989995722393,0.1050205488736617,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,6,Soja,0.046991886571166035,0.7092681385745498,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,7,Soja,0.047446098693917534,0.7102260101754413,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,8,Soja,0.0450843634457665,0.7052454316974502,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,9,Soja,0.043494151982459005,0.7018918919660978,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,10,Soja,0.025881941957656574,0.6647501360186263,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,11,Soja,0.0341538988699192,0.6821945682852534,0.0,Prevista,Prevista,GO
75,2019,goiás,GO_Sudoeste,12,Soja,0.035111829417502176,0.684214713546005,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,2,Soja,2274.1886203550957,5222.68070840504,990.108012131416,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,3,Soja,2106.11618806566,4836.754596250575,916.9117665133417,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,4,Soja,639.6141442075292,1469.3883688247965,278.24400678940134,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,5,Soja,0.8316426963479688,2.6228561083359185,0.05156178080273073,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,6,Soja,0.046991886571166035,0.8211493543422603,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,7,Soja,0.047446098693917534,0.8221923113354973,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,8,Soja,0.0450843634457665,0.8167693202486106,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,9,Soja,0.043494151982459005,0.8131178937821852,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,10,Soja,0.025881941957656574,0.7726769264639092,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,11,Soja,0.0341538988699192,0.7916709049978895,0.0,Prevista,Prevista,GO
80,2019,goiás,GO_Sudoeste,12,Soja,0.035111829417502176,0.7938704948229841,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,2,Soja,2274.1886203550957,5786.290138380955,893.6228306197638,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,3,Soja,2106.11618806566,5358.720913523369,827.5555347214313,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,4,Soja,639.6141442075292,1628.0011660714526,251.09083347739983,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,5,Soja,0.8316426963479688,2.965249691207422,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,6,Soja,0.046991886571166035,0.96913091104727,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,7,Soja,0.047446098693917534,0.970286407654302,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,8,Soja,0.0450843634457665,0.9642782521488706,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,9,Soja,0.043494151982459005,0.9602328208222488,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,10,Soja,0.025881941957656574,0.9154280965390514,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,11,Soja,0.0341538988699192,0.9364716082967752,0.0,Prevista,Prevista,GO
85,2019,goiás,GO_Sudoeste,12,Soja,0.035111829417502176,0.9389085434688188,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,2,Soja,2274.1886203550957,6610.643588508565,782.1278884882453,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,3,Soja,2106.11618806566,6122.16579504817,724.2985605763768,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,4,Soja,639.6141442075292,1859.9933927633685,219.71356455716565,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,5,Soja,0.8316426963479688,3.4660456614837654,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,6,Soja,0.046991886571166035,1.185573540174768,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,7,Soja,0.047446098693917534,1.18689364087458,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,8,Soja,0.0450843634457665,1.1800296048929504,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,9,Soja,0.043494151982459005,1.175407889266237,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,10,Soja,0.025881941957656574,1.124220592374741,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,11,Soja,0.0341538988699192,1.1482618179645647,0.0,Prevista,Prevista,GO
90,2019,goiás,GO_Sudoeste,12,Soja,0.035111829417502176,1.1510459021465915,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,2,Soja,2274.1886203550957,8109.903493218046,637.4457278732192,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,3,Soja,2106.11618806566,7510.650673893221,590.3064544568451,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,4,Soja,639.6141442075292,2281.919987029012,178.99664076861038,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,5,Soja,0.8316426963479688,4.376848325752603,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,6,Soja,0.046991886571166035,1.5792199250725774,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,7,Soja,0.047446098693917534,1.5808393928902456,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,8,Soja,0.0450843634457665,1.5724187584847429,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,9,Soja,0.043494151982459005,1.566748948809656,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,10,Soja,0.025881941957656574,1.5039536029689442,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,11,Soja,0.0341538988699192,1.5334468008330129,0.0,Prevista,Prevista,GO
95,2019,goiás,GO_Sudoeste,12,Soja,0.035111829417502176,1.5368622484084238,0.0,Prevista,Prevista,GO
70,2019,maranhão,MA_Outros,2,Soja,128.4558376462957,355.1620213705752,46.39230779853841,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,3,Soja,154.11893333119482,426.0581002507783,55.681883336914154,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,4,Soja,200.64939499739867,554.6017226229053,72.52506717533306,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,5,Soja,32.743289491330124,90.7494794412498,11.746099992082708,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,6,Soja,0.07593239707408879,0.5036434049942616,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,7,Soja,0.03950363996648568,0.4030064409615841,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,8,Soja,0.02578298433252805,0.3651021796808385,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,9,Soja,0.02011812869013791,0.349452623703687,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,10,Soja,0.03435835685766223,0.3887922400864024,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,11,Soja,0.010342769166013416,0.3224475161198618,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Outros,12,Soja,0.015531650691325656,0.3367821606395815,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,2,Soja,128.4558376462957,397.1490012141989,41.47210639601685,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,3,Soja,154.11893333119482,476.42242703081376,49.77999107928788,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,4,Soja,200.64939499739867,620.1552465783473,64.84324434103917,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,5,Soja,32.743289491330124,101.49248030793451,10.487192394336557,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,6,Soja,0.07593239707408879,0.5828573601384307,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,7,Soja,0.03950363996648568,0.4703287544854364,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,8,Soja,0.02578298433252805,0.4279455833392559,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,9,Soja,0.02011812869013791,0.4104468170546777,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,10,Soja,0.03435835685766223,0.4544349502522691,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,11,Soja,0.010342769166013416,0.3802506845388945,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Outros,12,Soja,0.015531650691325656,0.3962791644899737,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,2,Soja,128.4558376462957,451.69091078655816,36.446050636391774,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,3,Soja,154.11893333119482,541.8466744317988,43.7511241392221,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,4,Soja,200.64939499739867,705.3105587499591,56.99615298397921,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,5,Soja,32.743289491330124,115.44784894813591,9.201200365789736,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,6,Soja,0.07593239707408879,0.6857578401070581,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,7,Soja,0.03950363996648568,0.5577817589667171,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,8,Soja,0.02578298433252805,0.5095803961388983,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,9,Soja,0.02011812869013791,0.4896794694287889,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,10,Soja,0.03435835685766223,0.5397061170588741,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,11,Soja,0.010342769166013416,0.4553381329966914,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Outros,12,Soja,0.015531650691325656,0.473566938364644,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,2,Soja,128.4558376462957,527.3903420411336,31.192464082737146,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,3,Soja,154.11893333119482,632.6498450091481,37.44932889362672,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,4,Soja,200.64939499739867,823.4987327658528,48.79382184990794,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,5,Soja,32.743289491330124,134.81668801692027,7.856991158332661,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,6,Soja,0.07593239707408879,0.8285747651198139,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,7,Soja,0.03950363996648568,0.6791589302583494,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,8,Soja,0.02578298433252805,0.6228824229281951,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,9,Soja,0.02011812869013791,0.5996475062749246,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,10,Soja,0.03435835685766223,0.6580550872413451,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,11,Soja,0.010342769166013416,0.5595529869902365,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Outros,12,Soja,0.015531650691325656,0.5808356528470952,0.0,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,2,Soja,128.4558376462957,645.0351004452854,25.474493755662774,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,3,Soja,154.11893333119482,773.7673790230863,30.59049486593806,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,4,Soja,200.64939499739867,1007.1753991276936,39.86645659981385,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,5,Soja,32.743289491330124,164.91787048357608,6.393962371593995,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,6,Soja,0.07593239707408879,1.050527061995678,0.0,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,7,Soja,0.03950363996648568,0.8677916287572629,0.0,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,8,Soja,0.02578298433252805,0.7989655103096741,0.0,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,9,Soja,0.02011812869013791,0.7705492278933521,0.0,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,10,Soja,0.03435835685766223,0.8419816475040477,0.0,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,11,Soja,0.010342769166013416,0.7215136664432086,0.0,Prevista,Prevista,MA
90,2019,maranhão,MA_Outros,12,Soja,0.015531650691325656,0.7475423478706318,0.0,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,2,Soja,128.4558376462957,878.5917545256268,18.659562514730656,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,3,Soja,154.11893333119482,1053.923839229651,22.415831546973514,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,4,Soja,200.64939499739867,1371.8232441317912,29.226425808817147,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,5,Soja,32.743289491330124,224.67685640135215,4.650259621350886,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,6,Soja,0.07593239707408879,1.4911623824889988,0.0,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,7,Soja,0.03950363996648568,1.2422785375594525,0.0,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,8,Soja,0.02578298433252805,1.1485380478950131,0.0,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,9,Soja,0.02011812869013791,1.1098353535076004,0.0,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,10,Soja,0.03435835685766223,1.207125599467372,0.0,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,11,Soja,0.010342769166013416,1.0430494058908206,0.0,Prevista,Prevista,MA
95,2019,maranhão,MA_Outros,12,Soja,0.015531650691325656,1.0785002114477855,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,2,Soja,641.9818851383153,1774.9881063158646,231.8541668649616,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,3,Soja,770.2379679147261,2129.304416126172,278.2805444086778,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,4,Soja,1002.7825843694313,2771.725021721325,362.4574810932769,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,5,Soja,163.64066513780492,453.5373631475781,58.703314338302185,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,6,Soja,0.3794862445326972,2.5170513734532483,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,7,Soja,0.1974267711004343,2.014099471320226,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,8,Soja,0.12885524853969393,1.8246658919854213,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,9,Soja,0.1005440812858411,1.746454332029283,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,10,Soja,0.17171226399591374,1.9430613648333075,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,11,Soja,0.05168990813037768,1.611491295761798,0.0,Prevista,Prevista,MA
70,2019,maranhão,MA_Sul,12,Soja,0.07762230641150313,1.6831313417120386,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,2,Soja,641.9818851383153,1984.8258292654007,207.26454735425912,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,3,Soja,770.2379679147261,2381.009484906296,248.78474268523308,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,4,Soja,1002.7825843694313,3099.3409219208424,324.0661460257518,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,5,Soja,163.64066513780492,507.22750346978944,52.41169001336184,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,6,Soja,0.3794862445326972,2.912937813373109,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,7,Soja,0.1974267711004343,2.3505552256077133,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,8,Soja,0.12885524853969393,2.138737463105664,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,9,Soja,0.1005440812858411,2.0512841314953016,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,10,Soja,0.17171226399591374,2.2711229896689806,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,11,Soja,0.05168990813037768,1.900373355997916,0.0,Prevista,Prevista,MA
75,2019,maranhão,MA_Sul,12,Soja,0.07762230641150313,1.9804786588275858,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,2,Soja,641.9818851383153,2257.4091432500913,182.1459010514032,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,3,Soja,770.2379679147261,2707.979301536121,218.65436142464185,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,4,Soja,1002.7825843694313,3524.920396074461,284.8488508481728,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,5,Soja,163.64066513780492,576.972047833009,45.98470621965847,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,6,Soja,0.3794862445326972,3.427202056418212,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,7,Soja,0.1974267711004343,2.787617843442903,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,8,Soja,0.12885524853969393,2.5467225883775413,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,9,Soja,0.1005440812858411,2.447264014291291,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,10,Soja,0.17171226399591374,2.6972814688591757,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,11,Soja,0.05168990813037768,2.275636813030478,0.0,Prevista,Prevista,MA
80,2019,maranhão,MA_Sul,12,Soja,0.07762230641150313,2.366738650427396,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Sul,2,Soja,641.9818851383153,2635.7310978702053,155.89012738435284,Prevista,Prevista,MA
85,2019,maranhão,MA_Sul,3,Soja,770.2379679147261,3161.7849960993817,187.15997031208929,Prevista,Prevista,MA
85,2019,maranhão,MA_Sul,4,Soja,1002.7825843694313,4115.587726933337,243.856178966035,Prevista,Prevista,MA
85,2019,maranhão,MA_Sul,5,Soja,163.64066513780492,673.7714151965788,39.26677127146454,Prevista,Prevista,MA
85,2019,maranhão,MA_Sul,6,Soja,0.3794862445326972,4.140956140540136,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Sul,7,Soja,0.1974267711004343,3.3942227799434703,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Sul,8,Soja,0.12885524853969393,3.1129704917890546,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Sul,9,Soja,0.1005440812858411,2.9968496843005648,0.0,Prevista,Prevista,MA
85,2019,maranhão,MA_Sul,10,Soja,0.17171226399591374,3.2887524083981545,0.0,Prevista,Prevista,MA
