Year,Month,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,lag6_sum_prod,lag9_sum_prod,lag12_sum_prod,CBOT_lag1,CBOT_lag2,CBOT_lag3,Year,Month,US_EXPORT,Inflation Rate,Interest_Rate,Real_vs_USD,Yaun_vs_USD,CBOT,Soya_Price_Metric_Ton,Soya_Price_Metric_Ton_lag_1,Soya_Price_Metric_Ton_lag_2
2017,12,0.0,0.0,0.0,0.0,0.0,0.0,228.511,2563.384,8569.484,7230.263000000001,994.6160000000001,0.0,0.0,-0.0,11361.379,19586.258,9.84,9.75,9.62,2017,12,16.45,2.95,7.0,3.3,6.59,9.73,410.52,419.02,417.7
2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.511,2563.384,8569.484,7230.263000000001,994.6160000000001,0.0,-0.0,2791.895,19586.258,9.73,9.84,9.75,2018,1,15.66,2.86,7.0,3.21,6.42,9.69,409.73,410.52,419.02
2018,2,112.62799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.511,2563.384,8569.484,7230.263000000001,994.6160000000001,112.628,341.139,18704.27,9.69,9.73,9.84,2018,2,14.03,2.84,6.75,3.25,6.32,10.11,425.4,409.73,410.52
2018,3,5469.630999999999,112.62799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.511,2563.384,8569.484,7230.263000000001,5582.259,5582.259,16943.638,10.11,9.69,9.73,2018,3,11.87,2.68,6.75,3.28,6.32,10.39,443.84,425.4,409.73
2018,4,10325.678,5469.630999999999,112.62799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.511,2563.384,8569.484,15907.937,15907.937,18699.832,10.39,10.11,9.69,2018,4,5.85,2.76,6.5,3.41,6.3,10.38,459.9,443.84,425.4
2018,5,3193.905,10325.678,5469.630999999999,112.62799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.511,2563.384,19101.842,19101.842,19330.353,10.38,10.39,10.11,2018,5,9.83,2.86,6.5,3.63,6.37,10.21,434.24,459.9,443.84
2018,6,68.676,3193.905,10325.678,5469.630999999999,112.62799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.511,19170.518,19170.518,19170.518,10.21,10.38,10.39,2018,6,9.49,4.39,6.5,3.77,6.47,9.25,412.55,434.24,459.9
2018,7,0.0,68.676,3193.905,10325.678,5469.630999999999,112.62799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19170.518,19170.518,19170.518,9.25,10.21,10.38,2018,7,8.81,4.48,6.5,3.82,6.72,8.51,404.38,412.55,434.24
2018,8,0.0,0.0,68.676,3193.905,10325.678,5469.630999999999,112.62799999999999,0.0,0.0,0.0,0.0,0.0,0.0,19057.89,19170.518,19170.518,8.51,9.25,10.21,2018,8,12.21,4.19,6.5,3.93,6.85,8.62,406.52,404.38,412.55
2018,9,0.0,0.0,0.0,68.676,3193.905,10325.678,5469.630999999999,112.62799999999999,0.0,0.0,0.0,0.0,0.0,13588.259,19170.518,19170.518,8.62,8.51,9.25,2018,9,10.53,4.53,6.5,4.11,6.86,8.34,382.98,406.52,404.38
2018,10,0.0,0.0,0.0,0.0,68.676,3193.905,10325.678,5469.630999999999,112.62799999999999,0.0,0.0,0.0,0.0,3262.581,19170.518,19170.518,8.34,8.62,8.51,2018,10,14.41,4.56,6.5,3.76,6.92,8.63,393.68,382.98,406.52
2018,11,0.0,0.0,0.0,0.0,0.0,68.676,3193.905,10325.678,5469.630999999999,112.62799999999999,0.0,0.0,0.0,68.676,19057.89,19170.518,8.63,8.34,8.62,2018,11,28.81,4.05,6.5,3.85,6.86,8.83,393.12,393.68,382.98
2018,12,0.0,0.0,0.0,0.0,0.0,0.0,68.676,3193.905,10325.678,5469.630999999999,112.62799999999999,0.0,0.0,-0.0,13588.259,19170.518,8.83,8.63,8.34,2018,12,14.72,3.75,6.5,3.97,6.75,9.01,394.48,393.12,393.68
2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.676,3193.905,10325.678,5469.630999999999,112.62799999999999,0.0,-0.0,3262.581,19170.518,9.01,8.83,8.63,2019,1,15.11,3.93,6.5,4.09,6.66,9.14,395.85,394.48,393.12
2019,2,3705.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.676,3193.905,10325.678,5469.630999999999,112.62799999999999,3705.005,3773.681,22762.895,9.14,9.01,8.83,2019,2,14.0,4.15,6.5,4.21,6.64,9.41,397.21,395.85,394.48
2019,3,5226.022,3705.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.676,3193.905,10325.678,5469.630999999999,8931.027,8931.027,22519.286,9.41,9.14,9.01,2019,3,12.0,4.52,6.5,4.08,6.74,9.62,398.57,397.21,395.85
2019,4,9568.484,5226.022,3705.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.676,3193.905,10325.678,18499.511,18499.511,21762.092,9.62,9.41,9.14,2019,4,6.14,4.8,6.5,4.06,6.78,9.81,399.93,398.57,397.21
2019,5,2971.547,9568.484,5226.022,3705.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.676,3193.905,21471.058,21471.058,21539.734,9.81,9.62,9.41,2019,5,10.16,4.92,6.5,4.18,6.8,9.9,401.3,399.93,398.57
2019,6,45.155,2971.547,9568.484,5226.022,3705.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.676,21516.213,21516.213,21516.213,9.9,9.81,9.62,2019,6,9.83,4.41,6.5,4.06,7.0,9.88,402.66,401.3,399.93
2019,7,0.003,45.155,2971.547,9568.484,5226.022,3705.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21516.216,21516.216,21516.216,9.88,9.9,9.81,2019,7,9.16,4.42,6.5,4.18,7.21,9.71,404.02,402.66,401.3
2019,8,0.003,0.003,45.155,2971.547,9568.484,5226.022,3705.005,0.0,0.0,0.0,0.0,0.0,0.0,17811.214,21516.219,21516.219,9.71,9.88,9.9,2019,8,12.57,4.69,6.5,4.3,7.29,9.26,405.38,404.02,402.66
2019,9,0.003,0.003,0.003,45.155,2971.547,9568.484,5226.022,3705.005,0.0,0.0,0.0,0.0,0.0,12585.195,21516.222,21516.222,9.26,9.71,9.88,2019,9,10.9,4.64,6.5,4.43,7.36,8.91,406.75,405.38,404.02
2019,10,0.004,0.003,0.003,0.003,45.155,2971.547,9568.484,5226.022,3705.005,0.0,0.0,0.0,0.0,3016.715,21516.226,21516.226,8.91,9.26,9.71,2019,10,14.77,4.68,6.5,4.51,7.3,8.72,408.11,406.75,405.38
2019,11,0.002,0.004,0.003,0.003,0.003,45.155,2971.547,9568.484,5226.022,3705.005,0.0,0.0,0.0,45.17,17811.223,21516.228,8.72,8.91,9.26,2019,11,29.17,5.19,6.5,4.6,7.35,8.74,409.47,408.11,406.75
2019,12,0.002,0.002,0.004,0.003,0.003,0.003,45.155,2971.547,9568.484,5226.022,3705.005,0.0,0.0,0.017,12585.203,21516.23,8.74,8.72,8.91,2019,12,15.09,5.53,6.5,4.46,7.13,8.85,410.83,409.47,408.11
