"Date","Predicted Export"
"1/1/2015",941.086183140851
"2/1/2015",11719.0814199075
"3/1/2015",14476.1638649738
"4/1/2015",7565.43034954496
"5/1/2015",23657.7351055646
"6/1/2015",45207.3213461862
"7/1/2015",13873.1656820173
"8/1/2015",21760.2077426461
"9/1/2015",9765.72687628536
"10/1/2015",9653.11392562769
"11/1/2015",7007.16677253975
"12/1/2015",4489.90521060698
"1/1/2016",6165.77710348451
"2/1/2016",8686.06549409932
"3/1/2016",12819.9117744694
"4/1/2016",42414.9928047519
"5/1/2016",11432.4637829046
"6/1/2016",28530.8960112711
"7/1/2016",15025.4664986997
"8/1/2016",19514.0167902094
"9/1/2016",2853.95741131862
"10/1/2016",5833.55417432472
"11/1/2016",6813.38544754163
"12/1/2016",6552.81762090808
"1/1/2017",10694.1486427714
"2/1/2017",5006.60833650771
"3/1/2017",18291.3740082433
"4/1/2017",36832.236175572
"5/1/2017",20934.9027371992
"6/1/2017",18382.3681020039
"7/1/2017",13530.4898232139
"8/1/2017",10025.2455695614
"9/1/2017",10149.4798879118
"10/1/2017",14294.0594941274
"11/1/2017",12213.0811663674
"12/1/2017",21847.8097846917
"1/1/2018",24977.0927298385
"2/1/2018",10863.9884699512
"3/1/2018",3796.7138196974
"4/1/2018",39314.1262164795
"5/1/2018",43852.9028736874
"6/1/2018",19570.1801614048
"7/1/2018",13823.1873026106
"8/1/2018",26627.5562311769
"9/1/2018",7139.74599060491
"10/1/2018",23460.4632409868
"11/1/2018",16055.5392374994
"12/1/2018",8833.16326029317
"1/1/2019",30751.420671364
"2/1/2019",12207.0020406463
"3/1/2019",20885.2909474271
"4/1/2019",19661.1532618828
"5/1/2019",18891.5768797968
"6/1/2019",19139.9254293849
"7/1/2019",11973.5665140248
"8/1/2019",24618.9320464286
"9/1/2019",11948.3567208024
"10/1/2019",12297.0185081718
"11/1/2019",22882.3946771083
"12/1/2019",10794.2777267168
