"","Point Forecast","Lo 70","Hi 70","Lo 75","Hi 75","Lo 80","Hi 80","Lo 85","Hi 85","Lo 95","Hi 95","State"
"Feb 2019",76.6172427270618,14.0041654667196,139.230319987404,7.12226566437877,146.112219789745,0,154.038414217637,0,163.582305916107,0,195.022706730332,"MA"
"Mar 2019",175.573627521604,110.706620582516,240.440634460691,103.576987896098,247.570267147109,95.3654683309948,255.781786712213,85.4780180391582,265.669237004049,52.9058336486012,298.241421394606,"MA"
"Apr 2019",266.781980970178,199.365538267807,334.198423672548,191.955693168214,341.608268772141,183.421440327167,350.142521613189,173.145388486235,360.418573454121,139.293035706661,394.270926233694,"MA"
"May 2019",370.425138991802,302.449529420846,438.400748562757,294.978225429105,445.872052554498,286.373187609712,454.477090373891,276.011903924752,464.838374058851,241.87877225298,498.971505730623,"MA"
"Jun 2019",370.676193547871,302.400354260746,438.952032834997,294.896051558276,446.456335537466,286.253007635246,455.099379460497,275.84596098796,465.506426107783,241.562072588907,499.790314506836,"MA"
"Jul 2019",430.076186178117,361.703077937482,498.449294418752,354.18808425445,505.964288101784,345.532727046862,514.619645309372,335.110854034246,525.041518321988,300.778123204523,559.374249151711,"MA"
"Aug 2019",411.795733017539,343.380721647269,480.210744387809,335.86112232669,487.730343708388,327.20046059859,496.391005436488,316.772200438935,506.819265596144,282.418428458564,541.173037576514,"MA"
"Sep 2019",177.680414049495,109.250033444288,246.110794654703,101.728744867414,253.632083231576,93.0661375466421,262.294690552348,82.6355347084257,272.725293390565,48.2740452522857,307.086782846705,"MA"
"Oct 2019",203.039585858403,134.603030003503,271.476141713304,127.08106269542,278.998109021386,118.417673649299,287.661498067508,107.986129539436,298.09304217737,73.6215392562173,332.457632460589,"MA"
"Nov 2019",59.8101001327514,0,128.249012646897,0,135.771238979028,0,144.434926354831,0,154.866829681994,0,189.232603333201,"MA"
"Dec 2019",87.5494915280687,19.1096530131065,155.989330043031,11.5873249027985,163.511658153339,2.92352030447853,172.175462751659,0,182.607507225878,0,216.973745857215,"MA"
