Year,Month,Estado,UF,Tonnes,Argentina_Production,Exchange_Rate,Interest_Rate,Soya_Prod,Biodiesel_Prod,Biodiesel_Consump,CBOT_Soya,CBOT_Soyameal
2012.0,6.0,MARANHÃO,MA,0.0,0.0,2.048195238095238,7.6076,0.0,0.0,9885.161742,14.193738095238094,420.4380952380952
2012.0,6.0,MINAS GERAIS,MG,9367.795,0.0,2.048195238095238,7.6076,0.0,7053.05,26733.87126,14.193738095238094,420.4380952380952
2012.0,6.0,MATO GROSSO DO SUL,MS,31199.092,0.0,2.048195238095238,7.6076,0.0,5726.289000000001,725.0593892999999,14.193738095238094,420.4380952380952
2012.0,6.0,MATO GROSSO,MT,358307.899,0.0,2.048195238095238,7.6076,0.0,38500.024,4873.952046,14.193738095238094,420.4380952380952
2012.0,6.0,PARÁ,PA,0.0,0.0,2.048195238095238,7.6076,79.17899999999999,0.0,6949.433594,14.193738095238094,420.4380952380952
2012.0,6.0,PARAÍBA,PB,0.0,0.0,2.048195238095238,7.6076,0.0,0.0,1289.0148789999998,14.193738095238094,420.4380952380952
2012.0,6.0,PERNAMBUCO,PE,0.0,0.0,2.048195238095238,7.6076,0.0,0.0,8857.856344,14.193738095238094,420.4380952380952
2012.0,6.0,PIAUÍ,PI,0.0,0.0,2.048195238095238,7.6076,0.0,0.0,558.2154230000001,14.193738095238094,420.4380952380952
2012.0,6.0,PARANÁ,PR,248498.255,0.0,2.048195238095238,7.6076,0.0,9515.51,4015.0509700000002,14.193738095238094,420.4380952380952
2012.0,6.0,RIO DE JANEIRO,RJ,0.0,0.0,2.048195238095238,7.6076,0.0,567.029,3231.170446,14.193738095238094,420.4380952380952
2012.0,6.0,RIO GRANDE DO NORTE,RN,0.0,0.0,2.048195238095238,7.6076,0.0,0.0,2705.196406,14.193738095238094,420.4380952380952
2012.0,6.0,RONDÔNIA,RO,0.0,0.0,2.048195238095238,7.6076,0.0,464.465,0.0,14.193738095238094,420.4380952380952
2012.0,6.0,RORAIMA,RR,0.0,0.0,2.048195238095238,7.6076,2.59,0.0,125.11725,14.193738095238094,420.4380952380952
2012.0,6.0,RIO GRANDE DO SUL,RS,359562.888,0.0,2.048195238095238,7.6076,0.0,67087.859,39997.38775,14.193738095238094,420.4380952380952
2012.0,6.0,SANTA CATARINA,SC,3505.303,0.0,2.048195238095238,7.6076,0.0,0.0,4355.605977,14.193738095238094,420.4380952380952
2012.0,6.0,SERGIPE,SE,0.0,0.0,2.048195238095238,7.6076,0.0,0.0,139.063895,14.193738095238094,420.4380952380952
2012.0,6.0,SÃO PAULO,SP,44558.354,0.0,2.048195238095238,7.6076,0.0,3691.0370000000003,39110.9585,14.193738095238094,420.4380952380952
2012.0,6.0,TOCANTINS,TO,0.0,0.0,2.048195238095238,7.6076,0.0,8015.397,2736.9462120000003,14.193738095238094,420.4380952380952
2012.0,7.0,ACRE,AC,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,0.0,16.316809523809525,493.85809523809525
2012.0,7.0,ALAGOAS,AL,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,1278.969215,16.316809523809525,493.85809523809525
2012.0,7.0,AMAZONAS,AM,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,0.0,16.316809523809525,493.85809523809525
2012.0,7.0,AMAPÁ,AP,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,0.0,16.316809523809525,493.85809523809525
2012.0,7.0,BAHIA,BA,147085.787,0.0,2.029552380952381,7.2953,0.0,22493.707000000002,25623.79539,16.316809523809525,493.85809523809525
2012.0,7.0,CEARÁ,CE,0.0,0.0,2.029552380952381,7.2953,0.0,5084.3,4921.250274,16.316809523809525,493.85809523809525
2012.0,7.0,DISTRITO FEDERAL,DF,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,10415.9601,16.316809523809525,493.85809523809525
2012.0,7.0,ESPÍRITO SANTO,ES,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,2283.5738,16.316809523809525,493.85809523809525
2012.0,7.0,GOIÁS,GO,165247.543,0.0,2.029552380952381,7.2953,0.0,44886.527,11132.4653,16.316809523809525,493.85809523809525
2012.0,7.0,MARANHÃO,MA,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,8570.302969,16.316809523809525,493.85809523809525
2012.0,7.0,MINAS GERAIS,MG,25243.345,0.0,2.029552380952381,7.2953,0.0,6832.73,29451.81329,16.316809523809525,493.85809523809525
2012.0,7.0,MATO GROSSO DO SUL,MS,52685.078,0.0,2.029552380952381,7.2953,0.0,4916.984,227.79516859999998,16.316809523809525,493.85809523809525
2012.0,7.0,MATO GROSSO,MT,454941.304,0.0,2.029552380952381,7.2953,0.0,47561.912000000004,7086.210353,16.316809523809525,493.85809523809525
2012.0,7.0,PARÁ,PA,1.0,0.0,2.029552380952381,7.2953,0.0,0.0,7442.258162,16.316809523809525,493.85809523809525
2012.0,7.0,PARAÍBA,PB,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,2436.3697190000003,16.316809523809525,493.85809523809525
2012.0,7.0,PERNAMBUCO,PE,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,10220.330409999999,16.316809523809525,493.85809523809525
2012.0,7.0,PIAUÍ,PI,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,219.82565060000002,16.316809523809525,493.85809523809525
2012.0,7.0,PARANÁ,PR,323267.489,0.0,2.029552380952381,7.2953,0.0,11131.506000000001,4356.445425,16.316809523809525,493.85809523809525
2012.0,7.0,RIO DE JANEIRO,RJ,0.0,0.0,2.029552380952381,7.2953,0.0,1820.8410000000001,4871.17972,16.316809523809525,493.85809523809525
2012.0,7.0,RIO GRANDE DO NORTE,RN,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,3536.167042,16.316809523809525,493.85809523809525
2012.0,7.0,RONDÔNIA,RO,0.0,0.0,2.029552380952381,7.2953,0.0,771.595,142.44873080000002,16.316809523809525,493.85809523809525
2012.0,7.0,RORAIMA,RR,0.0,0.0,2.029552380952381,7.2953,0.0,0.0,0.0,16.316809523809525,493.85809523809525
2012.0,7.0,RIO GRANDE DO SUL,RS,293240.56399999995,0.0,2.029552380952381,7.2953,0.0,62823.509000000005,36070.284569999996,16.316809523809525,493.85809523809525
