"Year","Predicted Production"
"1/1/2012",0
"2/1/2012",0
"3/1/2012",1559.32895398877
"4/1/2012",1623.27807650239
"5/1/2012",7.25490931600278e-05
"6/1/2012",8.70595386819834e-05
"7/1/2012",0.000101570193174325
"8/1/2012",0.00011608105663996
"9/1/2012",0.000130592129082022
"10/1/2012",0.000157015233647058
"11/1/2012",0.000192553298598434
"12/1/2012",0.000112088298838471
"1/1/2013",0.117914715218863
"2/1/2013",0.249275080549633
"3/1/2013",1396.11515437806
"4/1/2013",1294.60132197384
"5/1/2013",0.114846297249613
"6/1/2013",0.114846301094034
"7/1/2013",0.114846304938455
"8/1/2013",0.114846308782876
"9/1/2013",0.114846312627297
"10/1/2013",0.116743332559694
"11/1/2013",0.116497491828694
"12/1/2013",0.0988615032475348
"1/1/2014",0.209613703165112
"2/1/2014",9.73814252043338
"3/1/2014",1328.59977494395
"4/1/2014",1967.59230643694
"5/1/2014",0.233422084386277
"6/1/2014",0.233422084386277
"7/1/2014",0.233422084386277
"8/1/2014",0.233422084386277
"9/1/2014",0.233422084386277
"10/1/2014",0.233975642811699
"11/1/2014",0.235250736371481
"12/1/2014",0.227825594397314
"1/1/2015",0.330071402151201
"2/1/2015",37.7920474197017
"3/1/2015",1802.78573956635
"4/1/2015",2337.27475157394
"5/1/2015",0.314217916749576
"6/1/2015",0.314217916749575
"7/1/2015",0.314217916749575
"8/1/2015",0.314217916749575
"9/1/2015",0.314217916749575
"10/1/2015",0.316835786059106
"11/1/2015",0.312630901176368
"12/1/2015",0.296833766873441
"1/1/2016",0.215975917731774
"2/1/2016",70.1671968730054
"3/1/2016",1276.17972510587
"4/1/2016",1774.40658143675
"5/1/2016",88.7134890632258
"6/1/2016",0.202647016941827
"7/1/2016",0.202647016941827
"8/1/2016",0.202647016941827
"9/1/2016",0.202647016941827
"10/1/2016",0.207137109784116
"11/1/2016",0.203385451918445
"12/1/2016",0.166620973951474
"1/1/2017",0.26695539066704
"2/1/2017",117.545630864226
"3/1/2017",1840.99898054138
"4/1/2017",2786.77716058159
"5/1/2017",375.678849489172
"6/1/2017",0.2984600128532
"7/1/2017",0.298460012853199
"8/1/2017",0.2984600128532
"9/1/2017",0.298460012853199
"10/1/2017",0.301942921632025
"11/1/2017",0.300034296620232
"12/1/2017",0.269205863302065
"1/1/2018",0.236967885211287
"2/1/2018",231.845823482412
"3/1/2018",2351.51657693099
"4/1/2018",3359.64972179888
"5/1/2018",388.131576764935
"6/1/2018",0.278020158168652
"7/1/2018",0.278020158168652
"8/1/2018",0.278020158168652
"9/1/2018",0.278020158168651
"10/1/2018",0.289871258814927
"11/1/2018",0.279220296397701
"12/1/2018",0.166160949676579
"1/1/2019",0.173346061688815
"2/1/2019",161.526865237439
"3/1/2019",1743.87288379012
"4/1/2019",3218.62557019832
"5/1/2019",315.283979721706
"6/1/2019",0.190115458508776
"7/1/2019",0.190115458508776
"8/1/2019",0.190115458508776
"9/1/2019",0.190115458508776
"10/1/2019",0.189132877405155
"11/1/2019",0.18927074034716
"12/1/2019",0.197089538934761
