"Year","Predicted Production"
"1/1/2012",0.663410479869452
"2/1/2012",209.112760039713
"3/1/2012",326.00066302325
"4/1/2012",344.318368235448
"5/1/2012",198.854498299822
"6/1/2012",0.8199631786832
"7/1/2012",1.6756495171083
"8/1/2012",1.3869836987683
"9/1/2012",0.795169290148924
"10/1/2012",0.243578386054202
"11/1/2012",0.220630116731634
"12/1/2012",0.79432573440381
"1/1/2013",20.3196863362292
"2/1/2013",66.8944092379378
"3/1/2013",1159.47897119916
"4/1/2013",318.003327476802
"5/1/2013",3.82599199071383
"6/1/2013",7.21263434746116
"7/1/2013",0.0302599352644204
"8/1/2013",1.26928687061039
"9/1/2013",1.14992362796909
"10/1/2013",0.0291161626592468
"11/1/2013",0.132887630977373
"12/1/2013",0.153505184220171
"1/1/2014",0
"2/1/2014",382.821172076454
"3/1/2014",823.790613349448
"4/1/2014",392.352685716476
"5/1/2014",39.3121290813043
"6/1/2014",2.81547675179173
"7/1/2014",0.565074329464706
"8/1/2014",1.1032557377413
"9/1/2014",0.786212521037094
"10/1/2014",0.051951823172826
"11/1/2014",0.145261043973734
"12/1/2014",0.637167569135726
"1/1/2015",1.4171231185442
"2/1/2015",274.452963852276
"3/1/2015",937.159431775814
"4/1/2015",296.974521865831
"5/1/2015",407.279667342488
"6/1/2015",0
"7/1/2015",1.64080348474924
"8/1/2015",0.740785428192348
"9/1/2015",0
"10/1/2015",0.322350873381716
"11/1/2015",0.103946606364164
"12/1/2015",0.228405652357548
"1/1/2016",73.2731749595694
"2/1/2016",408.236977733244
"3/1/2016",924.084521690895
"4/1/2016",714.819143264958
"5/1/2016",7.09537359646009
"6/1/2016",4.4215951208856
"7/1/2016",0.412707505401125
"8/1/2016",1.26119507152166
"9/1/2016",0.982894171155012
"10/1/2016",0.0979369536685096
"11/1/2016",0.103008781207281
"12/1/2016",0.444571151034031
"1/1/2017",12.8238608127439
"2/1/2017",267.145245519386
"3/1/2017",1069.88716436418
"4/1/2017",347.158360661382
"5/1/2017",592.535409526202
"6/1/2017",0.589277037749074
"7/1/2017",0.842529688318526
"8/1/2017",0.761455276199504
"9/1/2017",0.059969238189636
"10/1/2017",0.125238140104588
"11/1/2017",0.122663261691395
"12/1/2017",0.580826473849009
"1/1/2018",73.7524140768
"2/1/2018",986.079347330262
"3/1/2018",879.92037107781
"4/1/2018",286.177883567257
"5/1/2018",72.6588164453839
"6/1/2018",3.91730204944132
"7/1/2018",0.670844816087219
"8/1/2018",1.43646713625576
"9/1/2018",0.499600608888637
"10/1/2018",0.194617225681614
"11/1/2018",0.133268855743025
"12/1/2018",0.439066810389011
"1/1/2019",70.3325553524344
"2/1/2019",465.874617378991
"3/1/2019",1331.61414445682
"4/1/2019",417.449359907865
"5/1/2019",119.983000137751
"6/1/2019",1.36365942594596
"7/1/2019",1.36147036584694
"8/1/2019",1.36445158348874
"9/1/2019",0.835312884912711
"10/1/2019",0.367373030821316
"11/1/2019",0.271345831767329
"12/1/2019",0.635509643356858
