"Date","Predicted Plantation"
"1/1/2011",0
"2/1/2011",0
"3/1/2011",0
"4/1/2011",0
"5/1/2011",0
"6/1/2011",0
"7/1/2011",0
"8/1/2011",0
"9/1/2011",6.74242226411751
"10/1/2011",100.572466987733
"11/1/2011",83.8140817092129
"12/1/2011",3.26925396906698
"1/1/2012",1.11313730455413
"2/1/2012",0
"3/1/2012",0.024011970758786
"4/1/2012",0
"5/1/2012",0.135373181111812
"6/1/2012",0.108650197240521
"7/1/2012",0.229639379920334
"8/1/2012",0
"9/1/2012",7.97584700621264
"10/1/2012",96.6393999262935
"11/1/2012",68.6718360788645
"12/1/2012",1.72197170886839
"1/1/2013",3.0320700413087
"2/1/2013",0
"3/1/2013",0
"4/1/2013",0
"5/1/2013",0.0170744678696171
"6/1/2013",0
"7/1/2013",0
"8/1/2013",0.0033989913358401
"9/1/2013",13.5384614801335
"10/1/2013",139.09035464915
"11/1/2013",114.661029348872
"12/1/2013",3.18367662825439
"1/1/2014",1.09837150296295
"2/1/2014",0.30426743537374
"3/1/2014",0.313790361036481
"4/1/2014",0.221027150030424
"5/1/2014",0.192952934374359
"6/1/2014",0.211066403210116
"7/1/2014",0.303648887107281
"8/1/2014",0.51865709533889
"9/1/2014",11.9088888329625
"10/1/2014",138.066383551148
"11/1/2014",158.744767942505
"12/1/2014",7.40847048435959
"1/1/2015",2.47381081007652
"2/1/2015",0.21703925150728
"3/1/2015",0.337790354469846
"4/1/2015",0.362116343194261
"5/1/2015",0.387999277470266
"6/1/2015",0.437505782717362
"7/1/2015",0.422596894387514
"8/1/2015",0.263826289025505
"9/1/2015",12.352429308112
"10/1/2015",143.422633183976
"11/1/2015",134.414869825446
"12/1/2015",2.15022890057127
"1/1/2016",5.42271990221226
"2/1/2016",0.285709353699292
"3/1/2016",0.373166853555821
"4/1/2016",0.425085136627114
"5/1/2016",0.345844879912675
"6/1/2016",0.314085991293868
"7/1/2016",0.126159056023892
"8/1/2016",0.39419486683243
"9/1/2016",12.0281141730136
"10/1/2016",153.875703540936
"11/1/2016",154.352572306424
"12/1/2016",5.92727646582332
"1/1/2017",5.55915755640636
"2/1/2017",0.21624801617676
"3/1/2017",0.235622435961299
"4/1/2017",0.308672462870625
"5/1/2017",0.331846518685276
"6/1/2017",0.299905361166019
"7/1/2017",0.346675494406519
"8/1/2017",0.326101110189414
"9/1/2017",13.2655327319352
"10/1/2017",149.239197980037
"11/1/2017",161.600796564078
"12/1/2017",5.04035570476865
"1/1/2018",7.43935227205526
"2/1/2018",0.206894255508021
"3/1/2018",0.21552942702674
"4/1/2018",0.151656448495546
"5/1/2018",0.103181488254125
"6/1/2018",0
"7/1/2018",0.111734568889567
"8/1/2018",0.257730289681331
"9/1/2018",10.4891396025226
"10/1/2018",152.534608125057
"11/1/2018",132.386059657584
"12/1/2018",5.23500058645376
"1/1/2019",8.44609970441207
"2/1/2019",0.0356934410679075
"3/1/2019",0.0411689920791327
"4/1/2019",0.0518133191473049
"5/1/2019",0.0716123530761266
"6/1/2019",0.072679692921255
"7/1/2019",0.0868940014556563
"8/1/2019",0.0279117307293602
"9/1/2019",13.7723503748535
"10/1/2019",155.026213185566
"11/1/2019",128.414587528522
"12/1/2019",2.56203950574547
