DATE,DEXBZUS
1995-01-01,0.84609090909090909091
1995-02-01,0.84115000000000000000
1995-03-01,0.89052173913043478261
1995-04-01,0.90740000000000000000
1995-05-01,0.89750000000000000000
1995-06-01,0.91372727272727272727
1995-07-01,0.92882500000000000000
1995-08-01,0.94126086956521739130
1995-09-01,0.95191500000000000000
1995-10-01,0.95927619047619047619
1995-11-01,0.96300000000000000000
1995-12-01,0.96757647058823529412
1996-01-01,0.97452380952380952381
1996-02-01,0.98096000000000000000
1996-03-01,0.98617500000000000000
1996-04-01,0.98978181818181818182
1996-05-01,0.99503181818181818182
1996-06-01,1.00133000000000000000
1996-07-01,1.00690000000000000000
1996-08-01,1.01469090909090909091
1996-09-01,1.01942500000000000000
1996-10-01,1.02535000000000000000
1996-11-01,1.03037368421052631579
1996-12-01,1.03717142857142857143
1997-01-01,1.04255238095238095238
1997-02-01,1.04878947368421052632
1997-03-01,1.0570047619047619
1997-04-01,1.0610045454545455
1997-05-01,1.0680000000000000
1997-06-01,1.0746142857142857
1997-07-01,1.0804772727272727
1997-08-01,1.0878619047619048
1997-09-01,1.0935476190476190
1997-10-01,1.0998954545454545
1997-11-01,1.1072444444444444
1997-12-01,1.1136272727272727
1998-01-01,1.1198650000000000
1998-02-01,1.1273000000000000
1998-03-01,1.1334318181818182
1998-04-01,1.1409136363636364
1998-05-01,1.1474950000000000
1998-06-01,1.1543363636363636
1998-07-01,1.1613739130434783
1998-08-01,1.1716666666666667
1998-09-01,1.1805428571428571
1998-10-01,1.1888952380952381
1998-11-01,1.1931631578947368
1998-12-01,1.2052409090909091
1999-01-01,1.5119526315789474
1999-02-01,1.9260526315789474
1999-03-01,1.9056521739130435
1999-04-01,1.7024818181818182
1999-05-01,1.6852750000000000
1999-06-01,1.7669318181818182
1999-07-01,1.8022857142857143
1999-08-01,1.8858863636363636
1999-09-01,1.8986904761904762
1999-10-01,1.9688000000000000
1999-11-01,1.9313500000000000
1999-12-01,1.8442173913043478
2000-01-01,1.8057350000000000
2000-02-01,1.7765000000000000
2000-03-01,1.7423782608695652
2000-04-01,1.7696250000000000
2000-05-01,1.8277500000000000
2000-06-01,1.8098636363636364
2000-07-01,1.7981500000000000
2000-08-01,1.8091130434782609
2000-09-01,1.8397250000000000
2000-10-01,1.8813333333333333
2000-11-01,1.9482714285714286
2000-12-01,1.9632000000000000
2001-01-01,1.9561190476190476
2001-02-01,2.0060000000000000
2001-03-01,2.0955227272727273
2001-04-01,2.1934380952380952
2001-05-01,2.2925681818181818
2001-06-01,2.3787857142857143
2001-07-01,2.4730952380952381
2001-08-01,2.5122391304347826
2001-09-01,2.6766666666666667
2001-10-01,2.7408045454545455
2001-11-01,2.5481000000000000
2001-12-01,2.3635400000000000
2002-01-01,2.3799047619047619
2002-02-01,2.4241894736842105
2002-03-01,2.3450238095238095
2002-04-01,2.3226818181818182
2002-05-01,2.4752500000000000
2002-06-01,2.7143750000000000
2002-07-01,2.9414090909090909
2002-08-01,3.1081590909090909
2002-09-01,3.3547750000000000
2002-10-01,3.7966136363636364
2002-11-01,3.5924368421052632
2002-12-01,3.6268095238095238
2003-01-01,3.4374571428571429
2003-02-01,3.5955263157894737
2003-03-01,3.4567380952380952
2003-04-01,3.1090000000000000
2003-05-01,2.9516904761904762
2003-06-01,2.8886666666666667
2003-07-01,2.8832727272727273
2003-08-01,3.0053095238095238
2003-09-01,2.9204285714285714
2003-10-01,2.8628181818181818
2003-11-01,2.9150277777777778
2003-12-01,2.9255227272727273
2004-01-01,2.8533000000000000
2004-02-01,2.9342368421052632
2004-03-01,2.9066956521739130
2004-04-01,2.9078863636363636
2004-05-01,3.1023250000000000
2004-06-01,3.1292954545454545
2004-07-01,3.0384285714285714
2004-08-01,3.0018409090909091
2004-09-01,2.8914047619047619
2004-10-01,2.8520000000000000
2004-11-01,2.7876500000000000
2004-12-01,2.7149695652173913
2005-01-01,2.6894500000000000
2005-02-01,2.5971473684210526
2005-03-01,2.7061000000000000
2005-04-01,2.5760476190476190
2005-05-01,2.4553761904761905
2005-06-01,2.4148454545454545
2005-07-01,2.3702350000000000
2005-08-01,2.3609086956521739
2005-09-01,2.2949047619047619
2005-10-01,2.2535600000000000
2005-11-01,2.2108850000000000
2005-12-01,2.2808714285714286
2006-01-01,2.2666000000000000
2006-02-01,2.1587157894736842
2006-03-01,2.1527739130434783
2006-04-01,2.1281000000000000
2006-05-01,2.1696818181818182
2006-06-01,2.2492954545454545
2006-07-01,2.1883050000000000
2006-08-01,2.1553086956521739
2006-09-01,2.1678950000000000
2006-10-01,2.1457523809523810
2006-11-01,2.1554714285714286
2006-12-01,2.1476100000000000
2007-01-01,2.1375666666666667
2007-02-01,2.0939421052631579
2007-03-01,2.0882681818181818
2007-04-01,2.0301857142857143
2007-05-01,1.9835500000000000
2007-06-01,1.9322857142857143
2007-07-01,1.8811952380952381
2007-08-01,1.9619521739130435
2007-09-01,1.9022900000000000
2007-10-01,1.7987043478260870
2007-11-01,1.7668809523809524
2007-12-01,1.7851750000000000
2008-01-01,1.7709619047619048
2008-02-01,1.7289950000000000
2008-03-01,1.7090476190476190
2008-04-01,1.6863454545454545
2008-05-01,1.6584619047619048
2008-06-01,1.6179190476190476
2008-07-01,1.5899545454545455
2008-08-01,1.6127380952380952
2008-09-01,1.8030809523809524
2008-10-01,2.1809954545454545
2008-11-01,2.2704333333333333
2008-12-01,2.3953954545454545
2009-01-01,2.3079350000000000
2009-02-01,2.3229736842105263
2009-03-01,2.3160954545454545
2009-04-01,2.2026954545454545
2009-05-01,2.0688950000000000
2009-06-01,1.9585772727272727
2009-07-01,1.9328086956521739
2009-08-01,1.8453142857142857
2009-09-01,1.8186523809523810
2009-10-01,1.7378000000000000
2009-11-01,1.7268000000000000
2009-12-01,1.7508045454545455
2010-01-01,1.7816526315789474
2010-02-01,1.8420052631578947
2010-03-01,1.7855391304347826
2010-04-01,1.7567818181818182
2010-05-01,1.8141550000000000
2010-06-01,1.8042000000000000
2010-07-01,1.7689000000000000
2010-08-01,1.7588954545454545
2010-09-01,1.7179904761904762
2010-10-01,1.6837300000000000
2010-11-01,1.7131050000000000
2010-12-01,1.6954857142857143
2011-01-01,1.6745250000000000
2011-02-01,1.6663947368421053
2011-03-01,1.6573521739130435
2011-04-01,1.5833000000000000
2011-05-01,1.6136095238095238
2011-06-01,1.5854090909090909
2011-07-01,1.5625100000000000
2011-08-01,1.5966391304347826
2011-09-01,1.7492047619047619
2011-10-01,1.7702700000000000
2011-11-01,1.7864200000000000
2011-12-01,1.8391047619047619
2012-01-01,1.7850350000000000
2012-02-01,1.7168000000000000
2012-03-01,1.7953000000000000
2012-04-01,1.8522476190476190
2012-05-01,1.9810227272727273
2012-06-01,2.0481952380952381
2012-07-01,2.0295523809523810
2012-08-01,2.0279434782608696
2012-09-01,2.0268578947368421
2012-10-01,2.0297318181818182
2012-11-01,2.0662200000000000
2012-12-01,2.0774600000000000
2013-01-01,2.0281095238095238
2013-02-01,1.9729315789473684
2013-03-01,1.9842142857142857
2013-04-01,2.0011090909090909
2013-05-01,2.0364727272727273
2013-06-01,2.1733600000000000
2013-07-01,2.2518318181818182
2013-08-01,2.3407909090909091
2013-09-01,2.2641050000000000
2013-10-01,2.1882227272727273
2013-11-01,2.2959368421052632
2013-12-01,2.3470952380952381
2014-01-01,2.3857809523809524
2014-02-01,2.3792000000000000
2014-03-01,2.3250523809523810
2014-04-01,2.2324727272727273
2014-05-01,2.2195095238095238
2014-06-01,2.2360190476190476
2014-07-01,2.2242136363636364
2014-08-01,2.2685190476190476
2014-09-01,2.3378809523809524
2014-10-01,2.4495318181818182
2014-11-01,2.5527277777777778
