"","Point Forecast","Lo 70","Hi 70","Lo 75","Hi 75","Lo 80","Hi 80","Lo 85","Hi 85","Lo 95","Hi 95","State"
"Feb 2019",13.1693912804215,0,27.6384576044637,0,29.2287749795618,0,31.0604152357589,0,33.2658842530452,0,40.5313512216146,"RO"
"Mar 2019",0,0,12.8388582638585,0,14.4366396878719,0,16.2768766258896,0,18.4926968654438,0,25.7922638204027,"RO"
"Apr 2019",0.404519545231182,0,14.9950625816418,0,16.5987316493801,0,18.4457496522529,0,20.6697349386232,0,27.9961999717115,"RO"
"May 2019",0,0,3.15054671569333,0,4.78046128134794,0,6.65770740804062,0,8.91809022952187,0,16.3644595038455,"RO"
"Jun 2019",14.0713703364398,0,28.9768981984511,0,30.6151877337321,0,32.5020796907178,0,34.7740770089787,0,42.2587078694086,"RO"
"Jul 2019",36.1756803278242,21.2681685487451,51.0831921069033,19.6296609580822,52.7216996975663,17.7425178568772,54.6088427987713,15.4702181370978,56.8811425185506,7.98459107666429,64.3667695789842,"RO"
"Aug 2019",58.867549316299,43.8129859817711,73.9221126508269,42.1583157280566,75.5767829045414,40.2525573587573,77.4825412738407,37.9578430862886,79.7772555463094,30.3983758626502,87.3367227699478,"RO"
"Sep 2019",74.5051448884358,59.2676186963237,89.742671080548,57.5928387130041,91.4174510638676,55.6639190610183,93.3463707158533,53.341316402065,95.6689733748066,45.689976588414,103.320313188458,"RO"
"Oct 2019",42.7593941573181,27.3077746033766,58.2110137112596,25.6094632887614,59.9093250258748,23.653441541082,61.8653467735542,21.2982053820986,64.2205829325376,13.5393611715691,71.9794271430671,"RO"
"Nov 2019",47.4607253686866,31.666571900513,63.2548788368601,29.9306121555731,64.9908385818,27.931229012461,66.9902217249122,25.5237816106586,69.3976691267146,17.5929381305333,77.3285126068399,"RO"
"Dec 2019",50.7371306589752,34.7312500981152,66.7430112198352,32.9720191021673,68.5022422157831,30.9458334095605,70.52842790839,28.5061131898317,72.9681481281187,20.4689535063099,81.0053078116405,"RO"
