"","Point Forecast","Lo 70","Hi 70","Lo 75","Hi 75","Lo 80","Hi 80","Lo 85","Hi 85","Lo 95","Hi 95","State"
"Feb 2019",14.4023876318211,0,33.0992137303987,0,35.1542106968822,0,37.5210433990289,0,40.3709350063045,0,49.7593205036178,"TO"
"Mar 2019",10.3378864505732,0,30.8818262342442,0,33.1398423120787,0,35.7405012824599,0,38.8719419484409,0,49.1878332823912,"TO"
"Apr 2019",5.00110548586046,0,25.5722556902665,0,27.8332625073727,0,30.4373660470779,0,33.572954302028,0,43.9025090202371,"TO"
"May 2019",0.771630054470702,0,21.4458546217022,0,23.718190500854,0,26.3353422323433,0,29.4866417507984,0,39.8679540158764,"TO"
"Jun 2019",4.81864188943182,0,25.6351188026703,0,27.9230898563688,0,30.5582493236477,0,33.7312318681342,0,44.1839744313371,"TO"
"Jul 2019",10.9729331438312,0,31.8468094759165,0,34.1410893881873,0,36.783515052461,0,39.9652467889853,0,50.4468117773749,"TO"
"Aug 2019",33.9391876870214,13.0588921160121,54.8194832580308,10.7639066552997,57.1144687187432,8.12066837906027,59.7577069949826,4.93795818046766,62.9404171935752,0,73.4252055252906,"TO"
"Sep 2019",58.0708607391754,37.193344643264,78.9483768350869,34.8986646789425,81.2430567994084,32.2557782566767,83.8859432216742,29.0734917237219,87.0682297546289,18.5900990718701,97.5516224064807,"TO"
"Oct 2019",67.9528505558585,47.0753788372815,88.8303222744354,44.7807037505413,91.1249973611757,42.1378229460058,93.7678781657112,38.9555431773324,96.9501579343846,28.4721728090234,107.433528302694,"TO"
"Nov 2019",57.6652855016488,36.7864228623542,78.5441481409434,34.4915948973745,80.838976105923,31.8485380160748,83.4820329872227,28.6660462342363,86.6645247690613,18.1819774318816,97.148593571416,"TO"
"Dec 2019",44.8943940843932,24.042035481992,65.7467526867945,21.7501206165475,68.038667552239,19.1104188833851,70.6783692854014,15.9319670189049,73.8568211498816,5.4612068986911,84.3275812700954,"TO"
