"","Point Forecast","Lo 70","Hi 70","Lo 75","Hi 75","Lo 80","Hi 80","Lo 85","Hi 85","Lo 95","Hi 95","State"
"Feb 2019",9.56098344721036,0,41.7929862342692,0,45.3356553269734,0,49.4159071221107,0,54.3289182259319,0,70.5138292862324,"MA"
"Mar 2019",13.6232854534491,0,53.8927859301432,0,58.3188687789166,0,63.4165880455359,0,69.5547267238672,0,89.775570211747,"MA"
"Apr 2019",12.5976637539108,0,56.0791474383424,0,60.8582643108317,0,66.3625887870591,0,72.9903187969982,0,94.8240208741458,"MA"
"May 2019",0,0,41.2664268256712,0,46.0442387120494,0,51.5470601769078,0,58.1729804182555,0,80.0007205826219,"MA"
"Jun 2019",11.7811558236459,0,55.337551510478,0,60.1249020765833,0,65.6387096691498,0,72.2778582527976,0,94.1491764875328,"MA"
"Jul 2019",18.6924597345419,0,62.3310047310349,0,67.127384454349,0,72.651591334556,0,79.3032616492673,0,101.215830168054,"MA"
"Aug 2019",51.0728583211573,7.44467384715735,94.7010427951572,2.64943286483496,99.4962837774796,0,105.019179118321,0,111.669270214937,0,133.576636322437,"MA"
"Sep 2019",63.7102556580095,20.0739020446725,107.346609271347,15.2777631796577,112.142748136361,9.75383370681867,117.6666776092,3.10249741695372,124.318013899065,0,146.229482041257,"MA"
"Oct 2019",138.461312684411,94.8023388905867,182.120286478235,90.0037138066791,186.918911562143,84.476920843394,192.445704525428,77.8221366387768,199.100488730045,55.8993100460483,221.023315322773,"MA"
"Nov 2019",45.3105082888427,1.64073311879034,88.980283458895,0,93.7800957387077,0,99.3082560490683,0,105.964686669569,0,127.892937042965,"MA"
"Dec 2019",51.7129363078712,8.04145950218501,95.3844131135574,3.24146019297771,100.184412422765,0,105.712788143315,0,112.369478138166,0,134.298582967351,"MA"
